",,,,,
Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Postes Approuvés"
Ontario,"   Bas salaire","THE ESSENCE OF COLOUR INC.","BRAMPTON, ON L7A 0S9","6211-Superviseurs des ventes - commerce de détail",1
Ontario,"   Bas salaire","The Food Dudes Inc.","Toronto, ON M4M 2R7",6322-Cuisiniers,6
Ontario,"   Bas salaire","The Greek Point Inc","Unionville, ON L3R 0B5","6311-Superviseurs des services alimentaires",1
Ontario,"   Bas salaire","The Kitching Group (Canada) Inc.","Kenora, ON P9N 3P6","6311-Superviseurs des services alimentaires",2
Ontario,"   Bas salaire","The Signature Kitchen Inc.","Toronto, ON M4Y 1Z2",6322-Cuisiniers,2
Ontario,"   Bas salaire","TO TO CORPORATION","Toronto, ON M4L 1Z9","6311-Superviseurs des services alimentaires",1
Ontario,"   Bas salaire","TOKYO SUSHI NO.1","Toronto, ON M5N 1A3",6322-Cuisiniers,1
Ontario,"   Bas salaire","Tony Gill Transport Inc.","Brampton, ON L6P 3S5","7511-Conducteurs de camions de transport",1
Ontario,"   Bas salaire","Torba Restaurants Inc.","Schumacher, ON P0N 1G0","6311-Superviseurs des services alimentaires",1
Ontario,"   Bas salaire","TORONTO GENERAL CONTRACTORS INC.","Toronto, ON M2J 4S6","0712-Gestionnaires et rénovateurs en construction domiciliaire",1
Ontario,"   Bas salaire","Tremonte Manufacturing Welding & Ironworks Ltd","Etobicoke, ON M9W 3A2","7237-Soudeurs et opérateurs de machines à souder et à braser",1
Ontario,"   Bas salaire","Trillium Sales Group Inc.","North York, ON M3J 2L5","1311-Techniciens en comptabilité et teneurs de livres",1
Ontario,"   Bas salaire","Tristar 786 Ontario Inc.","Waterford, ON N0E 1Y0","6311-Superviseurs des services alimentaires",1
Ontario,"   Bas salaire","Tsubaki of Canada Limited","Mississauga, ON L5S 1J6","7237-Soudeurs et opérateurs de machines à souder et à braser",1
Ontario,"   Bas salaire","TWI Foods Inc","Etobicoke, ON M9W 4M2",6332-Boulangers-pâtissiers,1
Ontario,"   Bas salaire","U214 Inc.","Richmond Hill, ON L4S 0B8","1241-Adjoints administratifs",1
Ontario,"   Bas salaire","United City Cartage Ltd.","Brampton, ON L6T 3W6","1311-Techniciens en comptabilité et teneurs de livres",1
Ontario,"   Bas salaire","United Meat Products Inc.","Maple, ON L6A 3Y7","6211-Superviseurs des ventes - commerce de détail",1
Ontario,"   Bas salaire","United Meat Products Inc.","Maple, ON L6A 3Y7","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
Ontario,"   Bas salaire","USMANIA GRILL INC","Pickering, ON L1V 6M5",6322-Cuisiniers,1
Ontario,"   Bas salaire","Valenca Importers & Exporters Ltd.","Toronto, ON M6N 2H8",6322-Cuisiniers,1
Ontario,"   Bas salaire","Valguard Security Inc.","Concord, ON L4K 3T8","6316-Surveillants des autres services",1
Ontario,"   Bas salaire","VAN REHAB PHYSIOTHERAPY INC.","BRAMPTON, ON L6T 4P9","1241-Adjoints administratifs",1
Ontario,"   Bas salaire","Vinda Inc.","Bolton, ON L7E 2Z7","6421-Vendeurs - commerce de détail",1
Ontario,"   Bas salaire","VITA VITA INC.","Thornhill, ON L3T 0C7","6211-Superviseurs des ventes - commerce de détail",1
Ontario,"   Bas salaire","VP Protection Inc","Toronto, ON M2J 5B2","6316-Surveillants des autres services",1
Ontario,"   Bas salaire","V-TAC Accounting Services Inc.","Toronto, ON M6N 4C4","1311-Techniciens en comptabilité et teneurs de livres",1
Ontario,"   Bas salaire","Warraich Meats Ltd.","Brampton, ON L6P 2Z8","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
Ontario,"   Bas salaire","Waterloo Central Supermarket Inc.","Waterloo, ON N2L 6J3","6211-Superviseurs des ventes - commerce de détail",1
Ontario,"   Bas salaire","Weil's Food Processing Ltd.","Wheatley, ON N0P 2P0","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",53
Ontario,"   Bas salaire","Werdna Holdings Limited","Elliot Lake, ON P5A 2T1",6322-Cuisiniers,1
Ontario,"   Bas salaire","Western Financial Limited","North York, ON M3L 1A5",6322-Cuisiniers,2
Ontario,"   Bas salaire","WFS Transport Ltd.","Milton, ON L9T 9E6","7511-Conducteurs de camions de transport",3
Ontario,"   Bas salaire","WOODFIRE GROUP LTD.","TORONTO, ON M8W 1R2","6311-Superviseurs des services alimentaires",1
Ontario,"   Bas salaire","WOODFIRE GROUP LTD.","TORONTO, ON M8W 1R2",6322-Cuisiniers,2
Ontario,"   Bas salaire","Wow Korean Restaurant","MISSISSAUGA, ON L5A 1W1",6322-Cuisiniers,1
Ontario,"   Bas salaire","YIMEE’S FOOD CORPORATION","Hamilton, ON L9A 4H9",6322-Cuisiniers,1
Ontario,"   Bas salaire","Yogi Divine Inc","Oshawa, ON L1H 7K5","6311-Superviseurs des services alimentaires",1
Ontario,"   Bas salaire","Yogi Divine Inc","Oshawa, ON L1H 7K5",6322-Cuisiniers,1
Ontario,"   Bas salaire","Zuimei Corporation Ltd.","Toronto, ON M5V 1Z9",6322-Cuisiniers,1
Ontario,"  Agriculture primaire","1010975 Ontario Ltd.","Norwich, ON N0J 1P0","8431-Ouvriers agricoles",3
Ontario,"  Agriculture primaire","1059066 Ontario Inc.","Windham Centre, ON N0E 2A0","8431-Ouvriers agricoles",3
Ontario,"  Agriculture primaire","1073711 Ontario Inc.","Napanee, ON K7R 3L1","8431-Ouvriers agricoles",2
Ontario,"  Agriculture primaire","11239031 Canada Inc","PUSLINCH, ON N0B 2J0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,"  Agriculture primaire","1244891 Ontario Limited","King, ON L7B 0L7","8431-Ouvriers agricoles",2
Ontario,"  Agriculture primaire","1264290 Ontario Inc","Dunnville, ON N1A 2W2","8432-Ouvriers de pépinières et de serres",1
Ontario,"  Agriculture primaire","1266094 Ontario Ltd","Ruthven, ON N0P 2G0","8431-Ouvriers agricoles",22
Ontario,"  Agriculture primaire","1287755 Ontario Inc","Leamington, ON N8H 3V5","8431-Ouvriers agricoles",20
Ontario,"  Agriculture primaire","1441211 Ontario Inc.","Warwick Township, ON N0N 1J0","8431-Ouvriers agricoles",1
Ontario,"  Agriculture primaire","1454409 Ontario Inc","Leamington, ON N8H 3V5","8431-Ouvriers agricoles",10
Ontario,"  Agriculture primaire","1454410 Ontario Inc","Kingsville, ON N9Y 2E6","8431-Ouvriers agricoles",45
Ontario,"  Agriculture primaire","1454411 Ontario Inc","Leamington, ON N0P 2J0","8431-Ouvriers agricoles",63
Ontario,"  Agriculture primaire","1473534 Ontario Ltd","Chatham, ON N7M 5J7","8431-Ouvriers agricoles",2
Ontario,"  Agriculture primaire","1527136 Ontario Inc.","Niagara-on-the-Lake, ON L0S 1J0","8431-Ouvriers agricoles",1
Ontario,"  Agriculture primaire","1596141 Ontario Inc.","Brussels, ON N0G 1H0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",6
Ontario,"  Agriculture primaire","1596141 Ontario Inc.","Brussels, ON N0G 1H0","8431-Ouvriers agricoles",3
Ontario,"  Agriculture primaire","1628760 Ontario Inc.","Hillier, ON K0K 2J0","8431-Ouvriers agricoles",2
Ontario,"  Agriculture primaire","1749380 Ontario Limited","Morpeth, ON N0P 1X0","8431-Ouvriers agricoles",3
Ontario,"  Agriculture primaire","1795349 Ontario Inc","Tillsonburg, ON N4G 4G9","8611-Manoeuvres à la récolte",4
Ontario,"  Agriculture primaire","1803593 ontario inc","Aylmer, ON N5H 2R4","8431-Ouvriers agricoles",2
Ontario,"  Agriculture primaire","1808278 Ontario Inc","Kingsville, ON N9Y 2E4","8431-Ouvriers agricoles",20
Ontario,"  Agriculture primaire","1812219 Ontario Inc","Tillsonburg, ON N4G 4G9","8431-Ouvriers agricoles",4
Ontario,"  Agriculture primaire","1841591 On Inc","Aylmer, ON N5H 2R3","8431-Ouvriers agricoles",3
Ontario,"  Agriculture primaire","2059520 Ontario Limited","Lucan, ON N0M 2J0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Ontario,"  Agriculture primaire","2156141 Ontario Ltd","Jordan Station, ON L0R 1S0","8431-Ouvriers agricoles",11
Ontario,"  Agriculture primaire","2202558 Ontario Limited","Picton, ON K0K 2T0","8431-Ouvriers agricoles",1
Ontario,"  Agriculture primaire","2204054 ONTARIO INC.","brantford, ON N3T 5L5","8431-Ouvriers agricoles",5
Ontario,"  Agriculture primaire","2226811 Ontario Limited c/o Michael Bouw","Simcoe, ON N3Y 4J9","8431-Ouvriers agricoles",2
Ontario,"  Agriculture primaire","2226987 Ontario Ltd.","Scotland, ON N0E 1R0","8431-Ouvriers agricoles",10
Ontario,"  Agriculture primaire","2229837 Ontario Inc.","VANESSA, ON N0E 1V0","8431-Ouvriers agricoles",2
Ontario,"  Agriculture primaire","2230330 ONTARIO LIMITED","Delhi, ON N4B 2W6","8431-Ouvriers agricoles",3
Ontario,"  Agriculture primaire","2252045 ontario ltd","Burford, ON N0E 1A0","8431-Ouvriers agricoles",5
Ontario,"  Agriculture primaire","2265530 Ontario Ltd","Simcoe, ON N3Y 4K1","8431-Ouvriers agricoles",4
Ontario,"  Agriculture primaire","2307647 Ontario Limited","R.R. # 3 Vanessa, ON N0E 1V0","8431-Ouvriers agricoles",12
Ontario,"  Agriculture primaire","2333281 Ontario Ltd","Chatham, ON N7M 0R4","8431-Ouvriers agricoles",63
Ontario,"  Agriculture primaire","2492309 Ontario Limited","Kingsville, ON N9Y 2E4","8431-Ouvriers agricoles",53
Ontario,"  Agriculture primaire","2507083 Ontario Inc","Otterville, ON N0J 1R0","8431-Ouvriers agricoles",1
Ontario,"  Agriculture primaire","2507626 Ontario Inc","Niagara on the Lake, ON L0S 1J0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,"  Agriculture primaire","2509020 Ontario Ltd","Ruthven, ON N0O 2G0","8431-Ouvriers agricoles",4
Ontario,"  Agriculture primaire","2509861 Ontario Inc.","Leamington, ON N8H 4H3","8431-Ouvriers agricoles",5
Ontario,"  Agriculture primaire","2550251 Ontario Inc.","Toronto, ON M2N 6N4","0821-Gestionnaires en agriculture",1
Ontario,"  Agriculture primaire","2568497 Ontario Ltd.","MOUNT ALBERT, ON L0G 1M0","8431-Ouvriers agricoles",3
Ontario,"  Agriculture primaire","2636227 Ontario Inc.","Clarksburg, ON N0H 1J0","8431-Ouvriers agricoles",20
Ontario,"  Agriculture primaire","2649547 Ontario Ltd.","GRANTON, ON N0M 1V0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Ontario,"  Agriculture primaire","2674177 Ontario Inc.","Mono, ON L9W 5X7","8431-Ouvriers agricoles",5
Ontario,"  Agriculture primaire","2681029 ONTARIO INC","Simcoe, ON N3Y 4K5","8431-Ouvriers agricoles",11
Ontario,"  Agriculture primaire","473355 Ontario Limited","Niagara-on-the-Lake, ON L0S 1J0","8431-Ouvriers agricoles",12
Ontario,"  Agriculture primaire","5001727 Ontario Inc","Dresden, ON N0P 1M0","8431-Ouvriers agricoles",3
Ontario,"  Agriculture primaire","5001947 Ontario Inc","St. Catharines, ON L2R 6P9","0822-Gestionnaires en horticulture",2
Ontario,"  Agriculture primaire","5001947 Ontario Inc","St. Catharines, ON L2R 6P9","8432-Ouvriers de pépinières et de serres",7
Ontario,"  Agriculture primaire","617885 Ontario Ltd. O/A Jem Farms","Ruthven, ON N0P 2G0","8431-Ouvriers agricoles",76
Ontario,"  Agriculture primaire","6680283 Canada Inc","St-Eugène, ON K0B 1P0","8431-Ouvriers agricoles",4
Ontario,"  Agriculture primaire","768308 Ontario Inc","Thamesville, ON N0P 2K0","8431-Ouvriers agricoles",17
Ontario,"  Agriculture primaire","776536 ont ltd","colborne, ON K0K 1S0","8431-Ouvriers agricoles",12
Ontario,"  Agriculture primaire","A&A Family Farms Ltd.","Elora, ON N0B 1S0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Ontario,"  Agriculture primaire","Abbruzzese Farms Ltd.","Kingsville, ON N9Y 2E5","8431-Ouvriers agricoles",1
Ontario,"  Agriculture primaire","Adam Demeulenaere Ltd.","Brantford, ON N3R 0B8","8431-Ouvriers agricoles",4
Ontario,"  Agriculture primaire","Albuna Express Ltd.","Leamington, ON N8H 3V5","8431-Ouvriers agricoles",31
Ontario,"  Agriculture primaire","Albuna Farms Inc.","Leamington, ON N8H 3V5","8431-Ouvriers agricoles",8
Ontario,"  Agriculture primaire","Aleafia Farms Inc.","Grimsby, ON L3M 5A5","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
Ontario,"  Agriculture primaire","Alexerin Dairy Inc.","Manotick, ON K4M 1B4","8431-Ouvriers agricoles",2
Ontario,"  Agriculture primaire","Allegro Acres Inc.","Ruthven, ON N0P 2G0","8431-Ouvriers agricoles",5
Ontario,"  Agriculture primaire","Alway Fresh Greenhouses Inc.","Grimsby, ON L3M 4E7","8431-Ouvriers agricoles",4
Ontario,"  Agriculture primaire","Amco Farms Inc.","Leamington, ON N8H 3V5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,"  Agriculture primaire","Amco Farms Inc.","Leamington, ON N8H 3V5","8431-Ouvriers agricoles",28
Ontario,"  Agriculture primaire","Andrewes Farm Limited","Beamsville, ON L0R 1B3","8431-Ouvriers agricoles",1
Ontario,"  Agriculture primaire","Ardis Ranch Inc.","Wallaceburg, ON N8A 4L3","8431-Ouvriers agricoles",3
Ontario,"  Agriculture primaire","Artistic Landscaping Inc","Waterloo, ON N2L 3V3","8432-Ouvriers de pépinières et de serres",6
Ontario,"  Agriculture primaire","AUSABLE ORCHARDS LTD.","London, ON N6P 1M6","8611-Manoeuvres à la récolte",6
Ontario,"  Agriculture primaire","B & S Crevits Farms Ltd.","Vienna, ON N0J 1Z0","8431-Ouvriers agricoles",23
Ontario,"  Agriculture primaire","Barrie Hill Farms Limited","Springwater, ON L9X 1S8","8431-Ouvriers agricoles",12
Ontario,"  Agriculture primaire","Bay Ridge Orchards Limited","Meaford, ON N4L 1X6","8611-Manoeuvres à la récolte",8
Ontario,"  Agriculture primaire","BERKDALE FARMS INC","MARKDALE, ON N0C 1H0","8431-Ouvriers agricoles",4
Ontario,"  Agriculture primaire","BERKVENS ENTERPRISES LTD","PORT LAMBTON, ON N0P 2B0","8431-Ouvriers agricoles",7
Ontario,"  Agriculture primaire","Beverly Greenhouses Limited","Waterdown, ON L8B 1K2","8431-Ouvriers agricoles",4
Ontario,"  Agriculture primaire","Birnam Orchards Ltd.","Arkona, ON N0M 1B0","8431-Ouvriers agricoles",6
Ontario,"  Agriculture primaire","Boekestyn Greenhouses Inc.","Jordan, ON L0R 1S0","8432-Ouvriers de pépinières et de serres",5
Ontario,"  Agriculture primaire","BOSC ESTATE WINES LTD.","Niagara-on-the-Lake, ON L0S 1J0","8431-Ouvriers agricoles",1
Ontario,"  Agriculture primaire","Brandy Creek Farms Ltd","La Salette, ON N0E 1H0","8431-Ouvriers agricoles",3
Ontario,"  Agriculture primaire","Brenn-B Farms Limited","Waterdown, ON L8B 1L8","8431-Ouvriers agricoles",11
Ontario,"  Agriculture primaire","Brooymans Farms Ltd","Port Stanley, ON N5L 1J2","8431-Ouvriers agricoles",14
Ontario,"  Agriculture primaire","Bull Market Farms Inc.","Leamington, ON N8H 3V5","8431-Ouvriers agricoles",21
Ontario,"  Agriculture primaire","Burnbrae FarmCo 19 Inc.","Lyn, ON K0E 1M0","8431-Ouvriers agricoles",6
Ontario,"  Agriculture primaire","C & B Vankerrebroeck Farms Inc","LaSalette, ON N0E 1H0","8431-Ouvriers agricoles",2
Ontario,"  Agriculture primaire","C&B Farms Inc.","Leamington, ON N8H 3V5","8431-Ouvriers agricoles",20
Ontario,"  Agriculture primaire","C.J. Bradley & Sons Limited","Cottam, ON N0R 1B0","8431-Ouvriers agricoles",2
Ontario,"  Agriculture primaire","Caledon Produce Farms Ltd.","Burford, ON N0E 1A0","8431-Ouvriers agricoles",146
Ontario,"  Agriculture primaire","Canadian Fruit Tree Nursery Co-operative Limited","Jordan Station, ON L0R 1S0","8432-Ouvriers de pépinières et de serres",2
Ontario,"  Agriculture primaire","Catfish Creek Pork Ltd.","Tillsonburg, ON N4G 4G8","8431-Ouvriers agricoles",1
Ontario,"  Agriculture primaire","Cervini Farms (1993) Inc.","Leamington, ON N8H 3V5","8431-Ouvriers agricoles",37
Ontario,"  Agriculture primaire","CHAM ENTERPRISES LIMITED","Brussels, ON N0G 1H0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",5
Ontario,"  Agriculture primaire","Chary Produce Ltd.","Oakland, ON N0E 1L0","8431-Ouvriers agricoles",14
Ontario,"  Agriculture primaire","Chosen Fresh Farms Ltd.","Leamington, ON N8H 3V8","8431-Ouvriers agricoles",5
Ontario,"  Agriculture primaire","chpajo farms ltd.","Wallaceburg, ON N8A 4L3","8431-Ouvriers agricoles",17
Ontario,"  Agriculture primaire","chpajo farms ltd.","Wallaceburg, ON N8A 4L3","8611-Manoeuvres à la récolte",4
Ontario,"  Agriculture primaire","Cielo Vista Farms Inc.","Leamington, ON N8H 3V8","8431-Ouvriers agricoles",51
Ontario,"  Agriculture primaire","COLASANTI FARMS LTD","Kingsville, ON N9Y 2E5","8432-Ouvriers de pépinières et de serres",1
Ontario,"  Agriculture primaire","Col-Mac Orchards Limited","Kingsville, ON N9Y 2M2","8431-Ouvriers agricoles",1
Ontario,"  Agriculture primaire","Cookstown Greens Inc","Thornton, ON L0L 2N0","8431-Ouvriers agricoles",3
Ontario,"  Agriculture primaire","Coppola Farms Inc.","Kingsville, ON N9Y 2E4","8431-Ouvriers agricoles",1
Ontario,"  Agriculture primaire","Creekside Greenhouses Limited","Jordan Station, ON L0R 1S0","8432-Ouvriers de pépinières et de serres",2
Ontario,"  Agriculture primaire","Cronos Growing Company Inc.","Kingsville, ON N9Y 2E5","8432-Ouvriers de pépinières et de serres",49
Ontario,"  Agriculture primaire","Cuddy Farms Limited 2008","Strathroy, ON N7G 3H6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",32
Ontario,"  Agriculture primaire","DA FENG FARMS INC.","Port Hope, ON L1A 3V5","8431-Ouvriers agricoles",1
Ontario,"  Agriculture primaire","DAVID PIAZZA ENOTRIA HOLDINGS CO. LTD","BLOOMFIELD, ON K0K 1G0","8431-Ouvriers agricoles",3
Ontario,"  Agriculture primaire","Debackere Farms Inc","Union, ON N0L 2L0","8431-Ouvriers agricoles",3
Ontario,"  Agriculture primaire","DeGroot Pork Net Inc.","MONKTON, ON N0K 1P0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",6
Ontario,"  Agriculture primaire","DeGroot Pork Net Inc.","MONKTON, ON N0K 1P0","8431-Ouvriers agricoles",5
Ontario,"  Agriculture primaire","Dengrow Inc.","TILLSONBURG, ON N4G 4G7","8431-Ouvriers agricoles",6
Ontario,"  Agriculture primaire","Di Ciocco Farms Eastside Inc","Leamington, ON N8H 3V6","8431-Ouvriers agricoles",9
Ontario,"  Agriculture primaire","Di Ciocco Farms Incorporated","Leamington, ON N8H 3V6","8431-Ouvriers agricoles",11
Ontario,"  Agriculture primaire","Di Ciocco Sonny Farms Inc","Leamington, ON N8H 3V6","8431-Ouvriers agricoles",4
Ontario,"  Agriculture primaire","Dierick Farms Ltd.","VANESSA, ON N0E 1V0","8431-Ouvriers agricoles",6
Ontario,"  Agriculture primaire","Domric International Ltd.","Ruthven, ON N0P 2G0","8431-Ouvriers agricoles",12
Ontario,"  Agriculture primaire","Downey Potato Farms Inc.","Melancthon, ON L9V 1T6","8431-Ouvriers agricoles",3
Ontario,"  Agriculture primaire","Drakeland Farms Ltd.","Grande Pointe, ON N0P 1S0","8611-Manoeuvres à la récolte",20
Ontario,"  Agriculture primaire","Droogendyk's Produce Ltd.","Scotland, ON N0E 1R0","8431-Ouvriers agricoles",1
Ontario,"  Agriculture primaire","Drost Cattle Inc.","Fergus, ON N1M 2W3","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,"  Agriculture primaire","Drummond Farms Ltd","Waterdown, ON L8B 0W9","8431-Ouvriers agricoles",8
Ontario,"  Agriculture primaire","DUTCH MILL GARDENS INC","Lynden, ON L0R 1T0","8431-Ouvriers agricoles",2
Ontario,"  Agriculture primaire","DVS Farms Ltd.","Tupperville, ON N0P 2M0","8431-Ouvriers agricoles",10
Ontario,"  Agriculture primaire","E & B Medel Orchards Ltd.","Ruthven, ON N0P 2G0","8431-Ouvriers agricoles",8
