Newfoundland and Labrador,, 
3237290 Canada Inc o/a B & C Appliance Service,"5 Radisson Place Southeast, Medicine Hat, AB  T1B 3S4",1
324007 Alberta Ltd. o/a Assiniboia Livestock Auction,"13220 St. Albert Trail, Suite 303, Edmonton, AB  T5L 4W1",3
330493 Alberta Ltd o/a A & W Restaurant Edson,"4531 4th Avenue, Edson, AB  T7E 1C3",1
330942 Alberta Ltd o/a Speedy Glass,"PO Box 778, Rock Mountain House, AB  T4T 1A6",1
332633 Alberta Ltd o/a Castledowns Cleanitizing,"16640 95th Street, Edmonton, AB  T5Z 3L2",1
332761 Alberta Ltd. DBA Thermal Systems KWC Ltd.,"2780 24th Avenue Northeast, Calgary, AB  T1Y 6V7",17
332860 Alberta Ltd. o/a Frank's Sandblasting & Painting,"2303 4th Street, Nisku, AB  T9E 7W7",1
338740 Alberta Ltd o/a Mom's Choice @ Lymburn Daycare,"7536 178th Street, Edmonton, AB  T5T 2Y5",2
344312 Alberta Ltd o/a Vulcan Country Inn,"110 Centre Street, Box 639, Vulcan, AB  T0L 2B0",1
346348 Alberta Ltd o/a Boston Pizza Beverly,"3303 118th Avenue, Edmonton, AB  T5W 4X1",2
346804 Alberta Ltd o/a New Asian Village,"10149 Saskatchewan Drive Northwest, Suite 102, Edmonton, AB  T6E 6B6",3
348496 Alberta Ltd o/a Macs Convenience Store,"1186 Hollands Way, Edmonton, AB  T6R 3S9",1
349418 Alberta Ltd/Frank's European Bakery,"5570 56th Avenue Southeast, Calgary, AB  T2C 4M6",1
351971 Alberta Ltd o/a Lee Garden,"15302 Stony Plain Road, Suite 201, Edmonton, AB  T5P 3Y7",1
353850 Alberta Ltd o/a Heart Mountain Store & Cafe,"PO Box 10, Exshaw, AB  T0L 2C0",2
353961 Alberta Ltd o/a Sbarro the Italian Eatery,"1001 13th Avenue Southwest, Suite 860, Calgary, AB  T2R 0L5",2
358078 Ab Ltd o/a Lac La Biche Esso Convenience,"10302 101st Avenue, PO Box 1978, Lac La Biche, AB  T0A 2C0",1
361680 Alberta Ltd. o/a Chianti Cafe & Restaurant,"10501 82nd Avenue, Edmonton, AB  T6E 2A3",2
368324 Alberta Ltd. o/a Chaya Restaurant,"PO Box 62, Banff, AB  T1L 1A2",1
374711 Alberta Ltd o/a Nick & Leslie's Restaurant,"5607 57th Avenue, Suite 313, Rocky Mountain House, AB  T4T 1R5",2
379474 Alberta Ltd o/a Bella Roma Restaurant,"6449 Crowchild Trail Southwest, Suite 17, Calgary, AB  T3E 5R7",1
380777 Alberta Ltd o/a Green Bean Catering,"550 6th Avenue Southwest, Suite 102, Calgary, AB  T2P 0S2",2
382782 Alberta Ltd. o/a Kids Paradise Daycare & OSC,"76 Grosevenor Boulevard, Suite 8, St. Albert, AB  T8N 2Y8",1
385010 Alberta Ltd. o/a Smitty's Family Restaurant,"109 Miette Avenue, PO Box 519, Jasper, AB  T0E 1E0",5
389502 Alberta Ltd o/a Bing's No 1 Restaurant,"5005 50th Street, Stony Plain, AB  T7Z 1T3",1
391480 Alberta Inc. o/a Tim Hortons,"6825 Macleod Trail South, Calgary, AB  T2H 0L5",2
396725 Alberta Ltd o/a Davidson Creek Car and Pet Wash,"10150 100th Street, Suite 600, Edmonton, AB  T5J 0P6",1
397965 Alberta Ltd o/a Jake Construction,"52147 RR 231, Suite 1, Sherwood Park, AB  T6B 1A4",2
399053 Alberta Ltd o/a Silver Crest Lodge,"11902 100th Street, Grande Prairie, AB  T8V 4H5",1
3BT's Investments Ltd. o/a KFC,"PO Box 1140, High Level, AB  T0H 1Z0",4
3C Information Solutions Inc.,"10366 65th Avenue, Edmonton, AB  T6H 1T9",2
"3-D Line Locating, Ltd.","1103 7th Street, Nisku, AB  T9E 7R1",9
3G Equity Inc o/a Holiday Inn & Suites West Edmonton,"16860 111th Avenue Northwest, Edmonton, AB  T5M 4C9",3
3J's Cleaning Company Inc.,"113 26th Avenue Northeast, Calgary, AB  T2E 1Y8",4
4 Year Enterprises Inc o/a Carl's Jr,"3925 Gateway Boulevard, Edmonton, AB  T6J 5H2",1
401129 Alberta Ltd o/a Arby's Restaurant,"2331 66th Street, Suite 519, Edmonton, AB  T6K 4C2",1
406362 Alberta Ltd o/a West Way Propane,"5010 76th Avenue, Edmonton, AB  T6B 0A6",1
406429 Alberta Inc o/a Szechuan Chinese Food,"8882 170th Street Northwest, Suite 1550, Edmonton, AB  T5T 4J2",1
413622 Alberta Ltd o/a Valupharm Drugs,"54324 Bellerose Drive, Suite 126, Sturgeon County, AB  T8T 0C5",2
413877 Alberta Ltd. o/a Flying J Grassland,"PO Box 152, Grassland, AB  T0A 1V0",2
415031 Alberta Ltd o/a Partners Restaurant & Lounge,"7740 18th Street Southeast, Suite 30, Calgary, AB  T2C 2N5",1
417048 Alberta Ltd o/a Wendy's Restaurant,"947 Lake Placid Drive Southeast, Calgary, AB  T2J 4C4",4
417241 Alberta Ltd o/a Quiznos Subs,"1931 98th Street, Edmonton, AB  T6N 1L5",1
417643 Alberta Ltd. o/a Kastelen Sausage & Fine Meats,"21339 Township Road 524, Ardrossan, AB  T8G 2G2",4
417719 Alberta Ltd. o/a Centex Powerwash,"15211 Bannister Road Southeast, Calgary, AB  T2X 1Z3",2
420816 Alberta Ltd. o/a Arby's,"380 Canyon Meadows Drive Southeast, Suite 2102, Calgary, AB  T2J 7C3",2
474078 Alberta Ltd o/a Koya Japan,"5111 Northland Drive Northwest, Unit 140, Calgary, AB  T2L 2J8",2
475186 Alberta Inc o/a Boundary RV Park,"Site 6, Box 8, RR 3, Rocky Mountain House, AB  T4T 1B8",2
479625 Alberta Ltd o/a Smiley's Family Restaurant & Lounge,"330 Ridge Road, Strathmore, AB  T1P 1B6",1
490588 Alberta Inc o/a Panago Pizza,"9687 Macleod Trail Southwest, Calgary, AB  T2J 0P6",1
494528 Alberta Ltd o/a Chieftain Recycling Equipment,"6124 111th Avenue Northwest, Edmonton, AB  T5W 0L2",1
496303 Alberta Ltd o/a Burger Baron,"PO Box 870, Onoway, AB  T0E 1V0",3
5 Star Trees Ltd,"Site 3, Box 26, RR 3 (354205 112th Street, Suite 100), High River, AB  T1V 1N3",12
500016 Alberta Ltd o/a Both Chicken Farms,"Site 2, Box 12, RR 4, Ponoka, AB  T4J 1R4",2
500162 Alberta Ltd o/a Lake Louise Village Grill & Bar,"101 Lake Louise Drive, Building B, 2nd Floor, Box 239, Lake Louise, AB  T0L 1E0",1
503138 Alberta Ltd o/a La Chaumiere Restaurant,"139 17th Avenue Southwest, Calgary, AB  T2S 0A1",1
508343 Alberta Inc o/a Travellers Restaurant,"Highway 43, PO Box 1265, Valleyview, AB  T0H 3N0",2
508713 Alberta Ltd o/a Dynamic Car Care,"Box 877, Whitecourt, AB  T7S 1N8",2
508713 Alberta Ltd o/a Dynamic Esso,"Box 877, Whitecourt, AB  T7S 1N8",4
510515 Alberta Ltd o/a Lily's Steak & Pizza,"4803 Queen Street, Box 218, Bruderheim, AB  T0B 0S0",1
511568 BC Ltd o/a Esso,"7111 50th Avenue, Red Deer, AB  T4N 4E4",2
516209 Alberta Ltd o/a Subway,"8 Midlake Boulevard Southeast, Calgary, AB  T2X 2X7",1
516908 Alberta Ltd o/a Polish Food Center,"10133 Princess Elizabeth Avenue, Edmonton, AB  T5G 0X9",1
526753 Alberta Ltd o/a Chianti Cafe & Restaurant,"10816 Macleod Trail Southeast, Suite 444, Calgary, AB  T2J 5N8",1
534511 Alberta Ltd o/a Shikiji Japanese Noodles and Sushi,"1608 Center Street Northeast, Calgary, AB  T2E 2R9",3
541337 Alberta Ltd o/a Tasty Noodle,"3203 Calgary Trail, Suite 3103, Edmonton, AB  T6J 3B2",8
543033 Alberta Ltd o/a Cardston Dairy Queen,"PO Box 628, Cardston, AB  T0K 0K0",1
546432 Alberta Ltd o/a Dunvegan Inn & Suites,"PO Box 1938, Fairview, AB  T0H 1L0",1
546879 Alberta Inc o/a MI-KA Building Management,"126 Edgeridge View Northwest, Calgary, AB  T3A 5V2",1
548137 Alberta Ltd. o/a Mary Brown's Famous Chicken,"330 Parent Way, Fort McMurray, AB  T9H 5E6",1
550338 Alberta Limited o/a ServiceMaster of Calgary,"3530 11A Street Northeast, Suite 1, Calgary, AB  T2E 6M7",1
556187 Alberta Ltd o/a Cochrane Dairy Queen,"14 Westside Drive, Box 1648, Cochrane, AB  T4C 1B5",2
556320 Alberta Ltd. o/a Gregoire Food Store,"226 Gregoire Drive, Suite 1, Fort McMurray, AB  T9H 4K6",5
557369 Alberta Ltd o/a Quiznos Classic Subs,"187 Scenic Ridge Crescent Northwest, Calgary, AB  T3L 1V7",2
5628866 Manitoba Ltd. o/a Domino's Pizza,"6821 177th Street Northwest, Edmonton, AB  T5T 4K3",2
5628874 Manitoba Ltd.o/a Domino's Pizza,"586 Hermigate Road Northwest, Edmonton, AB  T5A 4N2",2
5628882 Manitoba Ltd. o/a Domino's Pizza,"21833 94th Avenue, Edmonton, AB  T5T 1N1",2
564669 Alberta Ltd o/a Motel 6,"66 Boulder Boulevard, Stony Plain, AB  T7Z 1V7",1
564669 Alberta Ltd o/a Riverside Inn,"Box 352, Slave Lake, AB  T0G 2A0",1
567868 Alberta Ltd o/a Mac's Convenience Store,"713 Massey Way, Edmonton, AB  T6R 3S6",1
568082 Alberta Ltd o/a Sorrentino's West,"10665 109th Street, Edmonton, AB  T5H 3B5",2
572423 Alberta Ltd o/a The Laughing Llama ESSO,"52403 Range Road 220, Ardrossan, AB  T8E 2H7",1
576477 Alberta Ltd. o/a Beddington Heights Bottle Depot,"20 Country Hills Landing Northwest, Suite 111, Calgary, AB  T3K 5P4",1
5782687 Manitoba Ltd o/a Domino's Pizza,"1514 Lakewood Road Northwest, Edmonton, AB  T6K 3J4",2
5782695 Manitoba Ltd o/a Domino's Pizza,"13722 113A Street Northwest, Edmonton, AB  T5X 4H7",2
5782709 Manitoba Ltd. o/a Domino's Pizza,"11645 Jasper Avenue, Edmonton, AB  T5K 0M9",2
580511 Alberta Ltd. o/a Santo's Restaurant & Lounge,"10821 95th Street Northwest, Edmonton, AB  T5H 2E2",3
581257 Alberta Ltd o/a Crown Liquor Store,"7617 Argyll Road, Edmonton, AB  T6C 4A7",1
585606 Alberta Ltd o/a Subway Restaurant,"4803 50th Avenue, Box 6069, Bonnyville, AB  T9N 2G7",2
589467 Alberta Ltd. o/a Subway,"1016 75th Street, Edmonton, AB  T6K 2S3",1
589802 Alberta Ltd o/a Sylvan Lake DQ Grill & Chill,"4605 50th Avenue, Sylvan Lake, AB  T4S 1C2",2
5904660 Alberta Ltd o/a Skylark Stucco,"82 Martha's Meadow Close Northeast, Calgary, AB  T3J 4Z2",5
591925 Alberta Ltd. o/a Japan Camera,"2525 36th Street Northeast, Calgary, AB  T1Y 5T4",1
592467 Alberta Ltd.o/a Escada Hair International,"2331 66th Street, Suite 337, Edmonton, AB  T6K 4B4",2
596603 Alberta Ltd. o/a Humptys Family Restaurant,"10233 Elbow Drive Southwest, Suite 250, Calgary, AB  T2W 1E8",2
6005942 Manitoba Ltd o/a Dominos Leduc,"5401 Discovery Way, Suite 105, Leduc, AB  T9E 8N4",3
601079 Alberta Ltd o/a Tropika Malaysian Cuisine,"6004 104th Street, Edmonton, AB  T6H 2K3",2
6024734 Manitoba Ltd o/a Dominos Pizza,"6550 48th Avenue, Camrose, AB  T4V 3A3",1
603711 Alberta Ltd o/a New Dynasty Restaurant,"150 Crowfoot Crescent Northwest, Suite 201, Calgary, AB  T3G 3T2",1
605372 Alberta Ltd o/a Hi Liquor Store,"1205 Mayor Magrath Drive South, Lethbridge, AB  T1K 2R1",1
608220 Alberta Ltd o/a Panago Pizza,"390 Baseline Road, Suite 230, Sherwood Park, AB  T8H 1X1",1
612645 Alberta Ltd o/a CTC Golf and Turf,"10532 178th Street, Suite 201, Edmonton, AB  T5S 2J1",3
614021 Alberta Ltd o/a New York Fries,"15932 88th Street, Edmonton, AB  T5Z 3B7",2
615187 Alberta Ltd. o/a Chateau Motel,"1414 Calgary Trail Southwest, Edmonton, AB  T6W 1A1",1
615877 Alberta Ltd o/a Fort Macleod Family Foods,"Box 1630, Fort Macleod, AB  T0L 0Z0",1
617882 Alberta Ltd O/A Hing Lung BBQ House,"9715 106th Avenue, Edmonton, AB  T5H 4K8",1
623595 Alberta Ltd o/a Bow Bulgogi House,"3515A 17th Avenue Southwest, Calgary, AB  T3E 0B6",2
624668 Alberta Ltd o/a Cold Lake Esso & Car Wash,"5426 55th Street, Cold Lake, AB  T9M 1R5",2
627656 Alberta Inc. o/a Sbarro The Italian Eatery,"1001 13th Avenue Southwest, Suite 860, Calgary, AB  T2R 0L5",2
627748 Alberta Ltd.o/a Nomiya,"11320 18th Avenue, Edmonton, AB  T6J 4T9",1
628851 Alberta Ltd. o/a Thai Express - Bower Place,"4900 Molly Bannister Drive, Bower Shopping Center, Suite 208, Red Deer, AB  T4R 1N9",1
634904 Alberta Ltd o/a Beverly Laundry,"11702 34th Street, Edmonton, AB  T5W 1Z1",1
639299 Alberta Ltd o/a Bistro India,"12125 Jasper Avenue, Edmonton, AB  T5N 3Y9",2
639890 Alberta Ltd o/a Seoul Country Restaurant,"PO Box 1056, Banff, AB  T1L 1B1",1
640738 Alberta Ltd o/a Blackfalds Motor Inn & Japanese Restaurant,"PO Box 387, Blackfalds, AB  T0M 0J0",1
640988 Alberta Ltd o/a Aspen Motor Inn & DV Food Store,"4320 50th Street, Drayton Valley, AB  T7A 1M4",1
641135 Alberta Ltd o/a KFC,"18835 111th Avenue Northwest, Edmonton, AB  T5S 2X4",2
644507 Alberta Ltd o/a Vegreville Dairy Queen,"4790 50th Avenue, Vegreville, AB  T9C 1K9",1
645373 Alberta Ltd o/a B & M Home Hardware Building and Garden Center,"6307 46th Street, Olds, AB  T4H 1L7",3
650273 Alberta Ltd o/a Centex Petroleum,"1717 10th Street Northwest, Suite 203, Calgary, AB  T2M 4S2",4
650785 Alberta Ltd o/a Dairy Queen,"4415 56th Street, Wetaskiwin, AB  T9A 1V4",1
652391 Alberta Ltd. o/a Basile's 2 for 1 Pizza and Pasta,"Bay 105, 4707 49th Avenue, Stony Plain, AB  T7Z 2L6",1
653459 Alberta Limited o/a OPA Souvlaki Restaurant,"501 1st Avenue South, Suite M01, Lethbridge, AB  T1J 4L9",4
656634 Alberta Ltd o/a B & D Industrial Services,"4619 53rd Avenue, St. Paul, AB  T0A 3A2",3
6581510 Canada Inc.,"2435 35th Avenue, Edmonton, AB  T6T 1V9",3
658471 Alberta Limited o/a Sandstone Subway Restaurant,"66 Sandarac Drive Northwest, Suite 204, Calgary, AB  T3K 4L2",1
662642 Alberta Ltd o/a Best Western Cold Lake Inn,"PO Box 245, Cold Lake, AB  T9M 1P1",7
663107 Alberta Ltd o/a Chelsea's Pub,"Box 790, Bon Accord, AB  T0A 0K0",2
664047 Alberta Ltd o/a Flavors,"9608 Franklin Avenue, Suite 202, Fort McMurray, AB  T9H 2J9",1
666983 Alberta Ltd o/a Home Depot Subway,"16 Mahogany Rise Southeast, Calgary, AB  T3M 0X3",1
668977 Alberta Inc o/a Boston Pizza,"235 Shawville Boulevard Southeast, Calgary, AB  T2Y 3H9",5
6704719 Canada Inc dba McDonald's Restaurant,"81 Westmount Road, Okotoks, AB  T1S 2J4",17
675691 Alberta Ltd o/a Petro Canada,"100 Crowfoot Way Northwest, Calgary, AB  T3G 4C8",2
677234 Alberta Ltd o/a Husky Tags,"Box 4, Rycroft, AB  T0H 3A0",1
677235 Alberta Ltd. o/a Days Inn,"PO Box 2047, High Level, AB  T0H 1Z0",1
677659 Alberta Ltd o/a Honey Mill,"58065 530th Avenue, Box 5504, High River, AB  T1V 1M6",6
679814 Alberta Limited o/a Bing's Family Restaurant,"21 Westway Road, Spruce Grove, AB  T7X 3X3",2
681454 Alberta Ltd. o/a Burger Baron,"PO Box 39, Wabasca, AB  T0G 2K0",1
683060 Alberta Ltd o/a Cookies By George,"10536 108th Street, Edmonton, AB  T5H 2Z9",3
688367 Alberta Ltd o/a Beaumont Bottle Depot,"282 Magrath Boulevard Northwest, Edmonton, AB  T6R 0H2",1
690465 Alberta Ltd o/a M & P Trucking,"52327 Range Road 233, Suite 104, Sherwood Park, AB  T8B 1C6",4
690900 Alberta Ltd o/a Multi Culture Travel,"9356 34th Avenue Northwest, Edmonton, AB  T6E 5X8",2
691049 Alberta Ltd o/a Holiday Inn Express Lethbridge,"120 Stanfford Drive South, Lethbridge, AB  T1J 4W4",3
694829 AB Ltd o/a Liquor Stop,"Box 248, Lac La Biche, AB  T0A 2C0",1
697625 Alberta Ltd o/a Countryside Landscapes and Garden Centre,"Box 194, De Winton, AB  T0L 0X0",16
697665 Alberta Inc o/a Ricky's All Day Grill,"9917 170th Street, Edmonton, AB  T5P 4S2",3
697770 Alberta Inc o/a Sbarro the Italian Eatery,"1001 13th Avenue Southwest, Suite 860, Calgary, AB  T2R 0L5",1
6th Sense Investment Corp o/a Shop Rite Liquor,"11447 124th Street, Edmonton, AB  T6M 0K4",2
7 Day Liquor Ltd.,"4503 26th Avenue Southeast, Unit 3, Calgary, AB  T2B 2K4",1
7 Seas Seafood & Grill Restaurant Ltd.,"7521 Macleod Trail Southwest, Calgary, AB  T2H 0L8",3
701059 Alberta Ltd o/a Subway Sandwiches,"85 Bowridge Drive Northwest, Calgary, AB  T3B 3R6",1
705370 Alberta Ltd,"Box 542 263145, Keoma, AB  T0M 1G0",6
706386 Alberta Ltd o/a Taco Time (Londonderry),"137th Avenue & 66th Street, Londonderry Mall, Unit 80, Edmonton, AB  T5C 3C8",3
707711 Alberta Ltd o/a Boston Pizza,"10456 Southport Road Southwest, Calgary, AB  T2W 3M5",4
707855 Alberta Ltd o/a Sorrentino's Downtown,"10665 109th Street, Edmonton, AB  T5H 3B5",3
709000 Alberta Ltd o/a A&W Airport,"2000 Airport Road Northeast, Suite 330, Calgary, AB  T2E 6W5",1
711136 Alberta Ltd o/a City Truck Stop Car & Truck Wash,"11959 167th Street, Edmonton, AB  T5V 1P1",1
7129742 Canada Inc o/a Mac's Convenience Store/Petro Canada,"6801 Pinnacle Street, Grande Prairie, AB  T8V 6V3",2
7161255 Canada Inc o/a King Athletiques,"2730 39th Avenue Northeast, Unit 134, Calgary, AB  T1Y 7H6",2
716945 Alberta Ltd o/a Wing Hing Lung,"11321 95th Street, Edmonton, AB  T5G 1L2",1
722409 Alberta Ltd. o/a Niton Subway,"Box 1, Niton Junction, AB  T0E 1S0",1
723469 Alberta Ltd o/a Top Grade Machining Ltd,"PO Box 1949, Brooks, AB  T1R 1C6",1
723777 Alberta Ltd o/a  A&W McKnight,"422 McKnight Boulevard Northeast, Calgary, AB  T2K 6A6",1
730280 Alberta Ltd o/a A&W,"511 Northland Drive Northwest, Suite 110, Calgary, AB  T2L 2J8",2
730280 Alberta Ltd o/a A&W,"5120 Shaganappi Trail Northwest, Calgary, AB  T3A 2L7",2
732920 Alberta Ltd o/a Burger Baron,"5016 48th Avenue, Box 870, Tofield, AB  T0B 4J0",1
7330600 Canada Inc. o/a Jimmy the Greek,"520 3rd Avenue Southwest, Suite 270, Calgary, AB  T2P 0R3",2
735430 Alberta Ltd o/a S.J. Trucking,"4112 30th Street, Edmonton, AB  T6T 1K5",1
735608 Alberta Ltd o/a Holiday Inn Express Hotel & Suites Edmonton South,"2440 Calgary Trail, Edmonton, AB  T6J 5J6",2
736237 Alberta Ltd o/a Gondolas Steak & Pizza,"5031 50th Street, Box 119, Lamont, AB  T0B 2R0",1
738786 Alberta Ltd o/a Aurora Motel,"15145 111th Avenue Northwest, Suite 101, Edmonton, AB  T5M 2R1",1
738918 Alberta Ltd. o/a Hawkwood Palace Restaurant Ltd.,"555 Hawkwood Boulevard Northwest, Suite 63, Calgary, AB  T3G 3K2",1
743366 Alberta Ltd. o/a Tim Hortons,"1315 2nd Street West, Brooks, AB  T1R 1P7",5
744498 Alberta Ltd o/a Petro Canada / A & W,"16435 97th Street, Edmonton, AB  T5X 6A5",2
7521685 Canada Ltd o/a Pablaws Tax Services,"9613 41st Avenue, Suite 203, Edmonton, AB  T6E 5X7",1
755968 Alberta Ltd. o/a Capital Truck Body & Equipment,"21452 Township Road 524, Ardrossan, AB  T8E 2J3",3
763966 Alberta Ltd o/a Petro Canada,"Petro Canada, Box 99, Lake Louise, AB  T0L 1E0",1
765464 Alberta Ltd o/a Panago Pizza,"5005 51st Avenue, Leduc, AB  T9E 8C1",2
767430 Alberta Ltd o/a Mr. Detail,"15120 Bannister Road Southeast, Calgary, AB  T2X 1Z5",1
767647 Alberta Ltd o/a Victory Tile,"1039 Parkwood Way, Calgary, AB  T2J 3V5",1
768865 Alberta Ltd o/a A&W Beddington,"422 McKnight Boulevard Northeast, Calgary, AB  T2K 6A6",2
770677 Alberta Ltd o/a Rickys All Day Grill,"500 Country Hills Boulevard Northeast, Suite 620, Calgary, AB  T3K 4Y7",1
771092 Alberta Ltd o/a Macs Convenience Store,"3151 34B Avenue Northwest, Edmonton, AB  T6T 1T6",1
776826 Alberta Ltd. o/a Castrol Raceway,"7003 Girard Road, Edmonton, AB  T6B 2C4",1
776959 Alberta Ltd o/a Spice Centre,"9280 34th Avenue, Edmonton, AB  T6E 5P2",1
7774 Holdings Ltd o/a Centex,"2105 52nd Street Southeast, Calgary, AB  T2B 2N3",1
7774 Holdings Ltd o/a Subway,"2105 52nd Street Southeast, Calgary, AB  T2B 2N3",1
781978 Alberta Ltd. o/a Ricky's All Day Grill,"6262 Macleod Trail Southwest, Calgary, AB  T2H 0K6",2
782902 Alberta Ltd o/a 24 and 7/ Pioneer Pizza,"117 Lakeway Boulevard, Suite 1, Sylvan Lake, AB  T4S 0H2",2
782902 Alberta Ltd o/a Mac's Convenience Store,"117 Lakeway Boulevard, Sylvan Lake, AB  T4S 0H2",1
782902 Alberta Ltd o/a Pioneer Pizza,"117 Lakeway Boulevard, Sylvan Lake, AB  T4S 0H2",1
782952 Alberta Inc o/a Swiss Chalet,"13720 50th Street Northwest, Edmonton, AB  T5A 5J6",1
785037 Alberta Inc. o/a Sbarro The Italian Eatery,"1001 13th Avenue Southwest, Suite 860, Calgary, AB  T2R 0L5",1
786 Carstairs Gas Bar Inc O/A Fas Gas Carstairs,"802 East Centre Street, Calgary, AB  T0M 0N0",1
788499 Alberta Ltd o/a Farah Taco Time Phase III,"306 Dechene Road, Edmonton, AB  T6M 1W2",1
790176 Alberta Ltd. o/a Okotoks Hiho Esso,"PO Box 1228, Okotoks, AB  T1S 1B2",1
790292 Alberta Ltd. o/a Hunter's Corner A & W,"26230 Township Road 531A, Suite 102, Acheson, AB  T7X 5A4",1
792773 Alberta Ltd o/a HP Woodwork,"1030 34th Avenue Southeast, Calgary, AB  T2G 1V4",2
793085 Alberta Ltd.o/a 49th Street Grill,"4901 49th Street, Athabasca, AB  T9S 1C5",1
794916 Alberta Ltd. o/a Jeet Auto Sales,"7303 82nd Avenue, Edmonton, AB  T6B 0G3",2
797589 Alberta Ltd. o/a Subway,"6921 172nd Street Northwest, Edmonton, AB  T5T 5Y1",1
7-Eleven Canada Inc o/a 7-Eleven,"c/o Yewande Aturamu, 615 Shawcliffe Gate, Southwest, Calgary, AB  T2Y 1W1",14
801962 Alberta Ltd o/a Fargos on Capilano,"PO Box 38090, RPO Capilano, Edmonton, AB  T6A 3Y6",4
802467 Alberta Ltd o/a Terra Losa Dry Cleaners,"9732 170th Street, Edmonton, AB  T5T 5L5",1
804130 Alberta Ltd o/a Petro Canada,"70 Freeport Boulevard Northeast, Calgary, AB  T3J 5J9",1
804521 Alberta Ltd o/a Gateway Mohawk,"10970 100th Avenue, Grande Prairie, AB  T8V 7G5",2
806723 Alberta Ltd o/a Petro Canada Neighbors,"1920 4th Street Southwest, Calgary, AB  T2S 1W3",2
807129 Alberta Ltd o/a Creekside Subway,"11988 Symons Valley Road, Suite 114, Calgary, AB  T3P 0A3",1
807129 Alberta Ltd o/a Hunterhorn Subway,"22 Hampstead Road Northwest, Calgary, AB  T3A 6E9",1
807416 Alberta Ltd o/a Almac Motor Inn,"PO Box 536, Lac La Biche, AB  T0A 2C0",1
809782 Alberta Ltd. o/a Kinuso Family Foods,"225 Centre Street, PO Box 390, Kinuso, AB  T0G 1K0",1
811018 Alberta Ltd o/a Dairy Queen,"5005 Dalhousie Drive Northwest, Suite 313, Calgary, AB  T3A 5R8",2
812252 Alberta Ltd o/a Salisbury Landscaping,"52337 Range Road 232, PO Box 3093, Sherwood Park, AB  T8H 2T1",10
817623 Alberta Ltd o/a The Saucy Bread Company,"6455 Macleod Trail, Suite 224A, Calgary, AB  T2H 0K9",1
820035 Alberta Ltd o/a Simple Simon Pies,"4112 16A Street Southeast, Suite 3, Calgary, AB  T2G 3T8",5
820337 Alberta Limited o/a Salt & Pepper Mexican Restaurant,"1413 9th Avenue Southeast, Calgary, AB  T2G 0T4",1
821778 Alberta Ltd.o/a Eden Landscaping,"25112 Township Road 542A, Suite 25, Sturgeon County, AB  T8T 0B2",1
823526 Alberta Ltd o/a Canadian Motor Inn,"10901 100th Avenue, Grande Prairie, AB  T8V 3J9",1
827520 Alberta Ltd o/a Second Cup,"SAIT-Aldred Centre CA, 1301 16th Avenue Northwest, Suite 107, Calgary, AB  T2M 0L4",1
829999 Alberta Ltd o/a Good Buddy Express (Edmonton City Centre),"9499 137th Avenue, Suite 1018, Edmonton, AB  T5E 5R8",1
836663 Alberta Ltd. o/a Rosewood Villa,"120 Garrison Drive, Box 87, Fort Macleod, AB  T0L 0Z0",1
840600 Alberta Ltd. o/a Ginseng Restaurant,"9261 34th Avenue Northwest, Suite 7, Edmonton, AB  T6E 5T5",4
841973 Alberta Ltd. o/a Subway,"59 Edgeridge Park Northwest, Calgary, AB  T3A 6A9",6
846840 Alberta Ltd. o/a Petro Canada,"174 St. Albert Road, St. Albert, AB  T8N 0P7",1
848525 Alberta Ltd o/a Can Ton Construction,"11018 176A Avenue, Edmonton, AB  T5X 6H4",2
