Province/Territory,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Approuvés 
Alberta,  Talent mondial,Smart Energy Water Inc.,"Calgary, AB T2P 3Y7",2171-Analystes et consultants en informatique,1
Alberta,  Talent mondial,Superior Safety Codes Inc.,"Edmonton, AB T5L 4S9",2175-Concepteurs et développeurs Web,1
Alberta,  Talent mondial,Yastremski Associates Inc.,"Calgary, AB T2B 0L1",2172-Analystes de bases de données et administrateurs de données,1
Alberta,  Talent mondial,Yastremski Associates Inc.,"Calgary, AB T2B 0L1",2174-Programmeurs et développeurs en médias interactifs,1
Colombie-Britannique,     Haut salaire, 1069095 BC LTD,"Courtenay, BC V9N 7R6",6322-Cuisiniers,2
Colombie-Britannique,     Haut salaire, 1151654 BC LTD,"NANAIMO, BC V9S 4K3",6322-Cuisiniers,2
Colombie-Britannique,     Haut salaire,0348706 bc  ltd,"surrey, BC V3T 4X8","1123-Professionnels en publicité, en marketing et en relations publiques",1
Colombie-Britannique,     Haut salaire,0402 Holding Ltd.,"KAMLOOPS, BC V1S 1P4",0632-Directeurs des services d'hébergement,1
Colombie-Britannique,     Haut salaire,0640548 B.C. LTD.,"Burnaby, BC V3N 1B9","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Colombie-Britannique,     Haut salaire,0708278 B.C. LTD.,"Surrey, BC V3R 3P4",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,0708278 B.C. LTD.,"Surrey, BC V3R 3P4",6322-Cuisiniers,1
Colombie-Britannique,     Haut salaire,0731534 BC Ltd.,"Surrey, BC V3R 3P6",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,0731534 BC Ltd.,"Surrey, BC V3R 3P6","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Colombie-Britannique,     Haut salaire,0740457 BC LTD SUPER 8 MOTEL,"Kamloops, BC V2C 4A9",0632-Directeurs des services d'hébergement,1
Colombie-Britannique,     Haut salaire,0803327 B.C. LTD. PATNA SWEETS AND CHAT,"Abbotsford, BC V2T 3S5",6322-Cuisiniers,1
Colombie-Britannique,     Haut salaire,0819749 B.C. LTD,"Pemberton, BC V0N 2L0","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Colombie-Britannique,     Haut salaire,0822759 BC LTD,"UCLUELET, BC V0R 3A0",0911-Directeurs de la fabrication,1
Colombie-Britannique,     Haut salaire,0846689 BC Ltd,"Chilliwack, BC V2R 0E6",0731-Directeurs des transports,1
Colombie-Britannique,     Haut salaire,0847939 B.C Ltd.,"Vancouver, BC V6A 1N4",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,0864685 BC LTD,"Burnaby, BC V5E 2V1",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,0869349 BC Ltd.,"Surrey, BC V3W 4E6",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,     Haut salaire,0872694 BC Ltd.,"Surrey, BC V3W 3B2",0911-Directeurs de la fabrication,1
Colombie-Britannique,     Haut salaire,0872694 BC Ltd.,"Surrey, BC V3W 3B2",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,0890551 B.C. LTD,"Surrey, BC V4N 4J7","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",2
Colombie-Britannique,     Haut salaire,0897917 BC Ltd.,"Richmond, BC V7A 3W7",7305-Surveillants du transport routier et du transport en commun,1
Colombie-Britannique,     Haut salaire,0897917 BC Ltd.,"Richmond, BC V7A 3W7",7511-Conducteurs de camions de transport,5
Colombie-Britannique,     Haut salaire,0903446 BC Ltd. DBA Bon Voyage Esso,"Prince George, BC V2N 5N7",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,0921675 BC LTD,"MAPLE RIDGE, BC V2X 2V6",1243-Adjoints administratifs médicaux,1
Colombie-Britannique,     Haut salaire,0924203 BC LTD.,"SURREY, BC V3S 0Z4",7611-Aides de soutien des métiers et manoeuvres en construction,6
Colombie-Britannique,     Haut salaire,0948464 BC LTD.,"Langley, BC V3A 4E4",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,0948541 B.C. Ltd.,"Abbotsford, BC V2T 6V2",7511-Conducteurs de camions de transport,6
Colombie-Britannique,     Haut salaire,0955351 BC Ltd.,"Surrey, BC V3S 6K7",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,0956338 B.C. Ltd,"surrey, BC V3X 1A6",5252-Entraîneurs,1
Colombie-Britannique,     Haut salaire,0966447 B.C. Ltd,"Revelstoke, BC V0E 2S0",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,0966876 B.C. Ltd.,"Queen Charlotte, BC V0T 1S0",6322-Cuisiniers,1
Colombie-Britannique,     Haut salaire,0975697 BC Ltd,"Kelowna, BC V1Y 2E4","3214-Inhalothérapeutes, perfusionnistes cardiovasculaires et technologues cardiopulmonaires",2
Colombie-Britannique,     Haut salaire,0979942 BC LTD,"Richmond, BC V6X 3E7",7271-Charpentiers-menuisiers,4
Colombie-Britannique,     Haut salaire,0988393 B.C. Ltd,"Langley, BC V2Z 0A3","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
Colombie-Britannique,     Haut salaire,0990135 B.C. LTD.,"Surrey, BC V3S 8S1",7271-Charpentiers-menuisiers,2
Colombie-Britannique,     Haut salaire,10 Accounting Corporation,"Richmond, BC V6V 2H7",1111-Vérificateurs et comptables,1
Colombie-Britannique,     Haut salaire,1003454 BC Ltd. (D Sign Hub),"Surrey, BC V3X 3A6",7303-Surveillants de l'imprimerie et du personnel assimilé,1
Colombie-Britannique,     Haut salaire,1003454 BC Ltd. (D Sign Hub),"Surrey, BC V3X 3A6",7381-Opérateurs de presses à imprimer,1
Colombie-Britannique,     Haut salaire,101107381 Enterprise Ltd.,"Surrey, BC V3T 2W5",6322-Cuisiniers,1
Colombie-Britannique,     Haut salaire,1016277 BC LTD,"surrey, BC V3W 0E2",7271-Charpentiers-menuisiers,1
Colombie-Britannique,     Haut salaire,1058489 BC LTD.,"Vancouver, BC V6B 5C6",0631-Directeurs de la restauration et des services alimentaires,2
Colombie-Britannique,     Haut salaire,1061563 BC Ltd,"Vancouver, BC V6A 2E5",0113-Directeurs des achats,1
Colombie-Britannique,     Haut salaire,1062747 BC Ltd,"Nanaimo, BC V9T 6S7",6315-Surveillants des services de nettoyage,2
Colombie-Britannique,     Haut salaire,1065686 BC LTD,"Langley, BC V1M 3C2",7292-Vitriers,1
Colombie-Britannique,     Haut salaire,1067465 B.C. LTD.,"UCLUELET, BC V0R 3A0",0632-Directeurs des services d'hébergement,1
Colombie-Britannique,     Haut salaire,1069211 B.C. LTD.,"Victoria, BC V9A 3L4",3213-Technologues en santé animale et techniciens vétérinaires,1
Colombie-Britannique,     Haut salaire,1071196 B.C. Ltd.,"Richmond, BC V6X 4B4",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,1075478 B.C. LTD.,"Victoria, BC V8W 2E6",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,1077559 BC LTD,"Rosedale, BC V0X 1X0",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,1091072 BC Ltd,"100 Mile House, BC V0K 2E0",0632-Directeurs des services d'hébergement,1
Colombie-Britannique,     Haut salaire,1092541 B.C. LTD.,"Coquitlam, BC V3J 7R4",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,1093532 BC LTD,"100 Mile House, BC V0K 2Z0",1224-Agents de gestion immobilière,1
Colombie-Britannique,     Haut salaire,1094400 BC Ltd,"Tsawwassen, BC V4M 0B3",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,1103710 BC Ltd dba Wok Inn,"Kelowna, BC V1X 2A1",6322-Cuisiniers,1
Colombie-Britannique,     Haut salaire,1108709 BC Ltd,"Penticton, BC V2A 1J7",6322-Cuisiniers,1
Colombie-Britannique,     Haut salaire,1110404 B. C. Ltd.,"Vancouver, BC V5Y 1R2",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,1119390 BC Ltd.,"Abbotsford, BC V2S 2B9",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,1130020 B.C. LTD,"Penticton, BC V2A 6J7",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,1130020 B.C. LTD,"Penticton, BC V2A 6J7",1221-Agents d'administration,1
Colombie-Britannique,     Haut salaire,1138412 B.C. LTD.,"North Vancouver, BC V7K 2H7",7271-Charpentiers-menuisiers,1
Colombie-Britannique,     Haut salaire,1141830 BC Ltd,"PARKSVILLE, BC V9P  1T",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,1145483 BC LTD.,"Langley, BC V2Y 0L3",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,1155320 BC Ltd,"100 Mile House, BC V0K 2E0",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,1157367 BC Ltd,"Richmond, BC V7E 1T7","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Colombie-Britannique,     Haut salaire,1160651 B.C. LTD.,"Fernie, BC V0B 1M0",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,1161683 B.C. LTD. SUTTON GROUP -METROLAND REALT,"Burnaby, BC V5A 4Y6","1123-Professionnels en publicité, en marketing et en relations publiques",1
Colombie-Britannique,     Haut salaire,1171529 BC ltd.,"Mission, BC V2V 6G8",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,1171529 BC ltd.,"Mission, BC V2V 6G8",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,     Haut salaire,1172454 BC Ltd.,"Abbotsford, BC V3G 0C1",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,     Haut salaire,1172806 BC Ltd,"Vancouver, BC V5Y 3A3",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,1172806 BC Ltd,"Vancouver, BC V5Y 3A3",6322-Cuisiniers,1
Colombie-Britannique,     Haut salaire,1176121 BC Ltd,"Victoria, BC V9B 0X1",0631-Directeurs de la restauration et des services alimentaires,2
Colombie-Britannique,     Haut salaire,1178108 B.C. LTD,"SURREY, BC V4N 0X8",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,1182326 B.C. LTD.,"Surrey, BC V3W 1R1",2281-Techniciens de réseau informatique,1
Colombie-Britannique,     Haut salaire,1188338 BC Ltd,"North Vancouver, BC V7L 2G8",0711-Directeurs de la construction,1
Colombie-Britannique,     Haut salaire,1190219 B.C. Ltd,"Surrey, BC V3T 4C2","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
Colombie-Britannique,     Haut salaire,1192492 BC Ltd dba La Ruota Pizzeria,"Coquitlam, BC V3B 0C6",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,1196185 B.C LTD.,"VERNON, BC V1T 4Y4",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,1198063 B.C. Ltd.,"Vancouver, BC V6A 1V6",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,     Haut salaire,1199405 BC Ltd,"North Vancouver, BC V7P 1B7",2225-Techniciens et spécialistes de l'aménagement paysager et de l'horticulture,1
Colombie-Britannique,     Haut salaire,1200334 BC Ltd.,"west vancouver, BC V7T 1B9","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",1
Colombie-Britannique,     Haut salaire,1204077 BC LTD,"BURNS LAKE, BC V0J 1E0",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,     Haut salaire,121 Plumbing Solutions Ltd,"Surrey, BC V3X 0H3",7251-Plombiers,1
Colombie-Britannique,     Haut salaire,121 Plumbing Solutions Ltd,"Surrey, BC V3X 0H3",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,     Haut salaire,1216509 BC Ltd,"Richmond, BC V6X 3P7","1123-Professionnels en publicité, en marketing et en relations publiques",1
Colombie-Britannique,     Haut salaire,1229396 B.C. LTD.,"Surrey, BC V3W 2N8",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,1231285 BC Ltd,"Surrey, BC V3V  4C","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Colombie-Britannique,     Haut salaire,1232930 B.C. Ltd. o/a Pelican Rouge Cafe,"Burnaby, BC V5H 4J5",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,1234403 BC Ltd.,"Surrey, BC V3W 1A4","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Colombie-Britannique,     Haut salaire,1236070 BC Ltd. o/a Coco's Closet,"Vancouver, BC V6K 1N7","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Colombie-Britannique,     Haut salaire,1239832 BC Ltd.,"North Vancouver, BC V7M 2H9",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,1240948 BC Ltd,"Surrey, BC V7C  1C",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,1245130 BC Ltd.,"Surrey, BC V3W 4G1","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Colombie-Britannique,     Haut salaire,18 Wheels Logistics Ltd,"Burnaby, BC V3N 2M5","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Colombie-Britannique,     Haut salaire,21 Century Trading Inc.,"Delta, BC V4G 0A2","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",1
Colombie-Britannique,     Haut salaire,24/7 ALL KIND CONSTRUCTION LTD.,"SURREY, BC V3W 6Y6",7271-Charpentiers-menuisiers,4
Colombie-Britannique,     Haut salaire,2Byfour Concrete Ltd.,"Langley, BC V3A 2V2",7271-Charpentiers-menuisiers,5
Colombie-Britannique,     Haut salaire,4S Scaffolding Ltd.,"Burnaby, BC V5C 5M8",7236-Monteurs de charpentes métalliques,1
Colombie-Britannique,     Haut salaire,518798 BC Ltd,"SURREY, BC V3W 3N5",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,526898 B.C. Ltd,"Dawson Creek, BC V1G 3R1",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,538439 BC Ltd.,"Richmond, BC V6X 2R2",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
Colombie-Britannique,     Haut salaire,593174 B C LTD,"Surrey, BC V3W 3N2",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,     Haut salaire,598657 BC Ltd,"Langley, BC V3A 5E8",0731-Directeurs des transports,1
Colombie-Britannique,     Haut salaire,598657 BC Ltd,"Langley, BC V3A 5E8",0911-Directeurs de la fabrication,1
Colombie-Britannique,     Haut salaire,604 Wine Club Ltd.,"Richmond, BC V6X 1V7",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,612539 BC. Ltd.,"Fort St. John, BC V1J 5L6",0632-Directeurs des services d'hébergement,1
Colombie-Britannique,     Haut salaire,6125972 Canada Inc.,"Vancouver, BC V5Y 1L8",5241-Designers graphiques et illustrateurs,1
Colombie-Britannique,     Haut salaire,617436 BC LTD.,"Richmond, BC V7B 1K3",7511-Conducteurs de camions de transport,6
Colombie-Britannique,     Haut salaire,64 Zenith Development Ltd,"Surrey, BC V3R 3P2",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,655624 B.C. Ltd,"Mission, BC V4S 1A7",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,681000 BC Ltd,"LANGLEY, BC V1M 2C9",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,     Haut salaire,7 Direct Furniture Ltd.,"SURREY, BC V3W 2V7","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
Colombie-Britannique,     Haut salaire,7 Star Railing & Gates Ltd.,"Surrey, BC V3W 3E8",1221-Agents d'administration,1
Colombie-Britannique,     Haut salaire,7 STAR SECURITY SERVICES INC,"SURREY, BC V3W 1P3",1221-Agents d'administration,1
Colombie-Britannique,     Haut salaire,7 Star Welding And Fabrication Ltd.,"Surrey, BC V3W 7W8",7237-Soudeurs et opérateurs de machines à souder et à braser,1
Colombie-Britannique,     Haut salaire,777 Construction Ltd.,"Surrey, BC V3W 0X4","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
Colombie-Britannique,     Haut salaire,777 Construction Ltd.,"Surrey, BC V3W 0X4",7611-Aides de soutien des métiers et manoeuvres en construction,5
Colombie-Britannique,     Haut salaire,A  J Framing Ltd,"SURREY, BC V3V 7A5",7271-Charpentiers-menuisiers,1
Colombie-Britannique,     Haut salaire,A & A EXCAVATING LTD.,"BURNABY, BC V5G 3X3",7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd,1
Colombie-Britannique,     Haut salaire,A & A HOLZ INC,"Burnaby, BC V5A 3G1",0113-Directeurs des achats,1
Colombie-Britannique,     Haut salaire,A & B Holdings Inc.,"Surrey, BC V3W 2V3","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",3
Colombie-Britannique,     Haut salaire,A & I Enterprises Ltd.,"Surrey, BC V3S 3E8",7271-Charpentiers-menuisiers,1
Colombie-Britannique,     Haut salaire,A CLASS CONSTRUCTION & DRYWALL LTD,"SURREY, BC V3S 9K5",7271-Charpentiers-menuisiers,1
Colombie-Britannique,     Haut salaire,A Line Projects Ltd.,"Whistler, BC V0N 1B9",7271-Charpentiers-menuisiers,1
Colombie-Britannique,     Haut salaire,A M Financial D Ltd.,"Surrey, BC V3S 2K3",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,A.A. BESTPRO GARDEN SERVICES LTD,"NORTH VANCOUVER, BC V7N 3A8","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
Colombie-Britannique,     Haut salaire,A1 College Ltd.,"N. Vancouver, BC V7L 2P7",1221-Agents d'administration,1
Colombie-Britannique,     Haut salaire,A1 Kitchen Cabinets Ltd.,"Surrey, BC V3W 0R6",9224-Surveillants dans la fabrication de meubles et d'accessoires,1
Colombie-Britannique,     Haut salaire,Aarvi Transport Ltd.,"Surrey, BC V3W 1R1",7511-Conducteurs de camions de transport,4
Colombie-Britannique,     Haut salaire,ACE POINT MARKETING INC,"Surrey, BC V3X 1G1",1221-Agents d'administration,1
Colombie-Britannique,     Haut salaire,Acme Glass Ltd,"Surrey, BC V3W 0A6","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Colombie-Britannique,     Haut salaire,Active Doors & Moulding Ltd.,"Surrey, BC V3W 4N8",1241-Adjoints administratifs,1
