Province/Territoire,Volet du programme,Employeur,Adresse,Profession ,Postes Approuvés 
Ontario,  Agriculture primaire,JM Sroka Inc.,"Burford, N0E1A0",8431-Ouvriers agricoles,8
Ontario,  Agriculture primaire,JN Farming Inc.,"Vanessa, N0E1V0",8431-Ouvriers agricoles,17
Ontario,  Agriculture primaire,Joel Debrabandere Ltd,"Aylmer, N5H2R4",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,John Marques & Sons Ltd,"Bradford, L3Z2B8",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Jon-Ern Farms Limited,"Blenheim, N0P1A0",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,Jordan James Farms Ltd,"Princeton, N0J1V0",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,Josling Farms Inc.,"Carlisle, L0R1H0",8431-Ouvriers agricoles,17
Ontario,  Agriculture primaire,K and K Greenhouses LTD,"Hamilton, N0B1L0",8432-Ouvriers de pépinières et de serres,1
Ontario,  Agriculture primaire,Kai Wiens Family Farm Ltd.,"Niagara on the Lake, L0S1J0",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,KAPITAL PRODUCE LTD.,"Ruthven, N0P2G0",8432-Ouvriers de pépinières et de serres,19
Ontario,  Agriculture primaire,Karat King Inc,"Newmarket, L3Y4V9",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,Karlo Estates Inc.,"Wellington, K0K3L0",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,KB2 Inc.,"Port Stanley, N5L1J2",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,Keint-he Winery and Vineyards Ltd.,"Wellington, K0K3L0",8431-Ouvriers agricoles,8
Ontario,  Agriculture primaire,Kerr Farms Ltd.,"Chatham, N7M0M5",8431-Ouvriers agricoles,12
Ontario,  Agriculture primaire,Kichler bros inc.,"Simcoe, N3Y4K1",8431-Ouvriers agricoles,14
Ontario,  Agriculture primaire,King Valley Farms Ltd,"Newmarket, L3Y4V9",8431-Ouvriers agricoles,7
Ontario,  Agriculture primaire,Klassen Greenhouse Farms Inc.,"Cottam, N0R1B0",8432-Ouvriers de pépinières et de serres,1
Ontario,  Agriculture primaire,Koch Farms Agri-Sales Inc.,"Earlton, P0J1E0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Kolkman Farms Ltd.,"Monkton, N0K1P0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,Kolkman Farms Ltd.,"Monkton, N0K1P0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Koning Enterprises,"Chatham, N7L3P5",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Koop Flowers Inc.,"Delhi, N4B2W6",8432-Ouvriers de pépinières et de serres,1
Ontario,  Agriculture primaire,Koptik Farms Inc,"Simcoe, N3Y4K1",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,Korag Farms Ltd.,"King, L7B0K5",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,KOTELES FARMS LIMITED,"TILLSONBURG, N4G4G7",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Kralt Greenhouses Ltd.,"Millgrove, L8B1N4",8432-Ouvriers de pépinières et de serres,3
Ontario,  Agriculture primaire,Krystal Apiaries ltd,"Millgrove, L0R1V0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,KTS Ginseng Inc.,"Burford, N0E1A0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Kustermans Berry Farms inc,"Mount Brydges, N0L1W0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,La Gantoise Inc,"Lefaivre, K0B1J0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,LCP Farms Inc,"Mount Brydges, N0L1W0",8431-Ouvriers agricoles,14
Ontario,  Agriculture primaire,Léon Delorme Ltd,"Curran, K0B1C0",8431-Ouvriers agricoles,12
Ontario,  Agriculture primaire,LG Dunlop Farms Ltd,"Dresden, N0P1M0",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,Lighthall Vineyards Inc.,"Milford, K0K2P0",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,Lincoln Mushroom Farm (1975) Inc.,"Stoney Creek, L8J3G5",8611-Manoeuvres à la récolte,19
Ontario,  Agriculture primaire,Lindley's Farm and Market Ltd,"Ancaster, L9G3L1",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Link Greenhouses Inc.,"Bowmanville, L1C3K5",8432-Ouvriers de pépinières et de serres,1
Ontario,  Agriculture primaire,LORNE PARK NURSERIES LTD.,"Colborne, K0K1S0",8432-Ouvriers de pépinières et de serres,2
Ontario,  Agriculture primaire,Lundy Potato Farms LTD.,"Alliston, L9R1V8",8431-Ouvriers agricoles,7
Ontario,  Agriculture primaire,MacSween Farms Ltd.,"Niagara on the Lake, L0S1J0",8431-Ouvriers agricoles,31
Ontario,  Agriculture primaire,MAD Farms Inc,"Blenheim, N0P1A0",8431-Ouvriers agricoles,7
Ontario,  Agriculture primaire,Mae-Mart Farms Ltd.,"Waterford, N0E1Y0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",4
Ontario,  Agriculture primaire,MAN LEE FARM INC,"Beaverton, L0K1A0",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,Manderley Turf Products Inc.,"Ottawa, K2E7S6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",5
Ontario,  Agriculture primaire,Manderley Turf Products Inc.,"Ottawa, K2E7S6",8431-Ouvriers agricoles,30
Ontario,  Agriculture primaire,Maple Greenhouses Ltd.,"Lowbanks, N0A1K0",8432-Ouvriers de pépinières et de serres,1
Ontario,  Agriculture primaire,MARCEL BOURDON LIMITED MARCEL B,"Maxville, K0C1T0",8431-Ouvriers agricoles,7
Ontario,  Agriculture primaire,Mar-John's Nursery Ltd.,"Waterloo, N2J4G8",8432-Ouvriers de pépinières et de serres,7
Ontario,  Agriculture primaire,Marvellane Farms Ltd.,"Russell, K4R1E5",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,Mastronardi Estate Vineyards Inc.,"Kingsville, N9Y2E4",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Maxwell Acres Ltd.,"Meaford, N4L0A7",8431-Ouvriers agricoles,28
Ontario,  Agriculture primaire,McCreary Farms Inc.,"Wallaceburg, N8A4L1",8431-Ouvriers agricoles,14
Ontario,  Agriculture primaire,Medisun Inc.,"Grande Pointe, N0P1S0",8432-Ouvriers de pépinières et de serres,79
Ontario,  Agriculture primaire,Merry Farms Inc.,"Lynden, L0R1T0",8432-Ouvriers de pépinières et de serres,2
Ontario,  Agriculture primaire,Meulemeester Farms Ltd.,"Langton, N0E1G0",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,Meyers Fruit Farms Ltd,"Niagara on the Lake, L0S1J0",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,Meyers Fruit Farms Ltd,"Niagara on the Lake, L0S1J0",8432-Ouvriers de pépinières et de serres,2
Ontario,  Agriculture primaire,Michael Klosler Farms Ltd.,"Windham Centre, N0E2A0",8432-Ouvriers de pépinières et de serres,3
Ontario,  Agriculture primaire,Mid valley Growers Inc.,"Leamington, N8H4H5",8432-Ouvriers de pépinières et de serres,8
Ontario,  Agriculture primaire,Miles Produce Ltd.,"Waterford, N0E1Y0",8431-Ouvriers agricoles,22
Ontario,  Agriculture primaire,Monaghan Mushrooms Ltd.,"Campbellville, L0P1B0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",13
Ontario,  Agriculture primaire,Monaghan Mushrooms Ltd.,"Campbellville, L0P1B0",8611-Manoeuvres à la récolte,81
Ontario,  Agriculture primaire,Monoway Farms Limited,"Brussels, N0G1H0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Mudge Family Farms Ltd.,"Otterville, N0J1R0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,N Sawatzky Farms Inc,"Wheatley, N0P2P0",8432-Ouvriers de pépinières et de serres,7
Ontario,  Agriculture primaire,Nature Fresh Farms Inc.,"Leamington, N8H3V8",8432-Ouvriers de pépinières et de serres,85
Ontario,  Agriculture primaire,NES FARMING INC.,"Norwich, N0J1P0",8431-Ouvriers agricoles,9
Ontario,  Agriculture primaire,Newbrabant Farms Ltd.,"Lancaster, K0C1N0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,NGF Proulx Inc,"Ottawa, K4C1N2",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,NIGHTINGALE FARMS LIMITED,"LaSalette, N0E1H0",8431-Ouvriers agricoles,49
Ontario,  Agriculture primaire,North Canal Produce Inc.,"Bradford, L3Z2A4",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,North Forty Farms Inc.,"Bradford, L3Z2B1",8432-Ouvriers de pépinières et de serres,2
Ontario,  Agriculture primaire,NU FAIR-GREEN SOD FARMS LIMITED,"MARKHAM, L3P3J3","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,NU FAIR-GREEN SOD FARMS LIMITED,"MARKHAM, L3P3J3",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,Obeid Farms 2014 Inc.,"Vanessa, N0E1V0",8431-Ouvriers agricoles,58
Ontario,  Agriculture primaire,Oldwood Farms Inc.,"Hammond, K0A2A0",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,Ontario Pickle Corporation,"Chatham, N7M5J7",8431-Ouvriers agricoles,7
Ontario,  Agriculture primaire,Ontario Plants Propagation Limited,"St. Thomas, N5P3T2","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",15
Ontario,  Agriculture primaire,Orchard Park Growers Ltd.,"St. Catharines, L2R6P9",8432-Ouvriers de pépinières et de serres,4
Ontario,  Agriculture primaire,ORLEANS FRUIT FARM LTEE,"Orleans, K1C7K9",8431-Ouvriers agricoles,12
Ontario,  Agriculture primaire,Otter Creek Farms Limited,"TILLSONBURG, N4G4G7",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Overholt Orchards Inc,"St. Catharines, L2R6P9",8431-Ouvriers agricoles,26
Ontario,  Agriculture primaire,Oxford Cattle Company Ltd.,"Woodstock, N4S7V8",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,Oxley Wridge Farms Ltd.,"Harrow, N0R1G0",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Parker Bee Apiaries Ltd.,"BEAMSVILLE, L0R1B2",8431-Ouvriers agricoles,7
Ontario,  Agriculture primaire,Peppertree Greenhouses Ltd.,"Tupperville, N0P2M0",8432-Ouvriers de pépinières et de serres,1
Ontario,  Agriculture primaire,Pfenning's Organic Vegetables Inc.,"New Hamburg, N3A1T1","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",6
Ontario,  Agriculture primaire,Pfenning's Organic Vegetables Inc.,"New Hamburg, N3A1T1",8431-Ouvriers agricoles,9
Ontario,  Agriculture primaire,Pieper Nurseries Inc,"Dorchester, N0L1G6",8432-Ouvriers de pépinières et de serres,1
Ontario,  Agriculture primaire,Pihokker Farms Inc.,"Vienna, N0J1Z0",8431-Ouvriers agricoles,18
Ontario,  Agriculture primaire,Pine Knoll Farms Limited,"Mount Brydges, N0L1W0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Pine Ridge Gardens Ltd,"Dunnville, N1A2W2",8432-Ouvriers de pépinières et de serres,4
Ontario,  Agriculture primaire,Pioneer Flower Farms Limited,"St. Catharines, L2R6P9",8432-Ouvriers de pépinières et de serres,59
Ontario,  Agriculture primaire,Pomas Farms Inc.,"Staples, N0P2J0",8432-Ouvriers de pépinières et de serres,40
Ontario,  Agriculture primaire,Porkway Farms Ltd,"Monkton, N0K1P0",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,Prica Orchard Inc.,"Waterloo, N2L6R7",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,Princeton Farms Inc.,"Princeton, N0J1V0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Prism Farms Ltd,"Leamington, N8H3V8",8431-Ouvriers agricoles,7
Ontario,  Agriculture primaire,Procyk Farms (1994) Ltd,"wilsonville, N0E1Z0",8431-Ouvriers agricoles,57
Ontario,  Agriculture primaire,Protolight Farms Inc.,"Leamington, N8H3V8",8432-Ouvriers de pépinières et de serres,5
Ontario,  Agriculture primaire,Quality Farms Ltd.,"Vaughan, L4L1A5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,Quarry Ridge Inc,"BEAMSVILLE, L0R1B2",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,QUEENSTON TENDER FRUIT LTD,"Niagara on the Lake, L0S1J0",8431-Ouvriers agricoles,11
Ontario,  Agriculture primaire,R&A Kukielka Farms Ltd.,"Vanessa, N0E1V0",8431-Ouvriers agricoles,51
Ontario,  Agriculture primaire,R. N. Capital Management Ltd.,"caledon east, L7C2R7","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,Rail Side Flowers Ltd.,"Strathroy, N7G3J9",8432-Ouvriers de pépinières et de serres,1
Ontario,  Agriculture primaire,Rambrich Farms Inc,"Bradford, L3Z3Y4",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,RAYMOND ARTHUR HOLDINGS INC.,"SCOTLAND, N0E1R0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Red Devon Grassfed Organics Ltd,"BOTHWELL, N0P1C0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Rhineland Farms Ltd.,"Delhi, N4B2W4",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,Richards Rolling Acres Limited,"Dresden, N0P1M0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Rideau Pines Farm,"North Gower, K0A2T0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Riverbend Farms Inc.,"Niagara on the Lake, L0S1J0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Ro Maur Farms Inc,"Chatham, N7M5J2",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,Robintide Farms Limited,"Maple, L6A2A9",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Roelands Plant Farms Inc.,"Lambton Shores, N0N1J5","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
Ontario,  Agriculture primaire,Roelands Plant Farms Inc.,"Lambton Shores, N0N1J5",8432-Ouvriers de pépinières et de serres,10
Ontario,  Agriculture primaire,Rondyke Farms Ltd.,"Blenheim, N0P1A0",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,Rosa Flora Growers Ltd,"Dunnville, N1A2W2",8432-Ouvriers de pépinières et de serres,60
Ontario,  Agriculture primaire,Rouge River Farms Inc.,"Gormley, L0H1G0",8431-Ouvriers agricoles,13
Ontario,  Agriculture primaire,ROYAL APPLES INC.,"Simcoe, N3Y4K1",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,Royal Game Birds Inc.,"Drumbo, N0J1G0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Royalview Orchards Limited,"Niagara-on-the-Lake, L0S1J0",8431-Ouvriers agricoles,42
Ontario,  Agriculture primaire,RVD Farms Limited,"Inwood, N0N1K0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Ryder Farms Inc.,"Delhi, N4B2W4",8431-Ouvriers agricoles,62
Ontario,  Agriculture primaire,Sanden Acres Ltd.,"Rodney, N0L2C0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Sandy Flats Estate Inc.,"LaSalette, N0E1H0",8431-Ouvriers agricoles,7
Ontario,  Agriculture primaire,Sandy Shore Farms Limited,"Port Burwell, N0J1T0",8431-Ouvriers agricoles,14
Ontario,  Agriculture primaire,Scarlett Acres Limited,"Colborne, K0K1S0",8431-Ouvriers agricoles,48
Ontario,  Agriculture primaire,Schlegelhome Farms Inc.,"Shakespeare, N0B2P0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Ontario,  Agriculture primaire,SCHONBERGER FAMILY FARMS LIMITED,"Langton, N0E1G0",8431-Ouvriers agricoles,47
Ontario,  Agriculture primaire,Schooley Orchards Limited,"Windham Centre, N0E2A0",8431-Ouvriers agricoles,12
Ontario,  Agriculture primaire,Schouten Corner View Farms Ltd.,"RICHMOND, K0A2Z0",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,Schuyler Farms Limited,"Simcoe, N3Y4K3",8431-Ouvriers agricoles,61
Ontario,  Agriculture primaire,Scott Street Greenhouses Ltd.,"St. Davids, L0S1P0",8432-Ouvriers de pépinières et de serres,1
Ontario,  Agriculture primaire,Serkka Farms Inc,"Wallaceburg, N8A4L1","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,Shabatura Farms Ltd.,"Windham Centre, N0E2A0",8431-Ouvriers agricoles,124
Ontario,  Agriculture primaire,Shouldice Farms Inc.,"RICHMOND, K0A2Z0",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,SIMCOE AGRO ORCHARD INC.,"Simcoe, N3Y4K1",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,Simcoe Botanicals Inc,"Simcoe, N3Y4K1",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,Sitko Farms Inc.,"wilsonville, N0E1Z0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,Sitko Farms Inc.,"wilsonville, N0E1Z0",8431-Ouvriers agricoles,36
Ontario,  Agriculture primaire,SL FARMS LIMITED,"Princeton, N0J1V0",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,Smith Gardens Inc.,"Queensville, L0G1R0",8431-Ouvriers agricoles,20
Ontario,  Agriculture primaire,Somerville Nurseries Inc.,"Everett, L0M1J0",8432-Ouvriers de pépinières et de serres,71
Ontario,  Agriculture primaire,Son in Law Produce LTD.,"Otterville, N0J1R0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Southshore Greenhouses Inc.,"KINGSVILLE, N9Y2M6",8432-Ouvriers de pépinières et de serres,1
Ontario,  Agriculture primaire,Special T Swine Ltd,"Brussels, N0G1H0",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Springbrook Fur Farm Limited,"St. Agatha, N0B2L0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Ontario,  Agriculture primaire,Sprucewood Shores Inc.,"Harrow, N0R1G0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Srebot Farms Inc.,"Gilford, L0L1R0",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,St. Brigid's Dairy Ltd.,"Brussels, N0G1H0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",3
Ontario,  Agriculture primaire,Stadelmann Farms Inc.,"Green Valley, K0L1L0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Stam Farms Inc,"Kincardine, N2Z2X5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,Stan Gillier Farms LTD,"Chatham, N7M5J4",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Stanners Vineyard Inc.,"Hillier, K0K2J0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Stanton Bros Ltd,"Ilderton, N0M2A0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Steenbeek Dairy Farms Inc,"Varna, N0M2R0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",3
Ontario,  Agriculture primaire,Stefina Farms Inc.,"Blenheim, N0P1A0",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,Stellar Mount Stock Inc,"Port Lambton, N0P2B0",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,Steven Ivan Farms Inc.,"Union, N0L2L0",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Stonecreek Farms LTD.,"Woodham, N0K2A0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,STONEHENGE ACRES LIMITED,"SCOTLAND, N0E1R0",8431-Ouvriers agricoles,25
Ontario,  Agriculture primaire,Stonybrook Farms Ltd,"Cobourg, K9A4J8",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Sugarbush Vineyards Ltd.,"Hillier, K0K2J0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Sun Circle Greenhouses Inc.,"Kingsville, N9Y2E4",8431-Ouvriers agricoles,7
Ontario,  Agriculture primaire,sunrise orchards inc.,"Arkona, N0M1B0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Suntastic Hothouse Inc,"Exeter, ON, N0M1S5",8432-Ouvriers de pépinières et de serres,27
Ontario,  Agriculture primaire,SVIRIDA FARMS INC.,"Vienna, N0J1Z0",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Sweaburg Orchard Inc.,"Beachville, N0J1A0",8431-Ouvriers agricoles,12
Ontario,  Agriculture primaire,T & J Haskett Farms Ltd.,"Vittoria, N0E1W0",8431-Ouvriers agricoles,29
Ontario,  Agriculture primaire,T & S Gignac Farms Ltd.,"Langton, N0E1G0",8431-Ouvriers agricoles,18
