Province/Territory,"Program Stream","Employer ",Address,Occupation,"Approved Positions"
Ontario,"   Low Wage","Pape Village Restaurant Inc.","East York, ON M4K 3V5",6322-Cooks,1
Ontario,"   Low Wage","Paramount Furniture Limited","Scarborough, ON M1P 2L6","6222-Retail and wholesale buyers",1
Ontario,"   Low Wage","Parkdale Spring Truck Repair Ltd","Hamilton, ON L8H 3S3","7237-Welders and related machine operators",1
Ontario,"   Low Wage","Penguin Basements Ltd.","North York, ON M3J 2C4",7283-Tilesetters,1
Ontario,"   Low Wage","PEOPLE FIRST PIZZA CORPORATION","London, ON N6H 5L6","6311-Food service supervisors",1
Ontario,"   Low Wage","PRAMUKH CORPORATION","BOWMANVILLE, ON L1C 0K5","6311-Food service supervisors",1
Ontario,"   Low Wage","PREMIUM HOTEL SERVICES INC.","Niagara Falls, ON L2G 2N9","6731-Light duty cleaners",15
Ontario,"   Low Wage","Premium Meat Outlet Inc.","Brampton, ON L6S 5G8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
Ontario,"   Low Wage","Premium Sweets & Desserts Inc.","Mississauga, ON L5S 1R6","6311-Food service supervisors",1
Ontario,"   Low Wage","Pride Pak Canada Ltd.","Mississauga, ON L5N 7J6","7237-Welders and related machine operators",2
Ontario,"   Low Wage","Pride Pak Canada Ltd.","Mississauga, ON L5N 7J6","9617-Labourers in food, beverage and associated products processing",5
Ontario,"   Low Wage","PRO AUTO IMAGE INC","Burlington, ON L7L 6G8","7332-Appliance servicers and repairers",1
Ontario,"   Low Wage","Pro City Cartage Inc.","Mississauga, ON L5T 1A2","1311-Accounting technicians and bookkeepers",1
Ontario,"   Low Wage","Providentia Consulting Limited","Whitby, ON L1P 1L5","2282-User support technicians",1
Ontario,"   Low Wage","PSP FABRICATING INC","Barrie, ON L4N 8R8","9217-Supervisors, textile, fabric, fur and leather products processing and manufacturing",1
Ontario,"   Low Wage","PUNJABI DHABA INC.","MISSISSAUGA, ON L4T 1A6",6322-Cooks,2
Ontario,"   Low Wage","PURPOSE STAFFING INC","Brampton, ON L6S 3L9","1241-Administrative assistants",1
Ontario,"   Low Wage","Queen Video Ltd.","Mississauga, ON L5G 1E1",6322-Cooks,1
Ontario,"   Low Wage","R&W Metal Fabricating and Design Inc.","Paris, ON N3L 0E2","7237-Welders and related machine operators",5
Ontario,"   Low Wage","R2ST Ventures Ltd","Orangeville, ON L9W 5A9",6322-Cooks,1
Ontario,"   Low Wage","Radha Business Inc","Brampton, ON L6Y 0L7","6311-Food service supervisors",1
Ontario,"   Low Wage","RDM LOGISTICS INC.","MISSISSAUGA, ON L5T 2N2","1311-Accounting technicians and bookkeepers",1
Ontario,"   Low Wage","Reliable AOC Inc.","Etobicoke, ON M9W 6S9","1311-Accounting technicians and bookkeepers",1
Ontario,"   Low Wage","Restaurants Louis Giguère inc.","Hawkesbury, ON K6A 3S5","0631-Restaurant and food service managers",2
Ontario,"   Low Wage","Restaurants Louis Giguère inc.","Hawkesbury, ON K6A 3S5","6311-Food service supervisors",2
Ontario,"   Low Wage","REVOLVER PIZZA CO. INC.","Etobicoke, ON M8Y 2R3",6322-Cooks,1
Ontario,"   Low Wage","RHYTHM TRANSPORT INC.","BOLTON, ON L7C 3A6","1241-Administrative assistants",1
Ontario,"   Low Wage","Richmond Terrace Limited","Amherstburg, ON N9V 1E7","3413-Nurse aides, orderlies and patient service associates",2
Ontario,"   Low Wage","RIYASAT INDIAN RESTAURANT & BAR CANADA INC.","Oakville, ON L6J 1H9","6311-Food service supervisors",2
Ontario,"   Low Wage","RIYASAT INDIAN RESTAURANT & BAR CANADA INC.","Oakville, ON L6J 1H9",6322-Cooks,2
Ontario,"   Low Wage","ROAD XPRESS LTD.","BRAMPTON, ON L6P 4E6","1241-Administrative assistants",1
Ontario,"   Low Wage","ROADIES SHUNT SERVICES LTD.","Mississauga - ON, ON L5S 1P3","1311-Accounting technicians and bookkeepers",1
Ontario,"   Low Wage","RONY'S HOME HEALTH CARE SERVICES INC","North York, ON M3N 1V1","4412-Home support workers, housekeepers and related occupations",2
Ontario,"   Low Wage","ROYAL JASMINE RESTAURANTS INC","Mississauga, ON L4W 4G1",6322-Cooks,1
Ontario,"   Low Wage","Royal Paan Franchising Ltd.","Brampton, ON L6T 1A7",6321-Chefs,1
Ontario,"   Low Wage","S & J Trude Holdings Inc.","Collingwood, ON L9Y 0G5","6311-Food service supervisors",1
Ontario,"   Low Wage","S.M.C. Versatile Limited","MARKHAM, ON L3R 1B2","4412-Home support workers, housekeepers and related occupations",1
Ontario,"   Low Wage","Saaral South Indian Restaurant Corporation","BRAMPTON, ON L6Z 4N7",6322-Cooks,1
Ontario,"   Low Wage","Santouka Kamei Canada Foods Ltd.","Toronto, ON M5B 2C8","6311-Food service supervisors",1
Ontario,"   Low Wage","Santouka Kamei Canada Foods Ltd.","Toronto, ON M5B 2C8",6322-Cooks,1
Ontario,"   Low Wage","SASHA BLACK VETERINARY PROFESSIONAL CORPORATION","Whitby, ON L1N 2B7","3213-Animal health technologists and veterinary technicians",2
Ontario,"   Low Wage","Sher-E-Punjab Restaurant","Toronto, ON M4K 1N7",6322-Cooks,1
Ontario,"   Low Wage","Shiv Shakti Anpurna (Petawawa) Limited","Petawawa, ON K8H 1Y1",6322-Cooks,2
Ontario,"   Low Wage","SHOP WITH JOJI INC","PETERBOROUGH, ON K9K 1S3","6211-Retail sales supervisors",1
Ontario,"   Low Wage","Siddhnath Corporation","Kingston, ON K7L 3M8","6311-Food service supervisors",1
Ontario,"   Low Wage","Sikgaek Inc.","Mississauga, ON L4Y 2B6",6322-Cooks,2
Ontario,"   Low Wage","SILVER SPOON INC","Mississauga, ON L5V 0A6",6322-Cooks,2
Ontario,"   Low Wage","SKYDOME AUTO AND TRUCK CENTRE","BRAMPTON, ON L6W 1L4","7237-Welders and related machine operators",2
Ontario,"   Low Wage","Skydome Truck & Coach Inc.","Mississauga, ON L4W 1B2","7322-Motor vehicle body repairers",1
Ontario,"   Low Wage","Soho VFX Inc.","Toronto, ON M6P 0A3","5223-Graphic arts technicians",1
Ontario,"   Low Wage","Solda Pools Ltd.","BRAMPTON, ON L6W 1W1","8612-Landscaping and grounds maintenance labourers",3
Ontario,"   Low Wage","South Grey Inn Ltd.","Flesherton, ON N0C 1E0",6322-Cooks,1
Ontario,"   Low Wage","Splendid Art Ltd.","Pickering, ON L1V 4H7","6341-Hairstylists and barbers",1
Ontario,"   Low Wage","SRI AYYAPPAN LTD.","MILTON, ON L9T 2X7","6211-Retail sales supervisors",1
Ontario,"   Low Wage","St. Helen's Meat Packers Limited","Toronto, ON M6N 1P5","7332-Appliance servicers and repairers",1
Ontario,"   Low Wage","St. Helen's Meat Packers Limited","Toronto, ON M6N 1P5","9462-Industrial butchers and meat cutters, poultry preparers and related workers",8
Ontario,"   Low Wage","Steven’s Restaurant Management Corp.","MARKDALE, ON N0C 1H0",6322-Cooks,1
Ontario,"   Low Wage","STRATFORD THAI CUISINE INC","Stratford, ON N5A 2L2",6322-Cooks,2
Ontario,"   Low Wage","sunrise freight systems inc.","woodbridge, ON L4H 0R6","7511-Transport truck drivers",2
Ontario,"   Low Wage","SUSHI & TERIYAKI","Hamilton, ON L9C 6V6",6322-Cooks,3
Ontario,"   Low Wage","SUSHI CALIFORNIA","TORONTO, ON M6E 1B7",6322-Cooks,1
Ontario,"   Low Wage","SWEET MEHAL INC.","Etobicoke, ON M9W 0B5",6332-Bakers,1
Ontario,"   Low Wage","Sweet Temptation Bakery Inc.","Mississauga, ON L5A 1Y1",6332-Bakers,1
Ontario,"   Low Wage","Taj Grace of India Restaurant Ltd.","Angus, ON L0M 1B4",6322-Cooks,1
Ontario,"   Low Wage","Talent Employment Inc","Toronto, ON M9L 1S7","9217-Supervisors, textile, fabric, fur and leather products processing and manufacturing",2
Ontario,"   Low Wage","Talent INC Canada","Toronto, ON M5A 1V2","1241-Administrative assistants",1
Ontario,"   Low Wage","TAMTAR Restaurants Inc.","Midland, ON L4R 2E6","6311-Food service supervisors",1
Ontario,"   Low Wage","TANDOORI TIME INC","ETOBICOKE, ON M9V 2B2",6322-Cooks,2
Ontario,"   Low Wage","Taro's Fish Inc.","Toronto, ON M2K 1C3","6311-Food service supervisors",1
Ontario,"   Low Wage","Tavora Foods (Mississauga) Inc.","Mississauga, ON L4Y 2B8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
Ontario,"   Low Wage","THAIFOON LTD.","London, ON N6A 1G1","6311-Food service supervisors",1
Ontario,"   Low Wage","The Corner House Bistro Inc.","Keswick, ON L4P 3C9",6322-Cooks,1
Ontario,"   Low Wage","THE ESSENCE OF COLOUR INC.","BRAMPTON, ON L7A 0S9","6211-Retail sales supervisors",1
Ontario,"   Low Wage","The Food Dudes Inc.","Toronto, ON M4M 2R7",6322-Cooks,6
Ontario,"   Low Wage","The Greek Point Inc","Unionville, ON L3R 0B5","6311-Food service supervisors",1
Ontario,"   Low Wage","The Kitching Group (Canada) Inc.","Kenora, ON P9N 3P6","6311-Food service supervisors",2
Ontario,"   Low Wage","The Signature Kitchen Inc.","Toronto, ON M4Y 1Z2",6322-Cooks,2
Ontario,"   Low Wage","TO TO CORPORATION","Toronto, ON M4L 1Z9","6311-Food service supervisors",1
Ontario,"   Low Wage","TOKYO SUSHI NO.1","Toronto, ON M5N 1A3",6322-Cooks,1
Ontario,"   Low Wage","Tony Gill Transport Inc.","Brampton, ON L6P 3S5","7511-Transport truck drivers",1
Ontario,"   Low Wage","Torba Restaurants Inc.","Schumacher, ON P0N 1G0","6311-Food service supervisors",1
Ontario,"   Low Wage","TORONTO GENERAL CONTRACTORS INC.","Toronto, ON M2J 4S6","0712-Home building and renovation managers",1
Ontario,"   Low Wage","Tremonte Manufacturing Welding & Ironworks Ltd","Etobicoke, ON M9W 3A2","7237-Welders and related machine operators",1
Ontario,"   Low Wage","Trillium Sales Group Inc.","North York, ON M3J 2L5","1311-Accounting technicians and bookkeepers",1
Ontario,"   Low Wage","Tristar 786 Ontario Inc.","Waterford, ON N0E 1Y0","6311-Food service supervisors",1
Ontario,"   Low Wage","Tsubaki of Canada Limited","Mississauga, ON L5S 1J6","7237-Welders and related machine operators",1
Ontario,"   Low Wage","TWI Foods Inc","Etobicoke, ON M9W 4M2",6332-Bakers,1
Ontario,"   Low Wage","U214 Inc.","Richmond Hill, ON L4S 0B8","1241-Administrative assistants",1
Ontario,"   Low Wage","United City Cartage Ltd.","Brampton, ON L6T 3W6","1311-Accounting technicians and bookkeepers",1
Ontario,"   Low Wage","United Meat Products Inc.","Maple, ON L6A 3Y7","6211-Retail sales supervisors",1
Ontario,"   Low Wage","United Meat Products Inc.","Maple, ON L6A 3Y7","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Ontario,"   Low Wage","USMANIA GRILL INC","Pickering, ON L1V 6M5",6322-Cooks,1
Ontario,"   Low Wage","Valenca Importers & Exporters Ltd.","Toronto, ON M6N 2H8",6322-Cooks,1
Ontario,"   Low Wage","Valguard Security Inc.","Concord, ON L4K 3T8","6316-Other services supervisors",1
Ontario,"   Low Wage","VAN REHAB PHYSIOTHERAPY INC.","BRAMPTON, ON L6T 4P9","1241-Administrative assistants",1
Ontario,"   Low Wage","Vinda Inc.","Bolton, ON L7E 2Z7","6421-Retail salespersons",1
Ontario,"   Low Wage","VITA VITA INC.","Thornhill, ON L3T 0C7","6211-Retail sales supervisors",1
Ontario,"   Low Wage","VP Protection Inc","Toronto, ON M2J 5B2","6316-Other services supervisors",1
Ontario,"   Low Wage","V-TAC Accounting Services Inc.","Toronto, ON M6N 4C4","1311-Accounting technicians and bookkeepers",1
Ontario,"   Low Wage","Warraich Meats Ltd.","Brampton, ON L6P 2Z8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Ontario,"   Low Wage","Waterloo Central Supermarket Inc.","Waterloo, ON N2L 6J3","6211-Retail sales supervisors",1
Ontario,"   Low Wage","Weil's Food Processing Ltd.","Wheatley, ON N0P 2P0","9617-Labourers in food, beverage and associated products processing",53
Ontario,"   Low Wage","Werdna Holdings Limited","Elliot Lake, ON P5A 2T1",6322-Cooks,1
Ontario,"   Low Wage","Western Financial Limited","North York, ON M3L 1A5",6322-Cooks,2
Ontario,"   Low Wage","WFS Transport Ltd.","Milton, ON L9T 9E6","7511-Transport truck drivers",3
Ontario,"   Low Wage","WOODFIRE GROUP LTD.","TORONTO, ON M8W 1R2","6311-Food service supervisors",1
Ontario,"   Low Wage","WOODFIRE GROUP LTD.","TORONTO, ON M8W 1R2",6322-Cooks,2
Ontario,"   Low Wage","Wow Korean Restaurant","MISSISSAUGA, ON L5A 1W1",6322-Cooks,1
Ontario,"   Low Wage","YIMEE’S FOOD CORPORATION","Hamilton, ON L9A 4H9",6322-Cooks,1
Ontario,"   Low Wage","Yogi Divine Inc","Oshawa, ON L1H 7K5","6311-Food service supervisors",1
Ontario,"   Low Wage","Yogi Divine Inc","Oshawa, ON L1H 7K5",6322-Cooks,1
Ontario,"   Low Wage","Zuimei Corporation Ltd.","Toronto, ON M5V 1Z9",6322-Cooks,1
Ontario,"  Primary Agriculture","1010975 Ontario Ltd.","Norwich, ON N0J 1P0","8431-General farm workers",3
Ontario,"  Primary Agriculture","1059066 Ontario Inc.","Windham Centre, ON N0E 2A0","8431-General farm workers",3
Ontario,"  Primary Agriculture","1073711 Ontario Inc.","Napanee, ON K7R 3L1","8431-General farm workers",2
Ontario,"  Primary Agriculture","11239031 Canada Inc","PUSLINCH, ON N0B 2J0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Ontario,"  Primary Agriculture","1244891 Ontario Limited","King, ON L7B 0L7","8431-General farm workers",2
Ontario,"  Primary Agriculture","1264290 Ontario Inc","Dunnville, ON N1A 2W2","8432-Nursery and greenhouse workers",1
Ontario,"  Primary Agriculture","1266094 Ontario Ltd","Ruthven, ON N0P 2G0","8431-General farm workers",22
Ontario,"  Primary Agriculture","1287755 Ontario Inc","Leamington, ON N8H 3V5","8431-General farm workers",20
Ontario,"  Primary Agriculture","1441211 Ontario Inc.","Warwick Township, ON N0N 1J0","8431-General farm workers",1
Ontario,"  Primary Agriculture","1454409 Ontario Inc","Leamington, ON N8H 3V5","8431-General farm workers",10
Ontario,"  Primary Agriculture","1454410 Ontario Inc","Kingsville, ON N9Y 2E6","8431-General farm workers",45
Ontario,"  Primary Agriculture","1454411 Ontario Inc","Leamington, ON N0P 2J0","8431-General farm workers",63
Ontario,"  Primary Agriculture","1473534 Ontario Ltd","Chatham, ON N7M 5J7","8431-General farm workers",2
Ontario,"  Primary Agriculture","1527136 Ontario Inc.","Niagara-on-the-Lake, ON L0S 1J0","8431-General farm workers",1
Ontario,"  Primary Agriculture","1596141 Ontario Inc.","Brussels, ON N0G 1H0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",6
Ontario,"  Primary Agriculture","1596141 Ontario Inc.","Brussels, ON N0G 1H0","8431-General farm workers",3
Ontario,"  Primary Agriculture","1628760 Ontario Inc.","Hillier, ON K0K 2J0","8431-General farm workers",2
Ontario,"  Primary Agriculture","1749380 Ontario Limited","Morpeth, ON N0P 1X0","8431-General farm workers",3
Ontario,"  Primary Agriculture","1795349 Ontario Inc","Tillsonburg, ON N4G 4G9","8611-Harvesting labourers",4
Ontario,"  Primary Agriculture","1803593 ontario inc","Aylmer, ON N5H 2R4","8431-General farm workers",2
Ontario,"  Primary Agriculture","1808278 Ontario Inc","Kingsville, ON N9Y 2E4","8431-General farm workers",20
Ontario,"  Primary Agriculture","1812219 Ontario Inc","Tillsonburg, ON N4G 4G9","8431-General farm workers",4
Ontario,"  Primary Agriculture","1841591 On Inc","Aylmer, ON N5H 2R3","8431-General farm workers",3
Ontario,"  Primary Agriculture","2059520 Ontario Limited","Lucan, ON N0M 2J0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
Ontario,"  Primary Agriculture","2156141 Ontario Ltd","Jordan Station, ON L0R 1S0","8431-General farm workers",11
Ontario,"  Primary Agriculture","2202558 Ontario Limited","Picton, ON K0K 2T0","8431-General farm workers",1
Ontario,"  Primary Agriculture","2204054 ONTARIO INC.","brantford, ON N3T 5L5","8431-General farm workers",5
Ontario,"  Primary Agriculture","2226811 Ontario Limited c/o Michael Bouw","Simcoe, ON N3Y 4J9","8431-General farm workers",2
Ontario,"  Primary Agriculture","2226987 Ontario Ltd.","Scotland, ON N0E 1R0","8431-General farm workers",10
Ontario,"  Primary Agriculture","2229837 Ontario Inc.","VANESSA, ON N0E 1V0","8431-General farm workers",2
Ontario,"  Primary Agriculture","2230330 ONTARIO LIMITED","Delhi, ON N4B 2W6","8431-General farm workers",3
Ontario,"  Primary Agriculture","2252045 ontario ltd","Burford, ON N0E 1A0","8431-General farm workers",5
Ontario,"  Primary Agriculture","2265530 Ontario Ltd","Simcoe, ON N3Y 4K1","8431-General farm workers",4
Ontario,"  Primary Agriculture","2307647 Ontario Limited","R.R. # 3 Vanessa, ON N0E 1V0","8431-General farm workers",12
Ontario,"  Primary Agriculture","2333281 Ontario Ltd","Chatham, ON N7M 0R4","8431-General farm workers",63
Ontario,"  Primary Agriculture","2492309 Ontario Limited","Kingsville, ON N9Y 2E4","8431-General farm workers",53
Ontario,"  Primary Agriculture","2507083 Ontario Inc","Otterville, ON N0J 1R0","8431-General farm workers",1
Ontario,"  Primary Agriculture","2507626 Ontario Inc","Niagara on the Lake, ON L0S 1J0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Ontario,"  Primary Agriculture","2509020 Ontario Ltd","Ruthven, ON N0O 2G0","8431-General farm workers",4
Ontario,"  Primary Agriculture","2509861 Ontario Inc.","Leamington, ON N8H 4H3","8431-General farm workers",5
Ontario,"  Primary Agriculture","2550251 Ontario Inc.","Toronto, ON M2N 6N4","0821-Managers in agriculture",1
Ontario,"  Primary Agriculture","2568497 Ontario Ltd.","MOUNT ALBERT, ON L0G 1M0","8431-General farm workers",3
Ontario,"  Primary Agriculture","2636227 Ontario Inc.","Clarksburg, ON N0H 1J0","8431-General farm workers",20
Ontario,"  Primary Agriculture","2649547 Ontario Ltd.","GRANTON, ON N0M 1V0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
Ontario,"  Primary Agriculture","2674177 Ontario Inc.","Mono, ON L9W 5X7","8431-General farm workers",5
Ontario,"  Primary Agriculture","2681029 ONTARIO INC","Simcoe, ON N3Y 4K5","8431-General farm workers",11
Ontario,"  Primary Agriculture","473355 Ontario Limited","Niagara-on-the-Lake, ON L0S 1J0","8431-General farm workers",12
Ontario,"  Primary Agriculture","5001727 Ontario Inc","Dresden, ON N0P 1M0","8431-General farm workers",3
Ontario,"  Primary Agriculture","5001947 Ontario Inc","St. Catharines, ON L2R 6P9","0822-Managers in horticulture",2
Ontario,"  Primary Agriculture","5001947 Ontario Inc","St. Catharines, ON L2R 6P9","8432-Nursery and greenhouse workers",7
Ontario,"  Primary Agriculture","617885 Ontario Ltd. O/A Jem Farms","Ruthven, ON N0P 2G0","8431-General farm workers",76
Ontario,"  Primary Agriculture","6680283 Canada Inc","St-Eugène, ON K0B 1P0","8431-General farm workers",4
Ontario,"  Primary Agriculture","768308 Ontario Inc","Thamesville, ON N0P 2K0","8431-General farm workers",17
Ontario,"  Primary Agriculture","776536 ont ltd","colborne, ON K0K 1S0","8431-General farm workers",12
Ontario,"  Primary Agriculture","A&A Family Farms Ltd.","Elora, ON N0B 1S0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
Ontario,"  Primary Agriculture","Abbruzzese Farms Ltd.","Kingsville, ON N9Y 2E5","8431-General farm workers",1
Ontario,"  Primary Agriculture","Adam Demeulenaere Ltd.","Brantford, ON N3R 0B8","8431-General farm workers",4
Ontario,"  Primary Agriculture","Albuna Express Ltd.","Leamington, ON N8H 3V5","8431-General farm workers",31
Ontario,"  Primary Agriculture","Albuna Farms Inc.","Leamington, ON N8H 3V5","8431-General farm workers",8
Ontario,"  Primary Agriculture","Aleafia Farms Inc.","Grimsby, ON L3M 5A5","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
Ontario,"  Primary Agriculture","Alexerin Dairy Inc.","Manotick, ON K4M 1B4","8431-General farm workers",2
Ontario,"  Primary Agriculture","Allegro Acres Inc.","Ruthven, ON N0P 2G0","8431-General farm workers",5
Ontario,"  Primary Agriculture","Alway Fresh Greenhouses Inc.","Grimsby, ON L3M 4E7","8431-General farm workers",4
Ontario,"  Primary Agriculture","Amco Farms Inc.","Leamington, ON N8H 3V5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Ontario,"  Primary Agriculture","Amco Farms Inc.","Leamington, ON N8H 3V5","8431-General farm workers",28
Ontario,"  Primary Agriculture","Andrewes Farm Limited","Beamsville, ON L0R 1B3","8431-General farm workers",1
Ontario,"  Primary Agriculture","Ardis Ranch Inc.","Wallaceburg, ON N8A 4L3","8431-General farm workers",3
Ontario,"  Primary Agriculture","Artistic Landscaping Inc","Waterloo, ON N2L 3V3","8432-Nursery and greenhouse workers",6
