Terre-Neuve-et-Labrador,, 
1630576 Alberta Inc. o/a Barkers Fine Dry Cleaning,"10836 24th Street Southeast, bureau 109, Calgary (AB)  T2Z 4C9",3
1630662 Alberta Ltd. o/a Cobs Bread Callingwood,"6655 178th Street, bureau 112, Edmonton (AB)  T5T 4J5",1
1630973 Alberta Ltd o/a 12 Ft. Laundromat,"9908 100th Avenue, CP 6104, Peace River (AB)  T8S 1S4",4
1633927 Alberta Ltd. o/a IHOP,"3921 Calgary Trail South, Edmonton (AB)  T6H 5M8",3
1635107 Alberta Ltd. o/a Subway Vermilion,"5018 50th Avenue, Vermilion (AB)  T9X 1A2",4
1636978 Alberta Ltd o/a Gillette's Fabricare,"66 Sandarac Drive Northwest, bureau 232, Calgary (AB)  T3K 4L2",1
1637731 Alberta Ltd o/a Edo Japan,"6819 177th Street, Edmonton (AB)  T5T 4K3",2
1639060 Alberta Ltd o/a Tall Cree Services,"CP 369, Fort Vermillion (AB)  T0H 1N0",1
1639380 Alberta Ltd o/a In Sa Dong,"920 36th Street Northeast, bureau 132, Calgary (AB)  T2A 6L8",2
1639507 Alberta Ltd. o/a Reddi Mart,"4602 50th Avenue, Bonnyville (AB)  T9N 1A4",1
1640179 Alberta Ltd o/a Montana's Cookhouse Saloon,"3166 Signal Hills Drive Southwest, Calgary (AB)  T3H 3S9",2
1640198 Alberta Ltd. o/a Quiznos Sub,"5670 75th Street Northwest, Edmonton (AB)  T6E 5X6",1
1640273 Alberta Ltd. o/a O-Sho Japanese Cuisine,"5114 46th Avenue, Taber (AB)  T1G 2A7",1
1643897 Alberta Ltd. o/a Flyin's Truck Wash,"17715 116th Avenue Northwest, Edmonton (AB)  T5S 2R4",1
1644193 Alberta Ltd o/a Millshaven Husky,"3955 34th Street Northwest, Edmonton (AB)  T6T 1L5",2
1644193 Alberta Ltd. o/a Belvedere Husky,"3931 51st Street, Edmonton (AB)  T6L 1N6",2
1644193 Alberta Ltd. o/a Meadowbrook HuskyMarket,"3955 34th Street Northwest, Edmonton (AB)  T6T 1L5",2
1644740 Alberta Ltd o/a 2 for 1 Pizza Plus,"9927 97th Avenue, bureau 102, Grande Prairie (AB)  T8V 0N2",2
1645682 Alberta Ltd o/a Mucho Burrito,"306 Aspen Glen Landing Southwest, bureau 132, Calgary (AB)  T3H 0N5",3
1645991 Alberta Inc o/a Opa! Souvlaki of Greece,"15216 127th Street Northwest, Edmonton (AB)  T6V 0C7",1
1646166  Alberta Ltd. o/a Sunkyung Immigration & Recruiting Services,"6707 Elbow Drive Southwest, bureau 303, Calgary (AB)  T2V 0E5",1
1647400 Alberta Ltd. o/a Quiznos Sub,"1240, boulevard Sherwood Park Nord-ouest, Calgary (AB)  T3R 1P8",2
1648986 Alberta Ltd o/a Pro-Lawn Services,"1405 88A Street Southwest, Edmonton (AB)  T6X 1J7",1
1651583 Alberta Ltd o/a Independent Gas Bar (Lac La Biche),"CP 2597, Lac La Biche (AB)  T0A 2C0",2
1654983 Alberta Ltd,"11 Nash Close, St. Albert (AB)  T8N 7E9",3
1655446 Alberta Ltd o/a Humpty's Express and Fas Gas,"153, avenue Leva, Red Deer County (AB)  T4E 1B9",1
1656262 Alberta Ltd o/a Your Express Mart,"4247 53rd Avenue, High Prairie (AB)  T0G 1E0",1
1656922 Alberta Ltd o/a Swiss Chalet Grande Prairie,"10820 100th Avenue, Grande Prairie (AB)  T4H 1T6",4
1658169 Alberta Ltd. o/a Tandoori Palace Indian Restaurant,"2742 Glenmore Trail Southeast, Calgary (AB)  T2C 2E6",3
1660097 Alberta Ltd o/a Anejo Restaurant,"514 17th Avenue Southwest, Calgary (AB)  T2S 0B1",1
1661206 Alberta Ltd dba Northgate Orthopedic Shoes & Medical Supplies,"9009 127th Avenue Northwest, Edmonton (AB)  T5E 0A8",1
1661529 Alberta Ltd.o/a Gentlemans's Liquor Store,"4810 50th Avenue, Wetaskiwin (AB)  T9A 0S2",3
1662452 Alberta Ltd. o/a Mr. Sub,"10927 170th Street, bureau 101, Edmonton (AB)  T5P 4V6",1
1663515 Alberta Ltd o/a East Village Pub and Eatery,"395 Loutit Road, bureau 101, Fort McMurray (AB)  T9K 0Z4",5
1666329 Alberta Ltd. o/a Century Steak House & Grill,"CP 885, St. Paul (AB)  T0A 3A0",2
1666330 Alberta Ltd o/a Tim Hortons,"3304 Watson Bay Southwest, Edmonton (AB)  T6W 0P2",5
1667045 Alberta Ltd o/a Waves Coffee House,"6039 199th Street Northwest, Edmonton (AB)  T6M 0M8",2
1668309 Alberta Ltd o/a Grillers Steakhouse,"CP 2621, Rocky Mountain House (AB)  T4T 1L6",2
1669472 Alberta Inc. o/a UvanU Recruit Edmonton,"3140 Parsons Road Northwest, 2e étage, Edmonton (AB)  T6N 1L6",1
1670198 Alberta Ltd. o/a Imperial Dragon Family Restaurant,"1014 Westridge Road, Strathmore (AB)  T1P 1H8",1
1670210 Alberta Ltd. o/a Simply Donairs,"388 St. Albert Road, St. Albert (AB)  T8N 5N6",2
1670408 Alberta Ltd. o/a Cork N' Cap Liquor Store,"4151 70th Avenue, Lloydminster (AB)  T9V 3L9",2
1670695 Alberta Ltd o/a Dominos Pizza,"5004B Dahl Road, bureau 5, Whitecourt (AB)  T7S 1N5",2
1671548 Alberta Inc o/a Khao San thai Kitchen,"457 26th Avenue Northwest, Calgary (AB)  T2M 2E3",1
1671717 Alberta Ltd. o/a Olive Grove Pizzeria,"11566 24th Street Southeast, bureau 206, Calgary (AB)  T2Z 3J3",1
1671788 Alberta Ltd o/a Fatburger,"3376, boulevard Gateway Nord-ouest, Edmonton (AB)  T6J 6V1",1
1672128 Alberta Ltd. o/a Papa Johns Pizza,"13142 137th Avenue, Edmonton (AB)  T5L 4Z6",1
1672135 Alberta Ltd o/a Quiznos Sub Sherwood Park,"296 Baseline Road, Sherwood Park (AB)  T8H 1R4",2
1672139 AB Inc o/a Fiddlers Courtyard,"723 Edmonton Trail Nord-est, Calgary (AB)  T2E 3J5",4
1673585 Alberta Ltd. o/a Lube Town,"814, boulevard Martindale Nord-est, Calgary (AB)  T3J 4J8",3
1673605 Alberta Ltd. o/a Fat Burger,"1124 38th Street, bureau 38, Edmonton (AB)  T6L 2K9",2
1675029 Alberta Ltd o/a Big Catch,"416 Dalmery Hill Northwest, Calgary (AB)  T3A 1T6",1
1675197 Alberta Ltd o/a Hobbema Bottle Depot,"CP 1990, Hobbema (AB)  T0C 1N0",1
1675207 Alberta Ltd. o/a Super 8,"8750 84th Street, Edmonton (AB)  T8L 4R5",1
1676076 Alberta Ltd. o/a Mobil Fix,"864 Hollands Landing Northwest, Edmonton (AB)  T6R 3T1",2
1676183 Alberta Ltd. o/a Elsafadi Mediterranean Supermarket,"10807 Castledowns Road, Edmonton (AB)  T5X 3N7",2
1677016 Alberta Ltd o/a Spice Grill,"10448 143rd Street, Edmonton (AB)  T5N 2S4",1
1678591 Alberta Inc. o/a Press'D The Sandwich Company,"7319 149A Avenue Northwest, Edmonton (AB)  T5C 2W3",1
1679155 Alberta Ltd o/a Edo Japan,"4728 26th Avenue Northeast, Calgary (AB)  T1Y 1C9",3
1679393 Alberta Ltd. o/a Harvey's Rocky Mountain House,"CP 164, Rocky Mountain House (AB)  T4T 1A2",2
1680271 Alberta Ltd o/a Dominos Pizza,"12424 Symons Valley Road Northwest, bureau 7, Calgary (AB)  T3P 0A3",1
1680333 Alberta Ltd o/a Fionn MacCool's Edmonton City Centre,"1149 Falconer Road Northwest, Edmonton (AB)  T6R 2G6",4
1681883 Alberta Ltd o/a IHOP Restaurant,"70, boulevard Shawville Sud-est, bureau 500, Calgary (AB)  T2Y 2Z3",2
1684107 Alberta Ltd o/a Breton Hotel,"4907 51st Street, CP 546, Breton (AB)  T0C 0P0",2
1684951 Alberta Ltd o/a Viking Shell,"2421 Martell Crescent, Edmonton (AB)  T6R 0C7",2
1685816 Alberta Ltd. o/a Papa John's Pizza,"114 Sierra Springs Drive Southeast, bureau 105, Airdrie (AB)  T4B 3G6",3
1686139 Alberta Ltd o/a Riverside Diner & Lounge,"5109 47th Avenue, CP 85, Entwistle (AB)  T0E 0S0",2
1687421 Alberta Ltd o/a Harpreet's Boutique,"9261 34th Avenue, unité 8, Edmonton (AB)  T6E 5T5",1
1687452 Alberta Ltd. o/a Mr. Mikes Steakhouse Casual,"5426 50th Avenue, Bonnyville (AB)  T9N 1Z6",3
1688733 Alberta Corp o/a Fionn MacCool's Cross Iron,"16061 Macleod Trail Southeast, bureau 500, Calgary (AB)  T2Y 3S5",14
1688837 Alberta Ltd. o/a Canadian Pizza Unlimited,"18 Southridge Drive, bureau 8B, Okotoks (AB)  T1S 1N1",1
168886 Canada Inc o/a SLH Transport Western Division,"5500, boulevard Dufferin Sud-est, Calgary (AB)  T2C 4Y2",24
1688963 Alberta Ltd,"2930 17A Avenue Northwest, Edmonton (AB)  T6T 0R8",1
1689902 Alberta Ltd. o/a A-1 Lawn & Snow,"CP 92069, COP Meadowbrook, Edmonton (AB)  T6T 1N1",1
1691012 Alberta Inc o/a S & M Meats,"614, boulevard Paramount Nord-ouest, Calgary (AB)  T3K 0J1",1
1691358 Alberta Ltd. o/a Royal Design Centre,"2323 32nd Avenue Northeast, bureau 113, Calgary (AB)  T2E 6Z3",4
1691809 Alberta Ltd o/a Subway,"101, boulevard Sunset Sud-ouest, Turner Valley (AB)  T0L 2A0",1
1691881 Alberta Ltd o/a Econo Liquor #5,"112 Town Crest Road, bureau 60, Fort Saskatchewan (AB)  T8L 0G7",1
1692252 Alberta Ltd o/a La Jawab Indian & Hakka Chinese Cuisine,"5075, boulevard Falconridge Nord-est, bureau 900, Calgary (AB)  T3J 3K9",1
1692483 Alberta Ltd o/a Xtreme Auto Solutions,"225F Mackay Crescent, Fort McMurray (AB)  T9H 4T5",1
1692691 Alberta Ltd o/a Wandering River A&W Restaurant,"5004 50th Street, Wandering River (AB)  T0A 3M0",5
1693106 Alberta Ltd. o/a OPA of Greece,"5362, boulevard Windermere Nord-ouest, Edmonton (AB)  T6W 0L9",2
1693312 Alberta Ltd. o/a Rocky Mountain Chocolate Factory,"8882 170th Street Northwest, Edmonton (AB)  T5T 4M2",1
1693338 Alberta Ltd. o/a Custom T's,"17195 75th Avenue Northwest, Edmonton (AB)  T5T 2R3",1
1693498 Alberta Inc o/a Copper Brook Cabinets,"3320 9th Street Southeast, Calgary (AB)  T2G 3C3",1
169500 Alberta Ltd o/a Shiki Menya Ramen Restaurant,"827 1st Avenue Northeast, Calgary (AB)  T2E 0C3",1
1695046 Alberta Ltd o/a Extreme Pita,"130 Country Village Road Northeast, bureau 611, Calgary (AB)  T3K 6B8",1
1695212 Alberta Ltd o/a Don Day Restaurant,"3212 Parsons Road, Edmonton (AB)  T6N 1M2",2
1695802 Alberta Ltd. o/a Caffe Sorrentino Edmonton Int Airport,"10665 109th Street, Edmonton (AB)  T5H 3B5",3
1696160 Alberta Ltd o/a Dominos Pizza,"CP 2410, Slave Lake (AB)  T0G 2A0",2
1696858 Albert Inc. o/a Korean Spring Restaurant,"9947 76th Avenue Northwest, Edmonton (AB)  T6E 1K8",1
1697874 Alberta Ltd o/a Subway Sandwiches & Salads,"57 West Aarsby Road, bureau 1, Cochrane (AB)  T4C 1L3",3
1698518 Alberta Ltd / Lokal Kitchen,"4923 33rd Street, Sylvan Lake (AB)  T4S 1A7",1
1699078 Alberta Ltd. o/a Niton Motel & RV Park,"5150 50th Avenue & Highway 16, CP 126, Niton Junction (AB)  T0E 1S0",1
1699280 Alberta Ltd o/a Fas Gas Dinosaur Service,"191, avenue Railway Sud-ouest, CP 2188, Drumheller (AB)  T0J 0Y0",1
1701924 Alberta Ltd o/a Cobs Bread,"2 Hebert Road, bureau 212, St. Albert (AB)  T8N 5T8",1
1703097 Alberta Ltd o/a B-Bim-Baab,"9543 42nd Avenue, Edmonton (AB)  T6E 5R2",1
1704455 Alberta Ltd O/A Grand Union Hotel,"4924 50th Street, Athabasca (AB)  T9S 1N0",2
1704989 Alberta Ltd o/a ECE Contracting,"52422 Range Road 224, bureau 14, Sherwood Park (AB)  T8A 6N1",1
1705629 Alberta Ltd o/a Papa John's Pizza,"10159 118th Street, bureau 404, Edmonton (AB)  T5K 2K1",1
1705828 Alberta Ltd o/a Frontier Dining,"1 Poplar Crescent, Fort McMurray (AB)  T9H 1N8",3
1706244 Alberta Ltd o/a Darwell Restaurant & Bar,"54230 Highway 765, Darwell (AB)  T0E 0L0",1
1708801 Alberta Ltd. o/a Kimchi,"32 Edgevalley Gardens Northwest, Calgary (AB)  T3A 5H1",2
1708807 Alberta Ltd o/a Koya Japan,"32 Edgevalley Gardens Northwest, Calgary (AB)  T3A 5H1",4
1708809 Alberta Ltd o/a Villa Madina,"32 Edgevalley Gardens Northwest, Calgary (AB)  T3A 5H1",4
1708948 Alberta Ltd,"CP 295, Chateh (AB)  T0H 0S0",1
1709015 Alberta Ltd o/a Subway,"16131 90th Street Northwest, Edmonton (AB)  T5Z 3P5",1
1709274 Alberta Ltd o/a Masala Wok,"9348 34th Avenue, Edmonton (AB)  T6E 5X8",3
1709449 Alberta Ltd o/a Shade All,"12502 100th Street, Grande Prairie (AB)  T8V 4H8",1
1710672 Alberta Ltd o/a Tutti Frutti Breakfast & Lunch,"16948 107th Avenue, Edmonton (AB)  T5P 4C3",1
1711769 Alberta Ltd o/a Mucho Burrito,"9378 Southfort Drive, bureau 109, Fort Saskatchewan (AB)  T8L 3C5",1
1712613 Alberta Ltd o/a Extreme Pita,"7927 13th Avenue Southwest, Edmonton (AB)  T6X 1H2",1
1713496 Alberta Ltd o/a Canton Kitchen,"5212 48th Street, bureau D101, Red Deer (AB)  T4N 7C3",1
1715139 Alberta Ltd o/a Prime Time Donair & Kabob,"3928 17th Street Northwest, Edmonton (AB)  T6T 0C2",2
1715423 Alberta Ltd o/a Fatburger,"1238 Windermere Way Southwest, bureau 515, Edmonton (AB)  T6W 2J3",2
1716808 Alberta Ltd. o/a Shadow Tint,"6225 10th Street Southeast, bureau 100, Calgary (AB)  T2H 2Z9",1
1720294 Alberta Ltd-AK-77 Ltd o/a AK-77 Ltd,"5220 Marlborough Drive Northeast, Calgary (AB)  T2A 4J7",1
1721599 Alberta Ltd o/a Lougheed Food Store,"CP 238, Lougheed (AB)  T0B 2V0",1
1723607 Alberta Ltd o/a Carstar Chinook,"4700 1st Street Southeast, Calgary (AB)  T2G 2L3",1
1724000 Alberta Ltd. o/a Momo Sushi Restaurant,"4819A 48th Avenue, Red Deer (AB)  T4N 3T2",3
1724009 Alberta Ltd o/a Mitch's Family Restaurant,"4341 50th Street, bureau 102, Drayton Valley (AB)  T7A 1M4",2
1724471 Alberta Ltd o/a Curry Corner,"616 Riverbend Square, Edmonton (AB)  T6R 2E3",2
1724728 Alberta Ltd.,"60 McKenzie Lake View Southeast, Calgary (AB)  T2Z 2T7",1
1727350 Alberta Ltd. o/a Lacombe Petro Canada,"6209 50th Avenue, Lacombe (AB)  T4L 1K7",1
1727540 Alberta Ltd. o/a Travelodge Lethbridge,"1009 Mayor Magrath Drive South, Lethbridge (AB)  T1K 2P7",1
1727726 Alberta Ltd o/a Jade's Cleaning Services,"10735 107th Street Northwest, bureau 302, Edmonton (AB)  T5A 2Y9",1
1728275 Alberta Ltd o/a Mac`s,"10845 61st Avenue, Edmonton (AB)  T6H 1L9",1
1729257 Alberta Inc o/a Coffee & S'Cream,"555 Northmount Drive Northwest, Calgary (AB)  T2K 3J3",1
1729550 Alberta Ltd. o/a Chinook Inn,"5321 59th Avenue, Rocky Mountain House (AB)  T4T 1J4",2
1730045 Alberta Ltd O/A  Papa Johns,"8200 100th Street, bureau 103, Grande Prairie (AB)  T8V 6H7",2
1730614 Alberta Ltd. o/a Humpty's Family Restaurant #30,"6130 67th Street, bureau 100, Red Deer (AB)  T4P 3M1",1
1732598 Alberta Ltd o/a Koreana Hair Design,"3616 52nd Avenue Northwest, bureau 5, Calgary (AB)  T2L 1V9",1
1733091 Alberta Ltd. o/a Centex Gas Station,"3111 Edmonton Trail Northeast, Calgary (AB)  T2E 3N7",1
1733227 Alberta Ltd o/a Second Cup Banff,"317, avenue Banff, Banff (AB)  T1L 1B1",1
1734832 Alberta Ltd  o/a Extreme Pita,"500, rue Centre Sud-est, bureau 250, Calgary (AB)  T2G 1A6",2
1735787 Alberta Ltd o/a Mac's Convenience Store,"113, rue Lacombe, Fort McMurray (AB)  T9K 2M2",3
1738242 Alberta Ltd o/a Tirecraft,"100 Marina Drive, unité 500, Chestermere (AB)  T1X 0A9",3
1739838 Alberta Ltd o/a Vietsub Express,"1619 37th Street Southwest, bureau 2, Calgary (AB)  T3C 1S7",1
1739980 Alberta Ltd o/a Mucho Burrito,"11658 Sarcee Trail Northwest, bureau 104, Calgary (AB)  T3R 0A1",1
1740100 Alberta Ltd o/a Papa John,"14818 Stony Plain Road, Edmonton (AB)  T5N 3S5",1
1741681 Alberta Ltd. o/a Koreana BBQ,"7400 Macleod Trail Southeast, bureau 17, Calgary (AB)  T2H 0L9",1
1741731 Alberta Ltd. o/a Punjab Sweets and Restaurant,"9393 34th Avenue Northwest, Edmonton (AB)  T6E 5W8",2
1741805 Alberta Ltd o/a Humpty's Family Restaurant,"5606 48th Avenue, Camrose (AB)  T4V 0K1",2
1742060 Alberta Ltd o/a Devon Liquor,"180, avenue Miquelon, bureaux 106-107, Devon (AB)  T9G 0A6",1
1742060 Alberta Ltd o/a Spirits on Jasper,"1188 Hollands Way, Edmonton (AB)  T6R 3S9",1
1744909 Alberta Inc o/a Soban Korean Japanese Restaurant,"5003 50th Street, CP 2036, Whitecourt (AB)  T7S 1N3",1
1746089 Alberta Ltd. o/a Harold's Speedee Mart,"104 6th Avenue Northwest, Slave Lake (AB)  T0G 2A1",1
1746856 Alberta Ltd o/a Bright Beginnings Childcare Centre,"9425 94th Avenue, bureau 101, Fort Saskatchewan (AB)  T8L 1N6",2
1746943 Alberta Ltd o/a Mucho Burrito,"26323 Township Road 532A, bureau 49, Spruce Grove (AB)  T7X 4M1",2
1747238 Alberta Ltd o/a Smitty's Cochrane,"CP 425, Cochrane (AB)  T4C 1A6",3
1748027 Alberta Ltd o/a New York Fries,"McLeod Park, 15715 66th Street, CP 81005, Edmonton (AB)  T5Y 3A6",2
1748297 Alberta Inc o/a Fas Gas,"4904 49th Street, Wetaskiwin (AB)  T9A 1H3",1
1748301 Alberta Ltd. o/a Korean Grill,"1507 Cunningham Cape Southwest, Edmonton (AB)  T6W 0Y3",1
1750688 Alberta Ltd o/a CPR St. Albert,"11 Bellerose Drive, bureau 13, St. Albert (AB)  T8N 5E1",1
1751227 Alberta Ltd o/a Wandering River Quick Stop,"CP 128, Wandering River (AB)  T0A 3M0",1
1751437 Alberta Ltd o/a Shell Gas Station,"23263 Wye Road, Sherwood Park (AB)  T8B 1L3",1
1751821 Alberta Ltd o/a Arena Liquor,"10266 103rd Street Northwest, bureau 394, Edmonton (AB)  T5J 0Y8",1
1752746 Alberta Ltd. o/a T.J.'s Smoke Shop,"404 Mayor Magrath Drive North, bureau A1, Lethbridge (AB)  T1H 6H7",1
1752932 Alberta Ltd o/a Real Country Steak & Pizza,"CP 68, Kinuso (AB)  T0G 1K0",1
1753441 Alberta Ltd. o/a Edo Japan,"5802 50th Street, unité 135, Beaumont (AB)  T4X 1T8",3
1753454 Alberta Ltd o/a JM Automotive Cold Lake,"5304 55A Street, Cold Lake (AB)  T9M 1R3",1
1754186 Alberta Ltd. o/a Yum Yum BBQ Korean Cuisine,"5111 Bowness Road Northwest, bureau 2, Calgary (AB)  T3B 4M9",1
1755754 Alberta Ltd o/a Boss Liquor,"3342 Parsons Road Northwest, Edmonton (AB)  T6N 1B5",1
1755914 Alberta Ltd. o/a Subway,"3616 52nd Avenue Northwest, bureau 7, Calgary (AB)  T2L 1V9",1
1756681 Alberta Ltd o/a Mary Browns Famous Chicken & Taters,"9910 92nd Street, bureau 103, Grande Prairie (AB)  T8X 0E7",1
1758818 AB Ltd o/a Pita Stop,"1919 Southland Drive Southwest, unité 114, Calgary (AB)  T2W 0K1",2
1758928 Alberta Inc. o/a Swan Hills Husky,"CP 178, Swan Hills (AB)  T0G 2C0",1
1759037 Alberta Inc o/a Press'D The Sandwich Company,"8411 112th Street, Edmonton (AB)  T6G 2K6",3
1759682 Alberta Ltd o/a 2 for 1 Pizza & Pasta,"100, rue King, bureau 23, Spruce Grove (AB)  T7X 4J7",1
1761613 Alberta Ltd o/a Thai Express,"11418 93rd Street, Edmonton (AB)  T5G 1C4",1
1762195 Alberta Ltd o/a Sorrels Restaurant,"CP 493, Carbon (AB)  T0M 0L0",2
1762610 Alberta Ltd o/a Bistro Di Madre Piccola,"9517 99th Street, Morinville (AB)  T8R 1T7",1
1764249 Alberta Ltd O/A Jacky's Food Store,"1524 68th Street Northwest, Edmonton (AB)  T6H 2L7",1
1766072 Alberta Ltd o/a Swan Hills Liquor,"4639 Federated Road, CP 419, Swan Hills (AB)  T0G 2C0",1
1767244 Alberta Ltd. o/a Mac's - Husky Convenience Store,"100 12th Avenue & rue Main, Slave Lake (AB)  T0G 2A0",2
1768156 Alberta Ltd. o/a Wok N Go Restaurant,"6847 Ellerslie Road Southwest, Edmonton (AB)  T6X 2A1",1
1768612 Alberta Ltd. o/a Color Me Mine,"CP 1452, Blackfalds (AB)  T0M 0J0",1
1768684 Alberta Ltd.o/a Amvision Roofing and Exteriors,"10 Coach Manor Rise Southwest, Calgary (AB)  T3H 1C4",1
1769263 Alberta Ltd o/a Dairy Queen,"375 3rd Street Southeast, Medicine Hat (AB)  T1A 0G6",1
1770773 Alberta Ltd o/a Subway Sandwiches & Salads,"25, rue Quarry Ouest, bureau 7, Cochrane (AB)  T4C 0T4",2
1770796 Alberta Ltd. o/a Baxters Gifts,"614 Connaught Drive, Jasper (AB)  T0E 1E0",1
1771329 Alberta Ltd o/a Abasand Esso,"323, avenue Athabasca, Fort McMurray (AB)  T9J 1G9",1
1771483 Alberta Ltd. o/a Vine Vera Resveratrol Skin Care,"8882 170th Street, bureau 1338, Edmonton (AB)  T5T 4M2",3
1774826 AB Ltd o/a Jugo Juice,"225 Sparrowhawk Drive, Fort McMurray (AB)  T9K 0P7",1
1776800 AB. Inc. o/a 1 Pot,"26 Aspen Stone Road Southwest, Calgary (AB)  T3H 5Y5",1
1777031 Alberta Ltd o/a Sal's Famous,"5012A 50th Avenue, Athabasca (AB)  T9S 1H3",2
1777154 Alberta Ltd o/a Anna's Restaurant and Esso,"521 14th Avenue, Wainwright (AB)  T9W 1B3",3
1777242 Alberta Ltd. dba Riviera Liquor Store,"5359 Calgary Trail, Edmonton (AB)  T6H 4J9",1
1777417 Alberta Ltd. o/a Fiddlers Green Pub,"8294, rue Centre Northeast, Calgary (AB)  T3K 2X4",2
1777515 Alberta Ltd. o/a Subway,"208 Springbluff Heights, Calgary (AB)  T3H 5B8",2
1778105 Alberta Ltd. o/a Taco Time,"723 46th Avenue Southeast, bureau 204, Calgary (AB)  T2G 2A4",1
1778249 Alberta Ltd. o/a Studio Nails Londonderry,"1 Londonderry Mall Northwest, bureau 156, Edmonton (AB)  T5L 3C8",2
1778645 Alberta Ltd o/a Bun on the Run,"2816 21st Street Northeast, bureau 1, Calgary (AB)  T2E 6Z2",1
1780175 Alberta Ltd. o/a Mac's Convenience Store,"11300, boulevard Tuscany Nord-ouest, bureau 6006, Calgary (AB)  T3L 2V7",1
1781247 Alberta Ltd o/a Via Cibo Calgary,"7929 11th Street Southeast, unité 2, Calgary (AB)  T2H 0A7",1
1783632 Alberta Inc. o/a Husky,"8714 51st Avenue, bureau 200, Edmonton (AB)  T6E 5E8",1
1783763 Alberta Ltd. o/a Alix Gas Plus,"4518 51st Avenue, Alix (AB)  T0C 0B0",1
1783844 Alberta Ltd o/a Chianti Cafe & Restaurant,"1438 17th Avenue Southwest, Calgary (AB)  T2T 0C8",1
1784055 Alberta Ltd. o/a Century 2 Motel,"462, rue Main, Fort Macleod (AB)  T0L 0Z0",1
1786333 Alberta Ltd. o/a Pizza Hut - Olds,"6700 46th Street, bureau 880, Olds (AB)  T4H 0A2",4
1787816 Alberta Ltd o/a Oriental Delight,"8882 170th Street, bureau 1528, Edmonton (AB)  T5T 4M2",1
1789135 Alberta Ltd o/a Aqua Max Truck & Carwash,"501 15th Avenue Southeast, Slave Lake (AB)  T0G 2A0",2
1789142 Alberta Ltd. o/a Millwoods Town Liquor Store,"6109 28th Avenue, bureau 906, Edmonton (AB)  T6L 6N5",1
1789143 Alberta Ltd. o/a Sub Supreme,"221 26229 Township Road 531A, unité 10, Acheson (AB)  T7X 5A4",1
1791371 Alberta Ltd o/a Mii Sushi & BBQ,"1306 Bowvalley Trail, bureau 1A, Canmore (AB)  T1W 1N6",1
1791507 Alberta Ltd. o/a Majors Homestyle,"11201 100th Avenue, Grande Prairie (AB)  T8V 5M6",1
1791605 AB Ltd o/a Loving To Learn Children's Center,"6414 163rd Avenue Northwest, Edmonton (AB)  T5Y 3E3",1
1791864 Alberta Ltd o/a Opa Souvlaki,"30, rue Brunelle Ouest, Beaumont (AB)  T4X 0A7",1
1793156 Alberta Ltd o/a Sparkleen,"2659 Signal Hill Drive Northwest, Calgary (AB)  T3H 2T8",1
1793384 Alberta Inc o/a Great Canadian Pizza Copperfield,"909 7th Avenue Southwest, bureau 3307, Calgary (AB)  T2P 1A5",2
1795079 AB Ltd o/a Panago Pizza,"9914, rue King, bureau 3, Fort McMurray (AB)  T9H 5A8",2
1797242 Alberta Ltd. o/a Dirtbusters,"CP 22113, Grande Prairie (AB)  T8V 6X1",1
1799584 Albert Ltd o/a Tee Time Golf & Biride's,"4138 101st Street Northwest, Edmonton (AB)  T6E 0A5",1
1799828 AB Ltd o/a Canton Restaurant,"CP 563, High Level (AB)  T0H 1Z0",1
17th Avenue Travel Express Inc.,"4909 17th Avenue Southeast, bureau 211, Calgary (AB)  T2A 0V5",1
1800494 Alberta Ltd. o/a Hankang Restaurant,"3612 52nd Avenue Northwest, bureau 35, Calgary (AB)  T2L 1V9",1
1800519 Alberta Ltd o/a Papa John's Pizza,"10, avenue McKenney, bureau 230, St. Albert (AB)  T8N 5S8",1
