",,,,,,,
Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT Approuvés","Postes Approuvés"
Alberta,"   Bas salaire","2204848 Alberta Ltd","Edmonton, AB T6H 5W8","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2205909 Alberta Ltd","Peace River, AB T8S 1J6",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2206987 Alberta Ltd","Edmonton, AB T6E 2A2","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","2206987 Alberta Ltd","Edmonton, AB T6E 2A2",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","2208432 AB Ltd.","Edmonton, AB T6A 0H9","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2208999 Alberta Inc o/a Alba Restaurant","Jasper, AB T0E 1E0","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","2208999 Alberta Inc o/a Alba Restaurant","Jasper, AB T0E 1E0",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","2209307 Alberta Ltd.","Grande Prairie, AB T8V 6Y5",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","2209712 ALBERTA LTD.","LETHBRIDGE, AB T1J 5J1","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2210072 Alberta Ltd.","Edmonton, AB T5J 3N1",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2210783 Alberta Ltd.","calgary, AB T3G 4S3",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2212239 Alberta Ltd.","Edson, AB T7E 1T5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2212239 Alberta Ltd.","Edson, AB T7E 1T5",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2212647 Alberta Ltd.","calmar, AB T0C 0V0","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2214149 Alberta Ltd.","Beaumont, AB T4X 1T9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2214784 Alberta LTD","St Albert, AB T8N 7C8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2216998 Alberta Ltd.","calmar, AB T0C 0V0","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2223663 Alberta Ltd.","Calgary, AB T2N 1V8",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2236472 Alberta Ltd","Rimbey, AB T0C 2J0","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","2242345 ALBERTA LTD.","LEDUC, AB T9E 0C4","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,2
Alberta,"   Bas salaire","2246500 Alberta Ltd.","Calgary, AB T3R 0R5","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",Inconnu,1,1
Alberta,"   Bas salaire","2246624 Alberta Ltd","Grande Prairie, AB T8V 4H4",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","2255909 Alberta Ltd","STRATHMORE, AB T1P 1V3","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2313311 Alberta Ltd.","Calgary, AB T2G 0A4",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2397774 AB Ltd","Fort McMurray, AB T9H 1L2","6311-Superviseurs des services alimentaires",Inconnu,2,6
Alberta,"   Bas salaire","265878 Alberta Ltd.","GRANDE CACHE, AB T0E 0Y0",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","281122 Alberta Ltd","Edmonton, AB T6L 3Z7",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","297173 ALBERTA LTD.","EDMONTON, AB T5L 2K6","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Alberta,"   Bas salaire","368324 ALBERTA LTD.","Banff, AB T1L 1A2",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","3D Concrete & Gravel Ltd.","Calgary, AB T3J 0Z7","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",Inconnu,1,3
Alberta,"   Bas salaire","4 WAY LIQUOR LTD.","CALGARY, AB T2C 1J2","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","4 Yaar Enterprises Inc.","Spruce Grove, AB T7X 0C8","6311-Superviseurs des services alimentaires",Inconnu,3,3
Alberta,"   Bas salaire","407974 Alberta Ltd","Slave Lake, AB T0G 2A1","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","407974 Alberta Ltd","Slave Lake, AB T0G 2A1",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","415031 Alberta Ltd.","Calgary, AB T2C 1V5",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","420375 ALBERTA LTD.","CALGARY, AB T2V 2X4","6316-Surveillants des autres services",Inconnu,1,1
Alberta,"   Bas salaire","496303 AB Ltd","Onoway, AB T0E 1V0",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","508343 Alberta Inc","Valleyview, AB T0H 3N0",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","526753 ALBERTA LTD. o/a CHIANTI CAFE & RESTAURANT","CALGARY, AB T2J 5N8","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","544562 Alberta Ltd. o/a Cosmos Pizza","Fort McMurray, AB T9H 4V8","6311-Superviseurs des services alimentaires",Corporation,1,1
Alberta,"   Bas salaire","544562 Alberta Ltd. o/a Cosmos Pizza","Fort McMurray, AB T9H 4V8",6322-Cuisiniers,Corporation,1,2
Alberta,"   Bas salaire","556320 Alberta Ltd o/a Gregoire Food Store","Fort McMurray, AB T9H 4K6","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","5628866 Manitoba Ltd o/a Domino's Pizza","Edmonton, AB T5T 4K3","6311-Superviseurs des services alimentaires",Inconnu,2,2
Alberta,"   Bas salaire","5628882 Manitoba Ltd o/a Domino's Pizza","Edmonton, AB T6G 1E2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","5782687 Manitoba Ltd o/a Domino's Pizza","Edmonton, AB T6K 3J4","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","5782695 Manitoba Ltd o/a Domino's Pizza","Edmonton, AB T5X 4H7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","607433 Alberta Ltd","edmonton, AB T6T 1W6","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","608954 alberta Ltd","edmonton, AB T5T 4R3","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","623595 Alberta Ltd","Calgary, AB T3E 0B7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","653459 Alberta Ltd.","Lethbridge, AB T1J 4L9","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","655433 Alberta Ltd","Edmonton, AB T5T 7C5",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","662642 Alberta Ltd.","Cold Lake, AB T9M 1P1","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",Inconnu,1,1
Alberta,"   Bas salaire","665701 ALBERTA LTD","Calgary, AB T3E 3B3","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","675691 ALBERTA LTD","Calgary, AB T3G 4C8","6211-Superviseurs des ventes - commerce de détail",Inconnu,2,2
Alberta,"   Bas salaire","675691 ALBERTA LTD","Calgary, AB T3G 4C8","6311-Superviseurs des services alimentaires",Inconnu,1,3
Alberta,"   Bas salaire","697665 Alberta Inc","Edmonton, AB T5P 4S2",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","6th Sense Investment Corp","Edmonton, AB T6M 0K4","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","7036795 Canada Inc. O/A Harvey's Restaurant","Spruce Grove, AB T7X 0J6","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","725336 Alberta Ltd.","Edmonton, AB T6C 4L4","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","731273 Alberta Ltd.","Fort McMurray, AB T9K 1P1",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","744498 Alberta Ltd.","Edmonton, AB T5X 6A5","6421-Vendeurs - commerce de détail",Inconnu,6,6
Alberta,"   Bas salaire","781978 Alberta Ltd.","Calgary, AB T2H  0K","6311-Superviseurs des services alimentaires",Corporation,2,3
Alberta,"   Bas salaire","781978 Alberta Ltd.","Calgary, AB T2H  0K",6322-Cuisiniers,Corporation,1,1
Alberta,"   Bas salaire","807045 ALBERTA LTD","EDMONTON, AB T6N 1L5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","842489 ALBERTA LTD","Edmonton, AB T5B 4W4","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","850672 Alberta Ltd. o/a Nick's Family Restaurant","Vermilion, AB T9X 1J6","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","853582 ALBERTA LTD. O/A SUBWAY","CALGARY, AB T3K 5B8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","908239 Alberta LTD","Slave Lake, AB T0G 2A4","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","909588 Alberta Ltd","GRANDE CACHE, AB T0E 0Y0","6312-Gouvernants principaux",Inconnu,1,1
Alberta,"   Bas salaire","935710 Alberta Ltd.","Edmonton, AB T5L 4Y5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","941069 Alberta Ltd o/a Esso","Edmonton, AB T5L 2L8","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","941624 Alberta Ltd.","High Level, AB T0H 1Z0","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","941624 Alberta Ltd.","High Level, AB T0H 1Z0","6312-Gouvernants principaux",Inconnu,1,2
Alberta,"   Bas salaire","941624 Alberta Ltd.","High Level, AB T0H 1Z0",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","950174 Alberta Ltd. O/A Remedy Cafe","EDMONTON, AB T6G 1E8",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","957000 ALBERTA LTD O/A ALL INDIA GROCERY","EDMONTON, AB T6L 5Z8","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","978556 Alberta LTd","Nisku, AB T9E 8E2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","978556 Alberta LTd","Nisku, AB T9E 8E2",6322-Cuisiniers,Inconnu,2,2
Alberta,"   Bas salaire","980311 Alberta Ltd.","Cold Lake, AB T9M 1P1",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","986428 Alberta Ltd O/A Delton Grocery","Edmonton, AB T5B 3S8","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","9885030 Canada Limited","Cochrane, AB T4C 1A7","6211-Superviseurs des ventes - commerce de détail",Inconnu,2,2
Alberta,"   Bas salaire","991540 Alberta Ltd.","Sylvan Lake, AB T4S 1Z7","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","991798 Alberta Ltd. o/a Second Cup","Edmonton, AB T6R 2M4","6311-Superviseurs des services alimentaires",Corporation,1,1
Alberta,"   Bas salaire","997836 Alberta Ltd.","Stettler, AB T0C 2L0","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","997836 Alberta Ltd.","Stettler, AB T0C 2L0",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","A & S Enterprises Ltd","Calgary, AB T2N 1N4","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","A & V Enterprise Ltd","Calgary, AB T2N 1N4","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","A One Kitchen Cabinets Ltd.","Edmonton, AB T6E 5E8","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","A+ Buffet Sushi & Bar Ltd.","Calgary, AB T2H 0L3",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","A1 Granite & Marble Ltd.","Calgary, AB T2C 5N6","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","Aapar Foods Ltd.","Beaumont, AB T4X 1T4","6621-Préposés de stations-service",Inconnu,1,2
Alberta,"   Bas salaire","AB Countertops Ltd.","Edmonton, AB T6B 2H5","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","Acheson Truck Wash and Lube Ltd","Acheson, AB T7X 5A4","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","Acron Roofing Systems Inc","Edmonton, AB T5L 2T1","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,8
Alberta,"   Bas salaire","Affordable Kitchen Cabinets Inc.","Calgary, AB T3N 1R2",7272-Ébénistes,Inconnu,1,2
Alberta,"   Bas salaire","AGV Mechanical Inc.","Edmonton, AB T6B 2N2","9523-Assembleurs, monteurs, contrôleurs et vérificateurs de matériel électronique",Inconnu,1,1
Alberta,"   Bas salaire","AIRDRIE OJS LTD.","Airdrie, AB T4B 0V7",6322-Cuisiniers,Inconnu,1,4
Alberta,"   Bas salaire","AJAMAC Management Inc.","Edmonton, AB T5S 2V5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","AK Kithen Cabinet Ltd","Calgary, AB T1Y 6G7","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","AKAL DRYWALL & CONTRACTING LTD.","EDMONTON, AB T6E 4M9","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,0
Alberta,"   Bas salaire","Akshar Autobody Repair Shop Ltd","Leduc, AB T9E 0H3","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Alberta,"   Bas salaire","Alberta Custom Kitchens Ltd","Edmonton, AB T6N 1A8","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","Alberta Trading Corp","Edmonton, AB T6B 3G6","1521-Expéditeurs et réceptionnaires",Inconnu,1,1
Alberta,"   Bas salaire","Alberta Trading Corp","Edmonton, AB T6B 3G6","7514-Chauffeurs-livreurs - services de livraison et de messagerie",Inconnu,1,2
Alberta,"   Bas salaire","Alliance Express Ltd","Edmonton, AB T6T 0T8","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Alberta,"   Bas salaire","Aloha Dreams Ltd.","Edmonton, AB T5P 0M1","6311-Superviseurs des services alimentaires",Inconnu,2,2
Alberta,"   Bas salaire","Aloha Dreams Ltd.","Edmonton, AB T5P 0M1",6332-Boulangers-pâtissiers,Inconnu,1,1
Alberta,"   Bas salaire","AL-Quds Kebab House LTD","CALGARY, AB T2P 1A5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","AL-SAMI SUBS LTD","CALGARY, AB T2A 0R8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","amarjot holdings ltd","edmonton, AB T6K 3N5","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,2
Alberta,"   Bas salaire","Amira's Investments Ltd o/a Panago Pizza (Panago 47)","Fort McMurray, AB T9K 1Y1","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","Amore Bistro LTD","Edmonton, AB T5H 4A7",6321-Chefs,Inconnu,1,1
Alberta,"   Bas salaire","AMP Concept Canada Inc","Calgary, AB T3C 3S1","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",Inconnu,1,2
Alberta,"   Bas salaire","AMRITRAJ ENTERPRISES LTD.","Grande Prairie, AB T8V 0V9","6211-Superviseurs des ventes - commerce de détail",Inconnu,2,3
Alberta,"   Bas salaire","Anejo Restaurant Group Inc","Calgary, AB T2H 0L8","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","Anejo Restaurant Group Inc","Calgary, AB T2H 0L8",6322-Cuisiniers,Inconnu,4,16
Alberta,"   Bas salaire","AP Group Ltd.","Airdrie, AB T4B 0P6","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",Inconnu,1,2
Alberta,"   Bas salaire","Aroma East India Cuisine Restaurant","Edmonton, AB T6K 2N2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","Asar & Ayan Ltd.","Cochrane, AB T4C 2B9","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","Atlas Landscaping Inc","Edmonton, AB T6X 1R2","8612-Manoeuvres en aménagement paysager et en entretien des terrains",Inconnu,1,2
Alberta,"   Bas salaire","Atlas Landscaping Inc.","Edmonton, AB T6P 1S4","6315-Surveillants des services de nettoyage",Corporation,1,1
Alberta,"   Bas salaire","Aura 777 foods ltd.","Edmonton International Airport Ledu, AB T9E 1J","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","Auto World Sales Inc.","Calgary, AB T3J 3W4","6315-Surveillants des services de nettoyage",Inconnu,1,1
Alberta,"   Bas salaire","Avdhut Inc.","COCHRANE, AB T4C 1Z3","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","Aventura Marketing Inc.","Edmonton, AB T6E 5E3","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","Avocet Foods Ltd","Bonnyville, AB T9N 1Y5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","Avocet Foods Ltd","Bonnyville, AB T9N 1Y5",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","Azan Trading Company Ltd","CHESTERMERE, AB T1X 0A4","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","B & N Foods Inc.","Canmore, AB T1W 1N6","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","B & N Foods Inc.","Canmore, AB T1W 1N6","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","B Towne Salon LTD","Banff, AB T1L 1A4","6341-Coiffeurs et barbiers",Inconnu,1,1
Alberta,"   Bas salaire","Banff Subs Inc.","Banff, AB T1L 1A7","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","Banff Subs Inc.","Banff, AB T1L 1A7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","Bannerz Canada Inc.","Edmonton, AB T6E 1K8","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","BANZAI RESTAURANT (CALGARY) LIMITED","Calgary, AB T2V 1K2","6311-Superviseurs des services alimentaires",Inconnu,2,2
Alberta,"   Bas salaire","Basharat & Shafaat Brothers Inc","Camrose, AB T4V 4L4","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","Beamer's Coffee Bar Ltd.","Canmore, AB T1W 3H8","6311-Superviseurs des services alimentaires",Corporation,2,2
Alberta,"   Bas salaire","BEIJING HOUSE CUISINE LTD","EDMONTON, AB T5L 5E7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","BEIJING HOUSE CUISINE LTD","EDMONTON, AB T5L 5E7",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","Berkaan Flooring Ltd","Edmonton, AB T6L 6Y6","7295-Poseurs de revêtements d'intérieur",Inconnu,1,1
Alberta,"   Bas salaire","BG FUELS GAS BAR","ST PAUL, AB T0A 3A1","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,2
Alberta,"   Bas salaire","Bhinder Elite Exteriors Ltd.","Calgary, AB T3J 4N5","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",Inconnu,1,2
Alberta,"   Bas salaire","Bhullar Enterprises Ltd.","Edmonton, AB T6T 0M2","7511-Conducteurs de camions de transport",Inconnu,1,2
Alberta,"   Bas salaire","Bhullar Trucking Ltd.","Edmonton, AB T5S 2G6","7514-Chauffeurs-livreurs - services de livraison et de messagerie",Inconnu,1,1
Alberta,"   Bas salaire","Bhullar Trucking Ltd.","Edmonton, AB T5S 2G6","7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles",Inconnu,1,1
Alberta,"   Bas salaire","BIG FIVE HOSPITALITIES LTD.","EDMONTON, AB T5J 0Y8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","BIKANER SWEETS AND BAKERY LTD.","CALGARY, AB T3N 1W1",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","BIKANER SWEETS HOUSE & RESTAURANT INC.","CALGARY, AB T3J 4L4",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","BK RESTAURANT LTD","Edmonton, AB T5S 1L8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","BK RESTAURANT LTD","Edmonton, AB T5S 1L8",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","Black Diamond Auto Parts & Recycling Ltd","Black Diamond, AB T0L 0H0","6421-Vendeurs - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","Black Mamba Inc.","Edmonton, AB T6T 2L3","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","Blue Dart Freight Systems Inc.","Calgary, AB T3K 4X7","7511-Conducteurs de camions de transport",Inconnu,1,5
Alberta,"   Bas salaire","BMW ROOFING & SIDING 2000 INC","Rocky View No. 44, AB T1X 1X6",7271-Charpentiers-menuisiers,Inconnu,1,4
Alberta,"   Bas salaire","Boa Nova Contracting Ltd","Edmonton, AB T6E 3J4","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,1
Alberta,"   Bas salaire","Bonnyville ACM Ltd","Bonnyville, AB T9N 2J3","6311-Superviseurs des services alimentaires",Inconnu,2,2
Alberta,"   Bas salaire","Boston Pizza","Wetaskiwin, AB T9A 0R5",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","Bow Liquor Inc.","Calgary, AB T3B 0E7","6421-Vendeurs - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","Bowls Korean BBQ Ltd.","Calgary, AB T3K 0B3","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","BP Tri Centre LTD","Spruce Grove, AB T7X 0T3",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","BPR BANFF LTD. O/A BOSTON PIZZA","Calgary, AB T2W 3M5",6322-Cuisiniers,Inconnu,1,4
Alberta,"   Bas salaire","Brightsun Corporation","Calgary, AB T3E 6V2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","Brooks Transportation Ltd","Calgary, AB T3K 0C4","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Alberta,"   Bas salaire","BSK FASTWAY LTD.","EDMONTON, AB T6X 0A3","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","Budget Embroidery Ltd","Edmonton, AB T6E 5R5","6342-Tailleurs, couturiers, fourreurs et modistes",Inconnu,1,1
Alberta,"   Bas salaire","BVD Holdings Calgary Inc.","Calgary, AB T2B 3R8","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
