Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Requested LMIAs,Requested Positions,Postal Code,Latitude,Longitude
Alberta ,High Wage ,CALGARY DRYWALL LTD.,"CHESTERMERE, AB T1X 0B4","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1,T1X 0B4,51.03135380000001,-113.8412566
Alberta ,High Wage ,Canadian Standard Cabinets Ltd.,"Edmonton, AB T6E 0A9",60020-Retail and wholesale trade managers,Unknown,1,1,T6E 0A9,53.4904182,-113.4826744
Alberta ,High Wage ,Capital Auto Recycling Ltd.,"Edmonton, AB T6H 2J7",73209-Other repairers and servicers,Unknown,1,1,T6H 2J7,53.4968116,-113.4940841
Alberta ,High Wage ,Caramex Logistics Inc,"Sylvan Lake, AB T4S 1J9",73300-Transport truck drivers,Unknown,3,3,T4S 1J9,52.3009553,-114.0971661
Alberta ,High Wage ,Castella Chinook Centre Ltd.,"Calgary, AB T2H 0K8",60020-Retail and wholesale trade managers,Unknown,1,1,T2H 0K8,50.9974676,-114.0719854
Alberta ,High Wage ,Chardikla Investments Inc,"Edmonton, AB T6X 0B6","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,T6X 0B6,53.4318878,-113.3640771
Alberta ,High Wage ,Chester Cabinetry Inc.,"Calgary, AB T3J 5R8",75110-Construction trades helpers and labourers,Unknown,1,1,T3J 5R8,51.118827,-113.9166859
Alberta ,High Wage ,Chikito Designs Ltd,"CALGARY, AB T2Y 4K9","53125-Patternmakers - textile, leather and fur products",Unknown,1,1,T2Y 4K9,50.8962693,-114.1128286
Alberta ,High Wage ,CLASSY COAT PAINTING LTD.,"AIRDRIE, AB T4B 3L4",75110-Construction trades helpers and labourers,Unknown,1,2,T4B 3L4,51.2712505,-114.0241097
Alberta ,High Wage ,Connecting Dots Foundation Canada,"Innisfail, AB T4G 1M6","40030-Managers in social, community and correctional services",Unknown,2,2,T4G 1M6,52.0205923,-113.9473191
Alberta ,High Wage ,Constr Solutions Ltd.,"Calgary, AB T3K 0J7","10022-Advertising, marketing and public relations managers",Unknown,1,1,T3K 0J7,51.1631166,-114.0935758
Alberta ,High Wage ,Corina's Therapeutic Massage INC,"Edmonton, AB T6M 2Y8",32201-Massage therapists,Unknown,1,1,T6M 2Y8,53.4880522,-113.6723449
Alberta ,High Wage ,Cornerstone Christian Church of God Edmonton,"Edmonton, AB T6B 3B6",14200-Accounting and related clerks,Unknown,1,1,T6B 3B6,53.5291825,-113.417368
Alberta ,High Wage ,Cricket store edmonton inc.,"EDMONTON, AB T6E 5E9",62010-Retail sales supervisors,Unknown,1,1,T6E 5E9,53.4895147,-113.4594647
Alberta ,High Wage ,Cricket store edmonton inc.,"EDMONTON, AB T6E 5E9",65100-Cashiers,Unknown,1,1,T6E 5E9,53.4895147,-113.4594647
Alberta ,High Wage ,Critical Control Technologies Inc.,"Calgary, AB T2G 0R1",21222-Information systems specialists,Unknown,1,1,T2G 0R1,51.0435147,-114.0622974
Alberta ,High Wage ,D & D Commercial Roofing Ltd.,"EDMONTON, AB T5T 5X8","72013-Contractors and supervisors, carpentry trades",Unknown,1,1,T5T 5X8,53.5398575,-113.6840671
Alberta ,High Wage ,D & D Commercial Roofing Ltd.,"EDMONTON, AB T5T 5X8",73200-Residential and commercial installers and servicers,Unknown,1,3,T5T 5X8,53.5398575,-113.6840671
Alberta ,High Wage ,D.R Number One Construction LTD,"Edmonton, AB T6X 3E1",73101-Tilesetters,Unknown,1,1,T6X 3E1,53.4328083,-113.3889878
Alberta ,High Wage ,Deeleeo Inc.,"EDMONTON, AB T6X 0S8",60010-Corporate sales managers,Unknown,1,1,T6X 0S8,53.4305939,-113.4875131
Alberta ,High Wage ,Delta Concrete Finisher Ltd.,"Edmonton, AB T5T 6S7",73100-Concrete finishers,Unknown,1,2,T5T 6S7,53.5073405,-113.6161233
Alberta ,High Wage ,Deva Applications Ltd.,"Edmonton, AB T6L 6V9",11100-Financial auditors and accountants,Unknown,1,1,T6L 6V9,53.4636433,-113.433355
Alberta ,High Wage ,DHILLON BEAUTY & HAIR SALON LTD.,"Edmonton, AB T6C 0K3",63210-Hairstylists and barbers,Unknown,1,1,T6C 0K3,53.5125008,-113.477979
Alberta ,High Wage ,Diva Nails Inc,"Edmonton, AB T6W 1A2","63211-Estheticians, electrologists and related occupations",Unknown,1,1,T6W 1A2,53.4280559,-113.5134542
Alberta ,High Wage ,D-KAMP SERVICES INC.,"Rocky View County, AB T4A 0X8",52120-Graphic designers and illustrators,Unknown,1,1,T4A 0X8,51.1967811,-113.9955774
Alberta ,High Wage ,Dosanjh 64 Inc.,"Grande Prairie, AB T8V 6S4",62010-Retail sales supervisors,Unknown,1,1,T8V 6S4,55.1567916,-118.7761498
Alberta ,High Wage ,DRAS Construction Ltd,"Edmonton, AB T6J 4M6",72310-Carpenters,Unknown,1,2,T6J 4M6,53.4595853,-113.528592
Alberta ,High Wage ,DREW DROP CLEANING LTD.,"CALGARY, AB T3N 2E3","65312-Janitors, caretakers and heavy-duty cleaners",Unknown,1,2,T3N 2E3,51.1656917,-113.9232275
Alberta ,High Wage ,DS Renovation Ltd.,"Calgary, AB T3J 0B5",72310-Carpenters,Unknown,1,1,T3J 0B5,51.13296159999999,-113.933601
Alberta ,High Wage ,EASY LIQUOR EDSON INC.,"EDSON, AB T7E 1T1",62010-Retail sales supervisors,Unknown,1,2,T7E 1T1,53.5849819,-116.4320559
Alberta ,High Wage ,Ecoply Inc.,"Calgary, AB T3J 0T7",94122-Paper converting machine operators,Unknown,1,2,T3J 0T7,51.1428533,-114.0267611
Alberta ,High Wage ,Edmonton Tire & Lube Ltd.O/A New Millenium Edmonton Tire & Lube Ltd.,"Edmonton, AB T6P 1N8",13110-Administrative assistants,Unknown,1,1,T6P 1N8,53.5097987,-113.3727357
Alberta ,High Wage ,EFFICOT CORPORATION,"CALGARY, AB T2P 4K9",60020-Retail and wholesale trade managers,Unknown,1,1,T2P 4K9,51.04643489999999,-114.0715071
Alberta ,High Wage ,Eleanor and Laurent Inc,"Edmonton, AB T6G 0Z1",63200-Cooks,Unknown,1,1,T6G 0Z1,53.5239695,-113.5136265
Alberta ,High Wage ,ENDEAVOUR HOMES LTD.,"EDMONTON, AB T6X 3A2",13100-Administrative officers,Unknown,1,1,T6X 3A2,53.4301317,-113.4053672
Alberta ,High Wage ,EnviCore Inc.,"CALGARY, AB T2A 6K4",22100-Chemical technologists and technicians,Unknown,1,1,T2A 6K4,51.057045,-113.9922789
Alberta ,High Wage ,Envision Property Management Ltd.,"CALGARY, AB T2A 0P6",73201-General building maintenance workers and building superintendents,Unknown,1,1,T2A 0P6,51.0377021,-113.9969123
Alberta ,High Wage ,Ephraim Stat Care Ltd,"Calgary, AB T2M 1B6","33102-Nurse aides, orderlies and patient service associates",Unknown,1,2,T2M 1B6,51.0694069,-114.1037975
Alberta ,High Wage ,E-Pro Bot Inc.,"Edmonton, AB T5S 1J1",60010-Corporate sales managers,Unknown,1,1,T5S 1J1,53.5537174,-113.6289884
Alberta ,High Wage ,Everett Group Inc,"Calgary, AB T3N 1L3",13110-Administrative assistants,Unknown,1,1,T3N 1L3,51.1521687,-113.9839443
Alberta ,High Wage ,F Siddiqui Professional Corporation,"Edmonton, AB T6L 7G2",21221-Business system specialists,Unknown,1,1,T6L 7G2,53.4598599,-113.4227212
Alberta ,High Wage ,F12.net Inc.,"Edmonton, AB T5V 1R9",22221-User support technicians,Unknown,1,1,T5V 1R9,53.598527,-113.5885823
Alberta ,High Wage ,Fair Deal Furniture Ltd,"Calgary, AB T1Y 6Z2",60020-Retail and wholesale trade managers,Unknown,1,1,T1Y 6Z2,51.0698084,-113.9860964
Alberta ,High Wage ,FAM RC Multiservices Ltd,"Edmonton, AB T5E 5N6","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,3,T5E 5N6,53.5870486,-113.5292836
Alberta ,High Wage ,Farmer's Legacy Biotech Ltd,"Calgary, AB T2N 1N4",22100-Chemical technologists and technicians,Unknown,1,1,T2N 1N4,51.0769127,-114.1296326
Alberta ,High Wage ,FIABLE BUSINESS AND CONSULTING CORPORATION,"Sherwood Park, AB T8H 0M2",12200-Accounting technicians and bookkeepers,Unknown,1,1,T8H 0M2,53.56703580000001,-113.31374
Alberta ,High Wage ,Flying Spur Transport Inc,"Edmonton, AB T6T 1E8",73300-Transport truck drivers,Unknown,1,4,T6T 1E8,53.4849504,-113.391751
Alberta ,High Wage ,Fortune Lenders Inc.,"Calgary, AB T2P 0M9",13110-Administrative assistants,Unknown,1,1,T2P 0M9,51.0485322,-114.0753727
Alberta ,High Wage ,Four Life Construction LTD,"Edmonton, AB T5T 7C4","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1,T5T 7C4,53.5245019,-113.6898076
Alberta ,High Wage ,Friends Auto Repair Inc,"Calgary, AB T3N 1Y9",13110-Administrative assistants,Unknown,1,1,T3N 1Y9,51.15189119999999,-113.9708692
Alberta ,High Wage ,Future East Studios Inc.,"Edmonton, AB T6E 5A6",13100-Administrative officers,Unknown,1,1,T6E 5A6,53.4890446,-113.4746502
Alberta ,High Wage ,G & S FRAMING LTD.,"Calgary, AB T3J 2J2",72310-Carpenters,Unknown,1,2,T3J 2J2,51.1319369,-113.9638572
Alberta ,High Wage ,G.N.D INC,"Calgary, AB T3J 0S6",13100-Administrative officers,Unknown,1,1,T3J 0S6,51.1254747,-113.9465639
Alberta ,High Wage ,Galaxy Cottage Construction,"Chestermere, AB T1X 0Y4",13110-Administrative assistants,Unknown,1,1,T1X 0Y4,51.0148805,-113.811142
Alberta ,High Wage ,Ganesh Food Production Ltd.,"Sherwood Park, AB T8A 4H2",62020-Food service supervisors,Unknown,1,1,T8A 4H2,53.53714249999999,-113.33122
Alberta ,High Wage ,Garage111 Performance Ltd.,"Calgary, AB T2G 1W4",13110-Administrative assistants,Unknown,1,1,T2G 1W4,51.0217716,-114.0541311
Alberta ,High Wage ,Gas Plus,"carseland, AB T0J 0M0",60020-Retail and wholesale trade managers,Unknown,1,1,T0J 0M0,50.8887029,-113.451931
Alberta ,High Wage ,GD STUCCO LTD.,"CALGARY, AB T3J 2V3",75110-Construction trades helpers and labourers,Unknown,1,3,T3J 2V3,51.1120628,-113.9537186
Alberta ,High Wage ,Gill Concrete Pumping Ltd.,"Calgary, AB T3N 1Y2",72310-Carpenters,Unknown,1,2,T3N 1Y2,51.1479916,-113.9249783
Alberta ,High Wage ,Global Studios Inc,"sherwood park, AB T8A 3X3",22221-User support technicians,Unknown,1,1,T8A 3X3,53.52757159999999,-113.2943527
Alberta ,High Wage ,GN Drywall Inc,"CALGARY, AB T3J 5B7",75110-Construction trades helpers and labourers,Unknown,1,2,T3J 5B7,51.1330898,-113.9417914
Alberta ,High Wage ,God's Glory African and West Indian Market,"Calgary, AB T2A 6V4",62010-Retail sales supervisors,Unknown,1,1,T2A 6V4,51.05162869999999,-113.9790077
Alberta ,High Wage ,GOOD GRACE TRANSPORT INC,"Calgary, AB T3J 3L7",73300-Transport truck drivers,Unknown,1,2,T3J 3L7,51.10519,-113.9331433
Alberta ,High Wage ,Great Grace Trading Canada Ltd,"Edmonton, AB T6E 0T1","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1,T6E 0T1,53.50549299999999,-113.4901841
Alberta ,High Wage ,GRH TRANSPORT SERVICES LTD,"Calgary, AB T3N 1G9",73300-Transport truck drivers,Unknown,1,4,T3N 1G9,51.1575693,-113.9423149
Alberta ,High Wage ,Gursach Immigration Solutions Inc,"Edmonton, AB T6E 5E3",13100-Administrative officers,Unknown,1,1,T6E 5E3,53.4811453,-113.484267
Alberta ,High Wage ,H&R RENOVATIONS LTD.,"CALGARY, AB T3N 0X8",75110-Construction trades helpers and labourers,Unknown,1,2,T3N 0X8,51.1701079,-113.9539944
Alberta ,High Wage ,H&S CONTRACTING CORPORATION,"Calgary, AB T3J 0C3",13110-Administrative assistants,Unknown,1,1,T3J 0C3,51.1385795,-113.9356421
Alberta ,High Wage ,H&S CONTRACTING CORPORATION,"Calgary, AB T3J 0C3",62010-Retail sales supervisors,Unknown,1,1,T3J 0C3,51.1385795,-113.9356421
Alberta ,High Wage ,Harry Rai Construction Ltd.,"edmonton, AB T6X 1T2",72500-Crane operators,Unknown,1,1,T6X 1T2,53.4134863,-113.4417128
Alberta ,High Wage ,HARTZ IMMIGRATION SERVICES INC,"Calgary, AB T3J 0X6",13100-Administrative officers,Unknown,1,1,T3J 0X6,51.1330868,-113.965739
Alberta ,High Wage ,Hasan Stone Ltd,"Calgary, AB T1Y 4P4","72013-Contractors and supervisors, carpentry trades",Unknown,1,1,T1Y 4P4,51.0730363,-113.948152
Alberta ,High Wage ,HATHAWAY'S DINER INC,"EDMONTON, AB T5L 1R9",63200-Cooks,Unknown,1,1,T5L 1R9,53.5927976,-113.5485748
Alberta ,High Wage ,HELLOMAX LIMITED O/A DAYSLANDER MOTEL,"DAYSLAND, AB T0B 1A0","62022-Accommodation, travel, tourism and related services supervisors",Unknown,1,2,T0B 1A0,52.8863649,-112.1864879
Alberta ,High Wage ,HIGH RIVER BOTTLE DEPOT INC.,"HIGH RIVER, AB T1V 2A6",14400-Shippers and receivers,Unknown,1,1,T1V 2A6,50.5711358,-113.8367837
Alberta ,High Wage ,High Touch Construction Ltd.,"Edmonton, AB T6T 0M3",73200-Residential and commercial installers and servicers,Unknown,1,2,T6T 0M3,53.453513,-113.3834651
Alberta ,High Wage ,HYDERABAD HOUSE CANADA LTD,"Calgary, AB T3J 4K3",63200-Cooks,Unknown,1,2,T3J 4K3,51.0986189,-113.965011
Alberta ,High Wage ,I K N TRUCKING LTD.,"CLAIRMONT, AB T8X 4R1",13100-Administrative officers,Unknown,1,1,T8X 4R1,55.2924571,-118.9010049
Alberta ,High Wage ,Impact Coatings Inc,"Edmonton, AB T5V 1B1","94213-Industrial painters, coaters and metal finishing process operators",Unknown,1,1,T5V 1B1,53.5728858,-113.5929653
Alberta ,High Wage ,Imperium Holdings Ltd,"Calgary, AB T2N 2Z7",13110-Administrative assistants,Unknown,1,1,T2N 2Z7,51.0622141,-114.1342893
Alberta ,High Wage ,INCAN GLOBAL CORP,"EDMONTON, AB T6E 5P2",12200-Accounting technicians and bookkeepers,Unknown,1,1,T6E 5P2,53.4678276,-113.4732764
Alberta ,High Wage ,Indian restaurant punjabi dhaba ltd,"WHITECOURT, AB T7S 1H6",62200-Chefs,Unknown,1,1,T7S 1H6,54.0951406,-115.6499582
Alberta ,High Wage ,Indian restaurant punjabi dhaba ltd,"WHITECOURT, AB T7S 1H6",63200-Cooks,Unknown,1,2,T7S 1H6,54.0951406,-115.6499582
Alberta ,High Wage ,Infini Health Performance and Rehabilitation Centre Inc.,"CALGARY, AB T2H 0P",32121-Medical radiation technologists,Corporation,1,1,,,
Alberta ,High Wage ,Infinity Dispatch Services Inc,"Calgary, AB T3K 6A7",14404-Dispatchers,Unknown,1,1,T3K 6A7,51.1668254,-114.0614931
Alberta ,High Wage ,INNER SPACE DEVELOPMENTS LTD,"CALGARY, AB T3A 4R6",13100-Administrative officers,Unknown,1,2,T3A 4R6,51.1082271,-114.1709227
Alberta ,High Wage ,INTELLECTUALS INC.,"CALGARY, AB T3J 4R4",13100-Administrative officers,Unknown,1,1,T3J 4R4,51.1194749,-113.9438948
Alberta ,High Wage ,ISHMIN ENTERPRISES INC.,"CALGARY, AB T2H 0L9","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2,T2H 0L9,50.9870207,-114.0699502
Alberta ,High Wage ,JAY BROSS LOGISTICS LTD.,"CALGARY, AB T2Z 5G4",73300-Transport truck drivers,Unknown,1,1,T2Z 5G4,50.9125074,-113.9287862
Alberta ,High Wage ,Jay Shri Krishna Inc,"Drumheller, AB T0J 0Y0",62020-Food service supervisors,Unknown,1,1,T0J 0Y0,51.4989257,-112.9656319
Alberta ,High Wage ,JCS 28 ENTERPRISE LTD,"AIRDRIE, AB T4A 0G8",73112-Painters and decorators (except interior decorators),Unknown,1,3,T4A 0G8,51.2664896,-113.9789238
Alberta ,High Wage ,JEET TRANSPORT LTD.,"EDMONTON, AB T5Y 3M8",73300-Transport truck drivers,Unknown,1,2,T5Y 3M8,53.6110573,-113.364113
Alberta ,High Wage ,Jevick Consulting Services Inc.,"Calgary, AB T2A 0W1","41405-Education policy researchers, consultants and program officers",Unknown,1,1,T2A 0W1,51.0380372,-113.9572004
Alberta ,High Wage ,Jireh Construction Ltd,"Edmonton, AB T5P 2S5",73400-Heavy equipment operators,Unknown,1,1,T5P 2S5,53.553344,-113.5900431
Alberta ,High Wage ,JONES TRANSPORTATION INCORPORATED,"Acheson, AB T7X 6C3",10029-Other business services managers,Unknown,1,1,T7X 6C3,53.57080329999999,-113.7551997
Alberta ,High Wage ,JP & RS Transport Inc.,"Edmonton, AB T6L 5W4",73300-Transport truck drivers,Unknown,1,2,T6L 5W4,53.442761,-113.4189999
Alberta ,High Wage ,JREN Energy Inc,"Calgary, AB T3P 2A2",14101-Receptionists,Unknown,1,1,T3P 2A2,51.1841102,-114.1133645
Alberta ,High Wage ,JumpStart Learning Centre LTD,"EDMONTON, AB T6W 3G9",13100-Administrative officers,Unknown,1,1,T6W 3G9,53.4296766,-113.5879645
Alberta ,High Wage ,KASTNER AUCTIONS LTD.,"EDMONTON, AB T5M 1W6","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1,T5M 1W6,53.5611264,-113.5776355
Alberta ,High Wage ,KIMAYA TRANSPORTATION LTD,"Edmonton, AB T5M 3X4",13110-Administrative assistants,Unknown,1,1,T5M 3X4,53.5629386,-113.5869805
Alberta ,High Wage ,King of Fadez Barbershop Inc.,"Cochrane, AB T4C 2B3",63210-Hairstylists and barbers,Unknown,1,3,T4C 2B3,51.2357527,-114.4724272
Alberta ,High Wage ,KINGSWAY LIQUOR INC.,"Edmonton, AB T6J 5M8",62010-Retail sales supervisors,Unknown,1,1,T6J 5M8,53.47243839999999,-113.4943246
Alberta ,High Wage ,KINGSWAY LIQUOR INC.,"Edmonton, AB T6J 5M8",65100-Cashiers,Unknown,2,2,T6J 5M8,53.47243839999999,-113.4943246
Alberta ,High Wage ,KKB INSURANCE LTD.,"Edmonton, AB T6B 3J4",13110-Administrative assistants,Unknown,1,1,T6B 3J4,53.49262179999999,-113.4393125
Alberta ,High Wage ,KKB INSURANCE LTD.,"Edmonton, AB T6B 3J4",63100-Insurance agents and brokers,Unknown,1,1,T6B 3J4,53.49262179999999,-113.4393125
Alberta ,High Wage ,KOZY NAILS AND SPA LTD.,"AIRDRIE, AB T4B 3G2","63211-Estheticians, electrologists and related occupations",Unknown,1,2,T4B 3G2,51.265772,-114.0053981
Alberta ,High Wage ,KR Roofing & Exteriors Inc.,"Grande Prairie, AB T8V 8E1","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1,T8V 8E1,55.2098698,-118.7720067
Alberta ,High Wage ,L.A.N Delivery Express & Hot Shot,"Edmonton, AB T6T 1S7",70020-Managers in transportation,Unknown,1,1,T6T 1S7,53.47142299999999,-113.3724644
Alberta ,High Wage ,L.I.C Construction Ltd.,"Edmonton, AB T6V 0A9",75110-Construction trades helpers and labourers,Unknown,1,3,T6V 0A9,53.6092684,-113.5619809
Alberta ,High Wage ,Leadway Immigration & Consulting Services Inc.,"Edmonton, AB T6W 0W1",41402-Business development officers and market researchers and analysts,Unknown,1,1,T6W 0W1,53.4044312,-113.5299251
Alberta ,High Wage ,LINDEN BLOCKCHAIN LTD.,"CALGARY, AB T3M 0Z7",21232-Software developers and programmers,Unknown,1,1,T3M 0Z7,50.87364849999999,-113.9722387
Alberta ,High Wage ,Lions Drywall Taping and Construction Ltd.,"EDMONTON, AB T6T 2K2","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1,T6T 2K2,53.4760425,-113.3457762
Alberta ,High Wage ,M.E .E AUTO LTD,"Edmonton, AB T5P 4H6",75119-Other trades helpers and labourers,Unknown,1,2,T5P 4H6,53.5581784,-113.6080686
Alberta ,High Wage ,Madiz Construction Ltd,"Edmonton, AB T6W 4M3","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1,T6W 4M3,53.398905,-113.5855178
Alberta ,High Wage ,MAG Technologies Inc,"Balzac, AB T4A 0X8",64409-Other customer and information services representatives,Unknown,1,1,T4A 0X8,51.1967811,-113.9955774
Alberta ,High Wage ,Majha Group trucking Inc.,"Calgary, AB T3J 5B5",73300-Transport truck drivers,Unknown,1,2,T3J 5B5,51.1338568,-113.9430453
Alberta ,High Wage ,Mammoth Graphics 2020 Inc,"Red Deer, AB T4P 2P6",52120-Graphic designers and illustrators,Unknown,1,1,T4P 2P6,52.3150182,-113.881972
Alberta ,High Wage ,Mammoth Graphics 2020 Inc,"Red Deer, AB T4P 2P6",64409-Other customer and information services representatives,Unknown,1,1,T4P 2P6,52.3150182,-113.881972
Alberta ,High Wage ,Masterbuilt Projects Ltd.,"Calgary, AB T3N 1Z3","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1,T3N 1Z3,51.1536339,-113.9716192
Alberta ,High Wage ,Masterbuilt Projects Ltd.,"Calgary, AB T3N 1Z3",73100-Concrete finishers,Unknown,1,1,T3N 1Z3,51.1536339,-113.9716192
Alberta ,High Wage ,Maxworth Homes Ltd.,"Edmonton, AB T6N 1M2",13100-Administrative officers,Unknown,1,1,T6N 1M2,53.4649226,-113.4866119
Alberta ,High Wage ,MAZA ENTERPRISES INC.,"Calgary, AB T3J 2H9",60030-Restaurant and food service managers,Unknown,1,1,T3J 2H9,51.13190909999999,-113.9671744
Alberta ,High Wage ,MELA Enterprises Ltd,"Lethbridge, AB T1H 6L5",13110-Administrative assistants,Unknown,1,1,T1H 6L5,49.7149173,-112.7881411
Alberta ,High Wage ,MH EXPRESS INC.,"CALGARY, AB T3N 1M9",73300-Transport truck drivers,Unknown,1,3,T3N 1M9,51.1747935,-113.9515653
Alberta ,High Wage ,Momen Enterprise Ltd.,"CALGARY, AB T3J 0Z7",13100-Administrative officers,Unknown,1,1,T3J 0Z7,51.1330086,-113.951742
Alberta ,High Wage ,Monarch Immigration Services Pvt. Ltd.,"Edmonton, AB T6E 5A6",13100-Administrative officers,Unknown,1,1,T6E 5A6,53.4890446,-113.4746502
Alberta ,High Wage ,NAHEL JANITORIAL SERVICES LTD.,"CALGARY, AB T3R 1L2",62024-Cleaning supervisors,Unknown,1,1,T3R 1L2,51.1563648,-114.1276317
Alberta ,High Wage ,Nanode Battery Technologies ltd.,"Edmonton, AB T6G 2M9",21320-Chemical engineers,Unknown,1,1,T6G 2M9,53.5286866,-113.5275136
Alberta ,High Wage ,Narayan Development Inc.,"Edmonton, AB T5G 1K7",60020-Retail and wholesale trade managers,Unknown,1,1,T5G 1K7,53.5607376,-113.4865669
Alberta ,High Wage ,New Millenium Tire Centre Alberta Ltd,"Calgary, AB T2C 2P8",13110-Administrative assistants,Unknown,1,1,T2C 2P8,50.97593,-113.9654386
Alberta ,High Wage ,Newstyle Painting & Decorating Inc.,"Calgary, AB T3J 4J8",75110-Construction trades helpers and labourers,Unknown,1,2,T3J 4J8,51.1215511,-113.9630429
Alberta ,High Wage ,New-Way Trucking Ltd.,"Acheson, AB T7X 6C7",75119-Other trades helpers and labourers,Unknown,2,3,T7X 6C7,53.55946609999999,-113.7613684
Alberta ,High Wage ,NIRVANA ENTERTAINMENT INC.,"CALGARY, AB T2E 1K2","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,T2E 1K2,51.0677443,-114.0543549
Alberta ,High Wage ,NISKU TRUCK REPAIR AND TRUCK PARKING LTD,"Nisku, AB T9E 7S6","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1,T9E 7S6,53.3270746,-113.5180738
Alberta ,High Wage ,NOOR PAINTING AND DECORATING LTD.,"CALGARY, AB T3J 0Z3",75110-Construction trades helpers and labourers,Unknown,1,2,T3J 0Z3,51.1353703,-113.9360676
Alberta ,High Wage ,North 67 transport Inc,"Sherwood Park, AB T8H 2M8",73300-Transport truck drivers,Unknown,1,40,T8H 2M8,53.5635968,-113.3174101
Alberta ,High Wage ,Northvan Construction Ltd.,"Calgary, AB T3N 1L1","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1,T3N 1L1,51.1678131,-113.9493986
Alberta ,High Wage ,Nostance Cleaners Inc,"Fort McMurray, AB T9H 0C9",62024-Cleaning supervisors,Unknown,1,1,T9H 0C9,56.7105983,-111.3412901
