"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, January to March 2024",b,c,d,e,f,g,h
Ontario,Low Wage,Sandhill Nursery (2002) Inc,"Huntsville, ON P1H 2K8",8612-Landscaping and grounds maintenance labourers,Unknown,1,4
Ontario,Low Wage,SANTORINI-2022 LTD,"Port Hope, ON L1A 1N2",6322-Cooks,Unknown,1,2
Ontario,Low Wage,Saputo Dairy Products Canada G.P.,"Vaughan, ON L4H 1X9","9461-Process control and machine operators, food, beverage and associated products processing",Unknown,1,1
Ontario,Low Wage,Saputo Dairy Products Canada G.P.,"Vaughan, ON L4H 1X9","9617-Labourers in food, beverage and associated products processing",Unknown,1,1
Ontario,Low Wage,Sarajevo Grill and Meat Inc.,"Etobicoke, ON M9B 6J1",6332-Bakers,Unknown,1,1
Ontario,Low Wage,Sarantha Investments Ltd,"Listowel, ON N4W 3G7",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,SARDAR CUSTOM HOMES INC.,"BRAMPTON, ON L6S 5Z4",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,Sarnia Golf and Curling Club Ltd,"Sarnia, ON N7V 1X7",0631-Restaurant and food service managers,Unknown,1,1
Ontario,Low Wage,Sarnia Produce Incorporated,"Point Edward, ON N7V 1A7",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,Sarpa Trattoria Inc,"Concord, ON L4K 4E6",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Sarpa Trattoria Inc,"Concord, ON L4K 4E6",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Sarrana Inc.,"Mississauga, ON L5V 0A5",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,SAUGA EXIM LTD.,"Scarborough, ON M1B 4Y7",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,Low Wage,SCA Oplenac,"Mississauga, ON L5E 1H1",5133-Musicians and singers,Unknown,1,1
Ontario,Low Wage,Scarborough Rehabiltation Clinic Inc.,"Scarborough, ON M1J 2E7",6731-Light duty cleaners,Unknown,1,1
Ontario,Low Wage,Schlegel Villages Inc,"Kitchener, ON N2E 4H5",3233-Licensed practical nurses,Unknown,1,1
Ontario,Low Wage,Schlegel Villages Inc,"Kitchener, ON N2E 4H5","3413-Nurse aides, orderlies and patient service associates",Unknown,2,10
Ontario,Low Wage,Seapark Industrial Drycleaners Limited,"St. Catharines, ON L2M 6T2","6741-Dry cleaning, laundry and related occupations",Unknown,1,1
Ontario,Low Wage,SEHDEV DRUGS LIMITED,"Brampton, ON L7A 2X6",3414-Other assisting occupations in support of health services,Unknown,1,1
Ontario,Low Wage,SemSem Inc.,"Ottawa, ON K1V 0T7",6322-Cooks,Unknown,1,2
Ontario,Low Wage,Serve Up Hospitality Inc.,"Caledonia, ON N3W 1K7",6311-Food service supervisors,Unknown,2,2
Ontario,Low Wage,SG Quality Maintenance & Property services Inc,"markham, ON L6B 1A8",7611-Construction trades helpers and labourers,Unknown,1,3
Ontario,Low Wage,Shamoun Restaurant Inc.,"Hamilton, ON L8S 4P7",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Shaw Dental Laboratory Inc.,"North York, ON M6A 1P6",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,Low Wage,SHAYOPRAM FOOD CORPORATION,"OSHAWA, ON L1J 0B5",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Shinol Inc.,"Scarborough, ON M1H 3A9",6731-Light duty cleaners,Unknown,1,6
Ontario,Low Wage,SHREE NARAYAN INC.,"Ottawa, ON K1L 1A9",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,SHREE RADHAKRISNA INC.,"CORNWALL, ON K6H 1E1",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,SHREE VINAYAK INC,"Brockville, ON K6V 6N7",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,SHREEJI FOOD SERVICES INC.,"Ottawa, ON K1N 9L3",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,SHREEJI KRUPA INC,"Bolton, ON L7E 4Z8",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Shreenathji Scarborough Inc,"Scarborough, ON M1G 2M3",6322-Cooks,Unknown,2,2
Ontario,Low Wage,Shrestha Food Services Corp.,"Scarborough, ON M1J 1E4",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Shri Dakshin Foods inc,"Cambridge, ON N1R 8R5",6322-Cooks,Unknown,1,2
Ontario,Low Wage,Shri Labh Inc,"Ottawa, ON K1R 7Y7",6322-Cooks,Unknown,1,1
Ontario,Low Wage,SHRI RAJ CORPORATION,"Elmvale, ON L0L 1P0",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Shri Siddhivinayak Businesses Ltd.,"Gravenhurst, ON P1P 1K9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Ontario,Low Wage,Shri Vraj Foods Inc.,"Brampton, ON L7M 0H6",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Shrihari Corporation,"Vaughan, ON L4H 3T6",6311-Food service supervisors,Unknown,1,2
Ontario,Low Wage,Sia's Green Thumb,"Cameron, ON K0M 1G0",6552-Other customer and information services representatives,Unknown,1,2
Ontario,Low Wage,Sidhpur 4 Inc.,"Barrie, ON L4M 0G9",6311-Food service supervisors,Unknown,2,2
Ontario,Low Wage,Sidhpur 5 Inc.,"Kitchener, ON N2N 0B2",6311-Food service supervisors,Unknown,2,2
Ontario,Low Wage,Sidhpur Inc.,"Barrie, ON L4M 3C5",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Sidmet Serenity Home Inc,"North York, ON M6M 3Z8",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,SIERRA'S MEXICAN EATERY INC.,"Wasaga Beach, ON L9Z 1J6",6322-Cooks,Unknown,1,2
Ontario,Low Wage,sign place inc.,"SCARBOROUGH, ON M1X 1M9",7441-Residential and commercial installers and servicers,Unknown,1,2
Ontario,Low Wage,Signature Cosmetic FMP Inc.,"Markham, ON L3R 3P3",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,Signs Station Shop Inc.,"Mississauga, ON L4T 1G1",7441-Residential and commercial installers and servicers,Unknown,1,1
Ontario,Low Wage,Silmat Ltd.,"Hamilton, ON L8E 2X3","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,5
Ontario,Low Wage,Simplexx Sanitation Tech Inc.,"MISSISSAUGA, ON L4V 1H3",6731-Light duty cleaners,Unknown,1,2
Ontario,Low Wage,Simplicity Car Care Ottawa Airport,"Ottawa, ON K2G  1E",7322-Motor vehicle body repairers,Corporation,1,2
Ontario,Low Wage,SIP WINE BAR INC.,"Toronto,, ON M4P 1T4",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Sitara Indian Cuisine,"Sarnia, ON N7S 1P5",0631-Restaurant and food service managers,Unknown,1,1
Ontario,Low Wage,SIXTH SENSE SPA AND NAIL LOUNGE INC,"Woodbridge, ON L4L 9K5","6562-Estheticians, electrologists and related occupations",Unknown,1,2
Ontario,Low Wage,Skotidakis Goat Farm,"St-Eugene, ON K0B 1P0","9617-Labourers in food, beverage and associated products processing",Unknown,1,10
Ontario,Low Wage,Skycare Compounding Laboratory Inc.,"Vaughan, ON L4H 4P9",3414-Other assisting occupations in support of health services,Unknown,1,1
Ontario,Low Wage,Smart Cater Inc.,"Richmond Hill, ON L4B 3K9",6321-Chefs,Unknown,1,1
Ontario,Low Wage,SMART SUPER MART LTD,"St. Catharines, ON L2S 2C8",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,SMID CORP.,"Belleville, ON K8P 1A3",0631-Restaurant and food service managers,Unknown,1,1
Ontario,Low Wage,Sodexo Quebec Limitée,"Burlington, ON L7L 6C7",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Sofa By Fancy Ltd,"Mississauga, ON L5S 1R2",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,som Daya construction pvt ltd,"Brampton, ON L6Y 1M1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Ontario,Low Wage,Sona The Indian Kitchen Ltd.,"Ottawa, ON K1V 8S4",6322-Cooks,Unknown,1,2
Ontario,Low Wage,Sony jewellers,"Mississauaga, ON L4T 2G8",5244-Artisans and craftspersons,Unknown,1,1
Ontario,Low Wage,Sotto Sotto Oakville,"Toronto, ON M5R 2H4",6322-Cooks,Corporation,1,1
Ontario,Low Wage,Soul Restaurants Canada Inc,"Toronto, ON M2N 6K1",0631-Restaurant and food service managers,Unknown,5,5
Ontario,Low Wage,Soul Restaurants Canada Inc,"Toronto, ON M2N 6K1",6311-Food service supervisors,Unknown,10,10
Ontario,Low Wage,Spavaro Inc,"Mississauga, ON L4W 3E8","6562-Estheticians, electrologists and related occupations",Unknown,1,1
Ontario,Low Wage,Speed Zone Entertainment Ltd.,"Toronto, ON M3K 2C1",6316-Other services supervisors,Unknown,1,1
Ontario,Low Wage,SPIKE ON SITE INC.,"Toronto, ON M4S 1Z8",7611-Construction trades helpers and labourers,Unknown,1,1
Ontario,Low Wage,SRA Wasaga Beach Limited,"Wasaga Beach, ON L9Z 0B6",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,SRF Grocery Store Ltd,"Smooth Rock Falls, ON P0L 0B3",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,SRI AYYAPPAN LTD.,"MILTON, ON L9T 2X7",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,Sriven Protection Services Ltd,"Newmarket, ON L3X 1P3",6316-Other services supervisors,Unknown,1,1
Ontario,Low Wage,SSN Networks Inc,"Brampton, ON L6Y 1M6",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,Low Wage,SSV Contracting Inc.,"Bradford, ON L3Z 0X6",7441-Residential and commercial installers and servicers,Unknown,1,1
Ontario,Low Wage,SSZUM MANAGEMENT INC.,"Ottawa, ON K1W 0P9",4214-Early childhood educators and assistants,Unknown,1,1
Ontario,Low Wage,St. Marys Golf & Country Club Ltd.,"St. Marys, ON N4X 1B6",6321-Chefs,Unknown,1,1
Ontario,Low Wage,St. Marys Golf & Country Club Ltd.,"St. Marys, ON N4X 1B6",6322-Cooks,Unknown,1,1
Ontario,Low Wage,St. Marys Golf & Country Club Ltd.,"St. Marys, ON N4X 1B6",8612-Landscaping and grounds maintenance labourers,Unknown,1,3
Ontario,Low Wage,standard brass & aluminum foundry ltd,"Guelph, ON N1E 3J4",9412-Foundry workers,Unknown,1,1
Ontario,Low Wage,STANDARD MAPLE INSTALLATION INC,"BRAMPTON, ON L6R 2X4",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,Low Wage,Standard Sweets & Restaurant Ltd.,"Brampton, ON L6R 2J6",6322-Cooks,Unknown,1,2
Ontario,Low Wage,Standard Sweets & Restaurant Ltd.,"Brampton, ON L6R 2J6",6332-Bakers,Unknown,1,1
Ontario,Low Wage,Star 11 Logistics Inc,"Brampton, ON L6T 5A5",7441-Residential and commercial installers and servicers,Unknown,1,1
Ontario,Low Wage,STAR IMMIGRATION CONSULTANCY INC.,"Brampton, ON L6Y 0P8",1241-Administrative assistants,Unknown,2,2
Ontario,Low Wage,STAR IMMIGRATION CONSULTANCY INC.,"Brampton, ON L6Y 0P8",1242-Legal administrative assistants,Unknown,1,1
Ontario,Low Wage,Stargazing Diamonds Inc.,"Brampton, ON L6Y 0T2",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,State Window Corporation,"Vaughan, ON L4H 3V9",1524-Purchasing and inventory control workers,Unknown,1,1
Ontario,Low Wage,Steel Canada Limited,"Mississauga, ON L4Z 2E5",1242-Legal administrative assistants,Unknown,1,1
Ontario,Low Wage,Stephen's Furniture Ltd.,"Brampton, ON L6T 5T1",6345-Upholsterers,Unknown,1,1
Ontario,Low Wage,Steve Varga Enterprises Inc,"Bradford, ON L3Z 0E5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Ontario,Low Wage,Steven’s Restaurant Management Corp.,"Markdale, ON N0C 1H0",6322-Cooks,Unknown,1,1
Ontario,Low Wage,StockYard Meat Products,"Stoney Creek, ON L8E 2N3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
Ontario,Low Wage,Stonelife Landscaping Inc.,"Vaughan, ON L4K 3S6",8612-Landscaping and grounds maintenance labourers,Unknown,1,4
Ontario,Low Wage,STUDY BREAK LTD,"Gloucester, ON K1J 9H7",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,STUDY BREAK LTD,"Gloucester, ON K1J 9H7",6322-Cooks,Unknown,1,2
Ontario,Low Wage,Subh Petro Inc.,"Gormley, ON L0H 1G0",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,Subway Shoppers Inc.,"Brampton, ON L6Y 1N6",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Sudbury Steakhouse,"Sudbury, ON P3B 0A3",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Sue HS Park,"Toronto, ON M4N 1S3",4214-Early childhood educators and assistants,Unknown,1,1
Ontario,Low Wage,SUKHDEV RESTAURANT AND INN.,"Espanola, ON P5E  1J","6711-Food counter attendants, kitchen helpers and related support occupations",Corporation,1,1
Ontario,Low Wage,SUKHDEV RESTAURANT INC.,"Greater Sudbury, ON P3B 1B1",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Sukhwinder Singh CANTH( SUKH TAX & FINANCIAL SERVICES),"Brampton, ON L6Y 0N2",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,Low Wage,Sultan Ahmet Turkish Cuisine Inc,"Mississauga, ON L5M 6J3",0631-Restaurant and food service managers,Unknown,1,1
Ontario,Low Wage,Sunda Canada Trading Inc.,"Toronto, ON M1S 3A7","9617-Labourers in food, beverage and associated products processing",Unknown,1,2
Ontario,Low Wage,Sunny’s Kensington Inc.,"Toronto, ON M5T 2K1",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Sunready Landscaping Inc,"Stouffville, ON L4A 5A7",2225-Landscape and horticulture technicians and specialists,Unknown,1,1
Ontario,Low Wage,sunrise freight systems inc.,"woodbridge, ON L4H 0R6",7511-Transport truck drivers,Unknown,1,1
Ontario,Low Wage,SUNSHINE NAILS,"WELLAND, ON L3C 1M3","6562-Estheticians, electrologists and related occupations",Unknown,1,1
Ontario,Low Wage,SUNWOO GLOBAL INC.,"Scarborough, ON M1V 2V6",1241-Administrative assistants,Unknown,1,2
Ontario,Low Wage,Super Save Subzi Mandi Cash & Carry Inc.,"Brampton, ON L6R 3A5",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,Superior Laundry Services Ltd.,"Welland, ON L3B 5Z7",6731-Light duty cleaners,Unknown,1,20
Ontario,Low Wage,Supreme Collision Centre Corp.,"Aurora, ON L4G 3V8",6732-Specialized cleaners,Unknown,1,2
Ontario,Low Wage,Surface 1 Inc.,"Oakville, ON L6H 4M1",7441-Residential and commercial installers and servicers,Unknown,2,4
Ontario,Low Wage,Swaminarayan Inc.,"Startford, ON N5A 2M6",0631-Restaurant and food service managers,Unknown,1,1
Ontario,Low Wage,Swaminarayan Inc.,"Startford, ON N5A 2M6",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Symphony Communications Ltd.,"Mississauga, ON L5B 4M4",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Symphony Communications Ltd.,"Mississauga, ON L5B 4M4",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Sysco Canada,"Etobicoke, ON M9B 6J8",7452-Material handlers,Unknown,2,9
Ontario,Low Wage,Systech Audio Visual and Lighting Canada Inc.,"BRADFORD, ON L3Z 0V2",2242-Electronic service technicians (household and business equipment),Unknown,1,2
Ontario,Low Wage,T&L Eagles Investments Inc,"Brampton, ON L6V 1P6",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,T.L.DICARO HOLDINGS INC.,"RICHMOND HILL, ON L4C 6Z1",0631-Restaurant and food service managers,Unknown,1,1
Ontario,Low Wage,Tacos Son Vida Ltd.,"Dundas, ON L9H 7K6",6311-Food service supervisors,Unknown,1,2
Ontario,Low Wage,TADKA KING CORP.,"BRAMPTON, ON L6X 1M8",6311-Food service supervisors,Unknown,2,2
Ontario,Low Wage,TADKA KING CORP.,"BRAMPTON, ON L6X 1M8",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Talia Enterprises Inc,"Brampton, ON L6Y 0L8",6311-Food service supervisors,Unknown,2,2
Ontario,Low Wage,Talisse Enterprises Inc,"Brampton, ON L6Y 1N6",6311-Food service supervisors,Unknown,2,2
Ontario,Low Wage,TANDOORI HAVELI WOK N ROLL INC,"Mississauga, ON L4T 1A6",0631-Restaurant and food service managers,Unknown,1,1
Ontario,Low Wage,TANGO NUEVO LTD,"KINGSTON, ON K7L 3B5",6322-Cooks,Unknown,1,1
Ontario,Low Wage,TAOShea Inc,"Kingston, ON K7K 5W3",0631-Restaurant and food service managers,Unknown,1,4
Ontario,Low Wage,TAOShea Inc,"Kingston, ON K7K 5W3",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Tasty Shawarma & Falafel Inc,"RICHMOND HILL, ON L4C 9M5",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Tavora Foods (Toronto) Inc.,"Toronto, ON M6N 2H8",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,TAXCARE PROFESSIONAL CORPORATION,"Mississauga, ON L5B 1N1",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,Low Wage,Tayney Restaurants Limited,"Kingston, ON K7M 7H4",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,TBM Service Group Inc.,"Mississauga, ON L5L 1J9",6732-Specialized cleaners,Unknown,1,50
Ontario,Low Wage,TDOT Immigration,"KINGSTON, ON K7K 0E2",1242-Legal administrative assistants,Corporation,1,1
Ontario,Low Wage,TEAM LOGISTICS SYSTEM INC.,"Ayr, ON N0B 1E0",7511-Transport truck drivers,Unknown,1,1
Ontario,Low Wage,Technology Distribution Group,"Mississauga, ON L5L 5Z9",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,Teltonika IOT Solutions Canada Ltd.,"Toronto, ON M5G 2C2",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,Temple of Sarees Inc.,"Scarborough, ON M1X 0A6",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,"Tender Years Years Co-operative School, Inc.","Mississauga, ON L5C 1E9",4214-Early childhood educators and assistants,Unknown,1,2
Ontario,Low Wage,Teo Lifestyle Inc.,"Ajax, ON L1Z 0T4",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,TG EASTERN ONTARIO PLK INC.,"Ottawa, ON K1T 1N8",0631-Restaurant and food service managers,Unknown,1,1
Ontario,Low Wage,TG EASTERN ONTARIO PLK INC.,"Ottawa, ON K1T 1N8",6311-Food service supervisors,Unknown,4,7
Ontario,Low Wage,TGV CONSTRUCTION GROUP INC.,"Vaughan, ON L4K 4H2",7611-Construction trades helpers and labourers,Unknown,1,1
Ontario,Low Wage,Thaifoon Masonville Ltd.,"London, ON N6G 0R2",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Thakkar Hospitality ON-SW Inc,"London, ON N6A 5M1",0631-Restaurant and food service managers,Unknown,1,1
Ontario,Low Wage,Thakkar Hospitality ON-SW Inc,"London, ON N6A 5M1",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Tharrenos racing stable inc,"Toronto, ON M9B 1S9",8431-General farm workers,Unknown,1,1
Ontario,Low Wage,THE 7 SPICE INC,"Barrie, ON L4M 5C2",6321-Chefs,Unknown,1,1
Ontario,Low Wage,The Albany Club of Toronto,"Toronto, ON M5C 1G3",6513-Food and beverage servers,Unknown,1,2
Ontario,Low Wage,The Arlington Estate Corp,"Vaughan, ON L4H 4X1",6332-Bakers,Unknown,1,1
Ontario,Low Wage,The Black Wolf Smokehouse Inc,"Orangeville, ON L9W 1K2",6322-Cooks,Unknown,1,1
Ontario,Low Wage,The Board and Management of Kenora District Homes,"Kenora, ON P9N 2W7","3413-Nurse aides, orderlies and patient service associates",Unknown,2,10
Ontario,Low Wage,The Carlu Corporation,"Toronto, ON M5B 2H4",6322-Cooks,Unknown,1,1
Ontario,Low Wage,The Colour Model Inc.,"Mississauga, ON L4T 2T5",6421-Retail salespersons,Unknown,1,2
Ontario,Low Wage,The Craft Brasserie & Grille Inc.,"Toronto, ON M6K 1Y2",6322-Cooks,Unknown,1,1
Ontario,Low Wage,The Distillery Restaurants Corporation,"TORONTO, ON M5A 3C4",6322-Cooks,Unknown,1,1
Ontario,Low Wage,The District Municipality of Muskoka,"Bracebridge, ON P1L 1N3","3413-Nurse aides, orderlies and patient service associates",Unknown,1,1
Ontario,Low Wage,The dollar store plus inc,"Mississaugh, ON L5L 3R4",6211-Retail sales supervisors,Unknown,1,2
Ontario,Low Wage,THE ESSENCE OF COLOUR INC.,"BRAMPTON, ON L7A 0S9",7294-Painters and decorators (except interior decorators),Unknown,1,1
Ontario,Low Wage,The Flames Castle Steakhouse Corp,"Mississauga, ON L4X 1L9",6322-Cooks,Unknown,1,1
Ontario,Low Wage,The Food Dudes Inc.,"Toronto, ON M4M 2R7",6322-Cooks,Unknown,2,2
Ontario,Low Wage,The Golden Car Corporation,"OTTAWA, ON K1Z 7K8",7611-Construction trades helpers and labourers,Unknown,1,2
Ontario,Low Wage,The Grand Malabar Indian Cuisine Inc.,"Waterloo, ON N2L 1W4",6322-Cooks,Unknown,1,3
Ontario,Low Wage,THE HOT WOK,"PERTH, ON K7H 2N1",6322-Cooks,Unknown,1,2
Ontario,Low Wage,The Indian Aroma Kitchen Inc.,"St. Catharines, ON L2M 3J7",6322-Cooks,Unknown,2,2
Ontario,Low Wage,The Keg Steakhouse & Bar,"Niagara Falls, ON L2G 3W6",6322-Cooks,Unknown,1,4
Ontario,Low Wage,The Kitching Group (Canada) Inc.,"Kenora, ON P9N 3P6",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,The Last Cue & Ball Inc.,"BRAMPTON, ON L6W 3G7",0631-Restaurant and food service managers,Unknown,1,1
Ontario,Low Wage,The Melo corporation,"Tillsonburg, ON N4G 4X1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Ontario,Low Wage,The P&G Coffee Group Inc.,"Gormley, ON L0H 1G0",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,The Siamese Gecko INC.,"Collingwood, ON L9Y 0W5",6322-Cooks,Unknown,1,2
Ontario,Low Wage,The Signature Kitchen Inc.,"Toronto, ON M4Y 1Z2",6322-Cooks,Unknown,1,1
Ontario,Low Wage,The Sprinkler Company Inc.,"Vaughan, ON L4K 3Z6",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,The Sprinkler Company Inc.,"Vaughan, ON L4K 3Z6",7514-Delivery and courier service drivers,Unknown,1,1
Ontario,Low Wage,The Stuffed Zucchini,"Lucan, ON N0M 2J0",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,The Sushi Chef Inc,"Thorton, ON L0L 2N0",6322-Cooks,Unknown,1,1
Ontario,Low Wage,THE TEA CO. LIMITED,"THORNHILL, ON L3T 7T1",6332-Bakers,Unknown,1,1
Ontario,Low Wage,THE TRADE DECORATORS,"MISSISSAUGA, ON L5T 1X6",9471-Plateless printing equipment operators,Unknown,1,1
Ontario,Low Wage,THE TRUE BRAZILIAN STEAKHOUSE,"RICHMOND HILL, ON L4B 3B4",6321-Chefs,Unknown,1,2
Ontario,Low Wage,The Village Restaurant Inc.,"Norwich, ON N0J 1P0",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Thermenergy Heating and Cooling Inc,"SCARBOROUGH, ON M1V 4C4",7441-Residential and commercial installers and servicers,Unknown,1,1
Ontario,Low Wage,Thunder Pizza Ltd,"Thunder Bay, ON P7B 3Z7",6311-Food service supervisors,Unknown,2,2
Ontario,Low Wage,Thunder Pizza Ltd,"Thunder Bay, ON P7B 3Z7",6322-Cooks,Unknown,1,1
Ontario,Low Wage,THYGRACE AFRICAN FOOD MARKET STORE,"WINDSOR, ON N8W 1B9",6332-Bakers,Unknown,1,3
