"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2021 and Business Location, July to September 2024",b,c,d,e,f,g,h
Alberta                                                                    ,Low Wage            ,2092619 ALBERTA LTD,"CALGARY, AB T2T 5R6",62020-Food service supervisors,Unknown,1,3
Alberta                                                                    ,Low Wage            ,2092619 ALBERTA LTD,"CALGARY, AB T2T 5R6","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2092825 Alberta Ltd. O/A The Chopped Leaf,"Edmonton, AB T6J 6V1",62020-Food service supervisors,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2093904 ALBERTA LTD,"Spruce Grove, AB T7X 0C8",60030-Restaurant and food service managers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2093904 ALBERTA LTD,"Spruce Grove, AB T7X 0C8",62020-Food service supervisors,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2093904 ALBERTA LTD,"Spruce Grove, AB T7X 0C8",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2093904 ALBERTA LTD,"Spruce Grove, AB T7X 0C8","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta                                                                    ,Low Wage            ,2094473 Alberta LTD.,"CAMROSE, AB T4V 0K5","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2095311 Alberta Ltd.,"Edmonton, AB T6P 1S8",13110-Administrative assistants,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2097047 Alberta Ltd.,"Calgary, AB T2Z 3T7",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2097494 Alberta Ltd,"Sherwood Park, AB T8B 1N1",62020-Food service supervisors,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2097745 Alberta Ltd,"Edmonton, AB T5W 2Y4",42202-Early childhood educators and assistants,Unknown,1,1
Alberta                                                                    ,Low Wage            ,21 Century Seafood Inc,"Calgary, AB T2C 5T4",63201-Butchers - retail and wholesale,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2100811 Alberta Ltd,"Edmonton, AB T6R 0C5","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta                                                                    ,Low Wage            ,2102624 Alberta Ltd.,"Elk Point, AB T0A 1A0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2102908 Alberta Ltd,"Fort McMurray, AB T9H 5G2",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2102908 Alberta Ltd,"Fort McMurray, AB T9H 5G2",65200-Food and beverage servers,Unknown,1,3
Alberta                                                                    ,Low Wage            ,2103211 Alberta Ltd,"Calgary, AB T3N 1R6",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2103856 Alberta Ltd.,"St. Albert, AB T8N 7C8",60030-Restaurant and food service managers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2104609 Alberta Ltd.,"St. Albert, AB T8N 3Z9","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2104846 Alberta Ltd,"CALGARY, AB T3J 5H2",74203-Automotive and heavy truck and equipment parts installers and servicers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2106807 ALBERTA INC.,"Calgary, AB T2T 0B1",75201-Delivery service drivers and door-to-door distributors,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2107511 ALBERTA INC,"EDMONTON, AB T5K 0P3",13110-Administrative assistants,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2107511 ALBERTA INC,"EDMONTON, AB T5K 0P3",62010-Retail sales supervisors,Unknown,2,2
Alberta                                                                    ,Low Wage            ,2108160 ALBERTA INC,"EDMONTON, AB T5R 1C6","65102-Store shelf stockers, clerks and order fillers",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2111048 Alberta Ltd,"Sherwood Park, AB T8B 1C9",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2111767 Alberta Ltd,"Calgary, AB T2E 4B5",72311-Cabinetmakers,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2112853 ALBERTA LTD.,"Calgary, AB T2J 0A2",63200-Cooks,Unknown,1,3
Alberta                                                                    ,Low Wage            ,2113662 Alberta Ltd,"Lloydminster, AB T9V 0V6",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2115192 Alberta Ltd,"Edmonton, AB T6T 1B1","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2115614 Alberta Ltd,"Peace River, AB T8S 1K1",75211-Railway and motor transport labourers,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2117973 ALBERTA LTD,"CALGARY, AB T3R 0Y6",14100-General office support workers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2118424 ALBERTA INC.,"CALGARY, AB T3J 2C8",75110-Construction trades helpers and labourers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2119121 Alberta Ltd.,"Westerose, AB T0C 2V0","94141-Industrial butchers and meat cutters, poultry preparers and related workers",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2120749 Alberta Ltd.,"Airdrie, AB T4A 2E4",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2120884 Alberta Ltd,"Bragg Creek, AB T0L 0K0",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2121574 Alberta Ltd,"Blackfalds, AB T0M 0J0",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2122428 Alberta Ltd,"Edmonton, AB T5S 1J1","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2123675 Alberta Ltd,"Edmonton, AB T6X 2A1","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2125003 Alberta Ltd.,"CHESTERMERE, AB T1X 0B4",65100-Cashiers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2125359 ALBERTA LTD. O/A NEWGEN CLEANING SERVICES,"CALGARY, AB T1Y 5Z1",65310-Light duty cleaners,Unknown,1,4
Alberta                                                                    ,Low Wage            ,2126012 Alberta Ltd. O/A ACE Coffee Roasters,"Edmonton, AB T6G 0X1",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2126154 alberta ltd,"Calgary, AB T2G 5J8","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2126992 Alberta Inc.,"Calgary, AB T2E 7L9",64100-Retail salespersons and visual merchandisers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2129862 Alberta Ltd.,"Edmonton, AB T6N 1B5","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
