"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, October to December 2021",b,c,d,e,f,g,h
Ontario,  Primary Agriculture,Horodynsky Farms Inc.,"Innisfil, ON L0L 1K0",8431-General farm workers,Corporation,2,19
Ontario,  Primary Agriculture,HORTICO INC,"Waterdown, ON L0R 2H1",8431-General farm workers,Unknown,1,23
Ontario,  Primary Agriculture,Huffman Incorporated,"Vanessa, ON N0E 1V0",8431-General farm workers,Unknown,2,19
Ontario,  Primary Agriculture,Huigen Bros.Farms Ltd.,"Dunnville, ON N1A 2W8",8431-General farm workers,Unknown,1,4
Ontario,  Primary Agriculture,Hunter Farms Limited,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,Unknown,1,5
Ontario,  Primary Agriculture,Huntingfield Farms Ltd.,"Listowel, ON N4W 2M7",8431-General farm workers,Unknown,1,1
Ontario,  Primary Agriculture,Hutchinson Farm Inc,"Burlington, ON L7M 0R3",8431-General farm workers,Unknown,1,4
Ontario,  Primary Agriculture,I.P.R. Farms Ltd,"Kingsville, ON N9Y 2E4",8431-General farm workers,Unknown,1,11
Ontario,  Primary Agriculture,Ikendale Farms Ltd.,"Walkerton, ON N0G 2V0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario,  Primary Agriculture,Ikendale Farms Ltd.,"Walkerton, ON N0G 2V0",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,J & L Walker Farms Ltd.,"Aylmer, ON N5H 2R1",8431-General farm workers,Unknown,1,3
Ontario,  Primary Agriculture,J DEBRUYN FARMS LTD,"Salford, ON N0J 1W0",8431-General farm workers,Unknown,2,2
Ontario,  Primary Agriculture,J. Everest Nurseries Inc.,"South Bruce Peninsula, ON N0H 2T0",8432-Nursery and greenhouse workers,Unknown,1,8
Ontario,  Primary Agriculture,J.C. Bakker & Sons Limited,"St. Catharines, ON L2R 6P9",8432-Nursery and greenhouse workers,Unknown,3,75
Ontario,  Primary Agriculture,J.M. Hydroponics Ltd.,"Kingsville, ON N9Y 2N5",8431-General farm workers,Unknown,3,10
Ontario,  Primary Agriculture,J.M. Peeters Nurseries Ltd.,"Fenwick, ON L0S 1C0",8432-Nursery and greenhouse workers,Unknown,1,20
Ontario,  Primary Agriculture,J.M.F. PAIN COURT FARMS LTD.,"CHATHAM, ON N7M 5J7",8431-General farm workers,Unknown,2,7
Ontario,  Primary Agriculture,Jc Fresh Farms Ltd.,"Kingsville, ON N9Y 2E5",8431-General farm workers,Unknown,4,18
Ontario,  Primary Agriculture,Jeffery's Greenhouses Inc.,"St. Catharines, ON L2R 6P9",8432-Nursery and greenhouse workers,Unknown,1,14
Ontario,  Primary Agriculture,Jeffery's Greenhouses Plant II Limited,"Jordan Station, ON L0R 1S0",8432-Nursery and greenhouse workers,Unknown,1,16
Ontario,  Primary Agriculture,Jena Farms Inc.,"Fullarton, ON N0K 1H0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,2,2
Ontario,  Primary Agriculture,Jennen Bros Inc,"Dresden, ON N0P 1M0",8431-General farm workers,Unknown,1,11
Ontario,  Primary Agriculture,JN Farming Inc.,"Vanessa, ON N0E 1V0",8431-General farm workers,Unknown,2,2
Ontario,  Primary Agriculture,Joe and Angela Sroka Farm Produce Ltd.,"Burford, ON N0E 1A0",8431-General farm workers,Unknown,1,10
Ontario,  Primary Agriculture,John Beattie Farms Limited,"Alliston, ON L9R 1V5",8431-General farm workers,Unknown,3,12
Ontario,  Primary Agriculture,Josmar Acres Inc.,"Lynden, ON L0R 1T0",8431-General farm workers,Unknown,1,6
Ontario,  Primary Agriculture,JPI Acres Inc,"Leamington, ON N8H 3V8",8431-General farm workers,Unknown,1,16
Ontario,  Primary Agriculture,JPI Farms Inc.,"Leamington, ON N8H 3V8",8431-General farm workers,Unknown,1,11
Ontario,  Primary Agriculture,Justahobby Farm Inc.,"Vanessa, ON N0E 1V0",8431-General farm workers,Unknown,1,20
Ontario,  Primary Agriculture,K & I Swine LTD,"Watford, ON N0M 2S0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
Ontario,  Primary Agriculture,K and K Greenhouses LTD,"Hamilton, ON N0B 1L0",8432-Nursery and greenhouse workers,Unknown,3,17
Ontario,  Primary Agriculture,K J Watson Farms Limited,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,Unknown,1,6
Ontario,  Primary Agriculture,K. Van Torre Ltd,"Burford, ON N0E 1A0",8431-General farm workers,Unknown,1,4
Ontario,  Primary Agriculture,K.G.K PATIO FLOWERS INC.,"BURLIGTON, ON L7M 0P7",8432-Nursery and greenhouse workers,Unknown,1,4
Ontario,  Primary Agriculture,Kai Wiens Family Farm Ltd.,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,Unknown,1,42
Ontario,  Primary Agriculture,Kegels Ginseng Inc,"Scotland, ON N0E 1R0",8431-General farm workers,Unknown,1,4
Ontario,  Primary Agriculture,Keint-he Winery and Vineyards Ltd.,"Wellington, ON K0K 3L0",8431-General farm workers,Unknown,1,9
Ontario,  Primary Agriculture,Kejay Investments INC,"Pain Court, ON N0P 1Z0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario,  Primary Agriculture,Kejay Investments INC,"Pain Court, ON N0P 1Z0",8431-General farm workers,Unknown,1,27
Ontario,  Primary Agriculture,Keller Bros Greenhouses Inc,"Ruthven, ON N0P 2G0",8431-General farm workers,Unknown,2,13
Ontario,  Primary Agriculture,Keresturi Farms Ltd.,"Scotland, ON N0E 1R0",8431-General farm workers,Unknown,1,14
Ontario,  Primary Agriculture,Kevlin Farms Ltd,"Parkhill, ON N0M 2K0",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Kichler bros inc.,"Simcoe, ON N3Y 4K1",8431-General farm workers,Unknown,3,76
Ontario,  Primary Agriculture,Klassen Greenhouse Farms Inc.,"Cottam, ON N0R 1B0",8431-General farm workers,Unknown,4,40
Ontario,  Primary Agriculture,Knapp's Nursery and Farms Ltd.,"Guelph, ON N1H 6H7",8431-General farm workers,Unknown,1,3
Ontario,  Primary Agriculture,Kobes Nurseries Inc,"Bowmanville, ON L1C 6T4",8432-Nursery and greenhouse workers,Unknown,1,37
Ontario,  Primary Agriculture,Kolkman Farms Ltd.,"monkton, ON N0K 1P0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,3
Ontario,  Primary Agriculture,Kolkman Farms Ltd.,"monkton, ON N0K 1P0",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Komienski Limited,"Scotland, ON N0E 1R0",8431-General farm workers,Unknown,2,92
Ontario,  Primary Agriculture,Konkle Farm and Greenhouses Ltd.,"Dunnville, ON N1A 2W1",8432-Nursery and greenhouse workers,Unknown,1,27
Ontario,  Primary Agriculture,Konzelmann Vineyards Inc.,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,Unknown,1,4
Ontario,  Primary Agriculture,KOTELES FARMS LIMITED,"TILLSONBURG, ON N4G 4G7",8431-General farm workers,Unknown,1,64
Ontario,  Primary Agriculture,L & D Ferragina Ltd.,"Bradford, ON L3Z 2A6",8431-General farm workers,Unknown,2,10
Ontario,  Primary Agriculture,La Gantoise Inc,"Lefaivre, ON K0B 1J0",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Lake Breeze Farms Inc.,"Town of Plympton Wyoming, ON N0N 1J6",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Lakelee Orchards Ltd.,"Jordan Station, ON L0R 1S0",8431-General farm workers,Unknown,1,44
Ontario,  Primary Agriculture,Lakeshore Veggie Growers Inc.,"Leamington, ON N8H 3Y3",8431-General farm workers,Unknown,2,14
Ontario,  Primary Agriculture,Lament Farms Inc.,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,Unknown,1,3
Ontario,  Primary Agriculture,Langendoen Nurseries Inc.,"Niagara on the lake, ON L0S 1J0",8432-Nursery and greenhouse workers,Unknown,1,25
Ontario,  Primary Agriculture,LDM Farms Inc.,"Kingsville, ON N9Y 2N5",8431-General farm workers,Co-operative,1,6
Ontario,  Primary Agriculture,Leclerc Agriculture inc.,"Hawkesbury, ON K6A  1K",8431-General farm workers,Corporation,1,2
Ontario,  Primary Agriculture,LEL Farms Limited,"Guelph, ON N1L 1G3",8431-General farm workers,Corporation,1,1
Ontario,  Primary Agriculture,Lennox Farm (1988) Ltd.,"Melancthon, ON L9V 1V9",8431-General farm workers,Unknown,1,9
Ontario,  Primary Agriculture,Léon Delorme Ltd,"Curran, ON K0B 1C0",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Lindy's Flowers,"Dunnville, ON N1A  2W",8432-Nursery and greenhouse workers,Corporation,1,4
Ontario,  Primary Agriculture,Link Greenhouses Inc.,"Bowmanville, ON L1C 3K5",8431-General farm workers,Unknown,1,11
Ontario,  Primary Agriculture,LJA FARMS INC.,"Kingsville, ON N9Y 2E5",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Lundy Potato Farms LTD.,"Alliston, ON L9R 1V8",8431-General farm workers,Unknown,2,8
Ontario,  Primary Agriculture,Lunfus Inc.,"Welland, ON L3B 5N5",8432-Nursery and greenhouse workers,Unknown,2,4
Ontario,  Primary Agriculture,M & J Chromczak Farms Inc.,"BROWNSVILLE, ON N0L 1C0",8431-General farm workers,Unknown,1,28
Ontario,  Primary Agriculture,M&M Farms Ltd.,"Leamington, ON N8H 4H3",8431-General farm workers,Unknown,1,55
Ontario,  Primary Agriculture,MacSween Farms Ltd.,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,Unknown,1,36
Ontario,  Primary Agriculture,MAD Farms Inc,"Blenheim, ON N0P 1A0",8431-General farm workers,Unknown,1,7
Ontario,  Primary Agriculture,Magalas Produce LTD,"Waterford, ON N0E 1Y0",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Magri Greenhouses Inc.,"Leamington, ON N8H 3V5",8431-General farm workers,Unknown,1,9
Ontario,  Primary Agriculture,MAILE SPIRITS CROP,"THORNHILL, ON L4J 1H3",8431-General farm workers,Corporation,1,3
Ontario,  Primary Agriculture,MALECKI FARMS LTD,"BRANTFORD, ON N3T 5L5",8431-General farm workers,Unknown,2,5
Ontario,  Primary Agriculture,MAN LEE FARM INC,"Beaverton, ON L0K 1A0",8431-General farm workers,Unknown,1,10
Ontario,  Primary Agriculture,Manderley Turf Products Inc.,"Ottawa, ON K2E 7S6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,2,6
Ontario,  Primary Agriculture,Manderley Turf Products Inc.,"Ottawa, ON K2E 7S6",8431-General farm workers,Unknown,6,37
Ontario,  Primary Agriculture,Maple Greenhouses Ltd.,"Lowbanks, ON N0A 1K0",8432-Nursery and greenhouse workers,Unknown,1,6
Ontario,  Primary Agriculture,Maple Lodge Farms Catching Services Ltd,"Mildmay, ON N0G 2J0",8431-General farm workers,Unknown,1,15
Ontario,  Primary Agriculture,Maple Shadows Farms Ltd.,"Stratford, ON N5A 6S3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Corporation,1,1
Ontario,  Primary Agriculture,Mapleton Pork Limited,"Arthur, ON N0G 1A0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,3
Ontario,  Primary Agriculture,MARCEL BOURDON LIMITED MARCEL B,"Maxville, ON K0C 1T0",8431-General farm workers,Unknown,2,16
Ontario,  Primary Agriculture,Mark A Valley Farms Ltd.,"Arthur, ON N0G 1A0",8431-General farm workers,Unknown,1,1
Ontario,  Primary Agriculture,Marshland Gardens Ltd,"Bradford, ON L3Z 2A6",8431-General farm workers,Unknown,1,5
Ontario,  Primary Agriculture,Marvellane Farms Ltd.,"Russell, ON K4R 0J7",8431-General farm workers,Unknown,1,1
Ontario,  Primary Agriculture,Mastronardi Estate Vineyards Inc.,"Kingsville, ON N9Y 2E4",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Maxwell Acres Ltd.,"Meaford, ON N4L 0A7",8431-General farm workers,Unknown,1,32
Ontario,  Primary Agriculture,McKinley Hatchery (St. Marys) Ltd.,"St. Marys, ON N4X 1C2",8431-General farm workers,Unknown,2,3
Ontario,  Primary Agriculture,Medisun Inc.,"Grande Pointe, ON N0P 1S0",8432-Nursery and greenhouse workers,Unknown,2,16
Ontario,  Primary Agriculture,Meyers Fruit Farms Ltd,"Niagara on the lake, ON L0S 1J0",8432-Nursery and greenhouse workers,Unknown,6,68
Ontario,  Primary Agriculture,Michael Klosler Farms Ltd.,"WINDHAM CENTRE, ON N0E 2A0",8431-General farm workers,Unknown,1,3
Ontario,  Primary Agriculture,Mid valley Growers Inc.,"Leamington, ON N8H 4H5",8431-General farm workers,Unknown,3,20
Ontario,  Primary Agriculture,Miles Produce Ltd.,"Waterford, ON N0E 1Y0",8431-General farm workers,Unknown,1,15
Ontario,  Primary Agriculture,Monaghan Mushrooms Ltd.,"Campbellville, ON L0P 1B0",8611-Harvesting labourers,Unknown,1,27
Ontario,  Primary Agriculture,Monsere Farms Ltd,"TILLSONBURG, ON N4G 4G7",8611-Harvesting labourers,Unknown,1,14
Ontario,  Primary Agriculture,Moretto Ingratta Farms Inc.,"Leamington, ON N8H 3V5",8431-General farm workers,Unknown,1,23
Ontario,  Primary Agriculture,Mucci Pac Ltd.,"KINGSVILLE, ON N9Y 2N1",8431-General farm workers,Unknown,6,108
Ontario,  Primary Agriculture,Mudge Family Farms Ltd.,"Otterville, ON N0J 1R0",8431-General farm workers,Unknown,1,1
Ontario,  Primary Agriculture,Muller Farms Ltd,"Dashwood, ON N0M 1N0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario,  Primary Agriculture,N Sawatzky Farms Inc,"Wheatley, ON N0P 2P0",8432-Nursery and greenhouse workers,Unknown,1,8
Ontario,  Primary Agriculture,Naso Farms Inc.,"Bradford, ON L3Z 3Y9",8431-General farm workers,Unknown,1,4
Ontario,  Primary Agriculture,Nature Farms Inc.,"Burgessville, ON N0J 1C0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
Ontario,  Primary Agriculture,Nature Fresh Farms Inc.,"Leamington, ON N8H 3V8",8431-General farm workers,Unknown,4,112
Ontario,  Primary Agriculture,Nature's Finest Produce Ltd,"Pain Court, ON N0P 1Z0",8431-General farm workers,Unknown,1,14
Ontario,  Primary Agriculture,Neil Vander Kruk Holdings Inc,"Dundas, ON L9H 5E2",8432-Nursery and greenhouse workers,Unknown,1,16
Ontario,  Primary Agriculture,Nescroft Dairy Ltd,"EMBRO, ON N0J 1J0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
Ontario,  Primary Agriculture,Netherend Acres Inc.,"Thamesford, ON N0M 2M0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,3
Ontario,  Primary Agriculture,Neven Produce Inc,"Lynden, ON L0R 1T0",8431-General farm workers,Unknown,2,22
Ontario,  Primary Agriculture,New Castle Farm LTD.,"Leamington, ON N8H 3V5",8431-General farm workers,Unknown,2,43
Ontario,  Primary Agriculture,Newbrabant Farms Ltd.,"Lancaster, ON K0C 1N0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario,  Primary Agriculture,Newbrabant Farms Ltd.,"Lancaster, ON K0C 1N0",8431-General farm workers,Unknown,1,4
Ontario,  Primary Agriculture,NGFM Proulx Inc.,"Cumberland, ON K4C 1N2",8431-General farm workers,Unknown,1,7
Ontario,  Primary Agriculture,Niagara Vintage Harvesters Limited,"Virgil, ON L0S 1T0",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Nokara Limited,"St Catharines, ON L2R 6P9",8431-General farm workers,Unknown,1,1
Ontario,  Primary Agriculture,Norfolk Fields Limited,"WINDHAM CENTRE, ON N0E 2A0",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,North Bruce Farms Inc,"Paisley, ON N0G 2N0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
Ontario,  Primary Agriculture,North Forty Farms Inc.,"Bradford, ON L3Z 2B1",8432-Nursery and greenhouse workers,Unknown,1,2
Ontario,  Primary Agriculture,Northland Ginseng farms Inc.,"WINDHAM CENTRE, ON N0E 2A0",8431-General farm workers,Corporation,1,12
Ontario,  Primary Agriculture,NU FAIR-GREEN SOD FARMS LIMITED,"MARKHAM, ON L3P 3J3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
Ontario,  Primary Agriculture,NU FAIR-GREEN SOD FARMS LIMITED,"MARKHAM, ON L3P 3J3",8431-General farm workers,Unknown,1,7
Ontario,  Primary Agriculture,O. Van Den Heede Limited,"Delhi, ON N4B 2W5",8431-General farm workers,Unknown,1,4
Ontario,  Primary Agriculture,Oaklane Orchards Ltd.,"Clarksburg, ON N0H 1J0",8431-General farm workers,Unknown,1,17
Ontario,  Primary Agriculture,Oasis Greenhouses Limited,"Chatham, ON N7M 5J8",8431-General farm workers,Unknown,1,5
Ontario,  Primary Agriculture,Olszowka Poultry Inc.,"Simcoe, ON N3Y 4K3",8431-General farm workers,Unknown,2,13
Ontario,  Primary Agriculture,Ontario Pickle Corporation,"CHATHAM, ON N7M 5J7",8431-General farm workers,Unknown,1,32
Ontario,  Primary Agriculture,Ontario Plants Propagation Limited,"St. Thomas, ON N5P 3T2",8431-General farm workers,Unknown,1,25
Ontario,  Primary Agriculture,Ontario Potato Dist. (Alliston) Inc. 1991,"Alliston, ON L9R 1W1",8431-General farm workers,Unknown,2,9
Ontario,  Primary Agriculture,Orangeline Farms Limited,"Leamington, ON N8H 3V8",8431-General farm workers,Unknown,10,32
Ontario,  Primary Agriculture,Orchard Park Growers Ltd.,"St. Catharines, ON L2R 6P9",8432-Nursery and greenhouse workers,Unknown,2,13
Ontario,  Primary Agriculture,osztrovics farms ltd.,"Burford, ON N0E 1A0",8431-General farm workers,Unknown,1,14
Ontario,  Primary Agriculture,Overholt Orchards Inc,"St. Catharines, ON L2R 6P9",8431-General farm workers,Unknown,1,28
Ontario,  Primary Agriculture,Oxford Cattle Company Ltd.,"Woodstock, ON N4S 7V8",8431-General farm workers,Unknown,2,6
Ontario,  Primary Agriculture,P & D Dykstra Farms Inc,"Clinton, ON N0M 1L0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario,  Primary Agriculture,P & D Dykstra Farms Inc,"Clinton, ON N0M 1L0",8431-General farm workers,Unknown,1,1
Ontario,  Primary Agriculture,P.G. Enns Farms Ltd,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,Unknown,1,42
Ontario,  Primary Agriculture,Parks Blueberries Ltd.,"Bothwell, ON N0P 1C0",8431-General farm workers,Unknown,1,14
Ontario,  Primary Agriculture,Parkway Estate Vineyards Inc.,"Grimsby, ON L3M 4E7",8431-General farm workers,Unknown,1,3
Ontario,  Primary Agriculture,Patron Farms Ltd.,"St. Pauls, ON N0K 1V0",8431-General farm workers,Corporation,1,2
Ontario,  Primary Agriculture,Peeters Mushrooms Inc.,"Blenheim, ON N0P 1A0",8611-Harvesting labourers,Unknown,1,10
Ontario,  Primary Agriculture,Pelee Acres Inc.,"Leamington, ON N8H 3V8",8431-General farm workers,Unknown,5,132
Ontario,  Primary Agriculture,Pelee Island Winery & Vineyards Inc,"Kingsville, ON N9Y 2K5",8431-General farm workers,Unknown,1,45
Ontario,  Primary Agriculture,PeleeView Farms Inc,"Leamington, ON N8H 3V7",8431-General farm workers,Unknown,1,10
Ontario,  Primary Agriculture,Peppertree Greenhouses Ltd.,"Tupperville, ON N0P 2M0",8431-General farm workers,Unknown,1,13
Ontario,  Primary Agriculture,Peter Jennen Farms Inc,"Thamesville, ON N0P 2K0",8431-General farm workers,Unknown,1,10
Ontario,  Primary Agriculture,Peters Pork Ltd,"Wroxeter, ON N0G 2X0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
Ontario,  Primary Agriculture,Petervale Farms Limited,"Grand Valley, ON L9W 3W1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,2,6
Ontario,  Primary Agriculture,Piccioni Bros. Mushroom Farm Ltd,"Dundas, ON L9H 5E2",8431-General farm workers,Unknown,2,11
Ontario,  Primary Agriculture,Piccioni Bros. Mushroom Farm Ltd,"Dundas, ON L9H 5E2",8611-Harvesting labourers,Unknown,1,35
Ontario,  Primary Agriculture,Pieper Nurseries Inc,"Dorchester, ON N0L 1G6",8432-Nursery and greenhouse workers,Unknown,1,25
Ontario,  Primary Agriculture,Pillitteri Estates Winery Inc.,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,Unknown,1,8
Ontario,  Primary Agriculture,Pine Ridge Gardens Inc.,"Dunnville, ON N1A 2W2",8432-Nursery and greenhouse workers,Unknown,2,13
Ontario,  Primary Agriculture,PINENEEDLE FARMS INC.,"PONTYPOOL, ON L0A  1K",8432-Nursery and greenhouse workers,Corporation,1,3
Ontario,  Primary Agriculture,Pineview Orchards Inc.,"Jordan Station, ON L0R 1S0",8431-General farm workers,Unknown,1,10
