"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2021 and Business Location, October to December 2024",b,c,d,e,f,g,h
Ontario                                                                    ,Global Talent Stream,Allied Marine & Industrial,"Port Colborne, ON L3K 1A2",22301-Mechanical engineering technologists and technicians,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Alphawave Semi,"Toronto, ON M5J 2M4",21310-Electrical and electronics engineers,Corporation,1,1
Ontario                                                                    ,Global Talent Stream,ALVEUM INC.,"Etobicoke, ON M8Z  3A",20012-Computer and information systems managers,Corporation,1,1
Ontario                                                                    ,Global Talent Stream,"Amazon Canada Fulfillment Services, ULC","Toronto, ON M5J 0A8",20012-Computer and information systems managers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,"Amazon Canada Fulfillment Services, ULC","Toronto, ON M5J 0A8",21223-Database analysts and data administrators,Unknown,2,2
Ontario                                                                    ,Global Talent Stream,Apexa Corp,"Ottawa, ON K1P  1C",21222-Information systems specialists,Corporation,1,1
Ontario                                                                    ,Global Talent Stream,ASTERA LABS CANADA INC.,"Markham, ON L3R 4G5",21310-Electrical and electronics engineers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Ataccama Corporation,"Toronto, ON M5H 3B7",21222-Information systems specialists,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,ATI Technologies ULC,"Markham, ON L3T 3X6",21232-Software developers and programmers,Unknown,4,4
Ontario                                                                    ,Global Talent Stream,ATI Technologies ULC,"Markham, ON L3T 3X6",21311-Computer engineers (except software engineers and designers),Unknown,7,7
Ontario                                                                    ,Global Talent Stream,ATI Technologies ULC,"Markham, ON L3T 3X6",22310-Electrical and electronics engineering technologists and technicians,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Autodesk Canada Co.,"Toronto, ON M5G 1M1",20012-Computer and information systems managers,Unknown,3,3
Ontario                                                                    ,Global Talent Stream,Autodesk Canada Co.,"Toronto, ON M5G 1M1",21231-Software engineers and designers,Unknown,18,18
Ontario                                                                    ,Global Talent Stream,Avant Techno Solutions,"Markham, ON L6B 0S6",21232-Software developers and programmers,Corporation,1,1
Ontario                                                                    ,Global Talent Stream,Balyasny Asset Management,"Toronto, ON M5J 1E6",21231-Software engineers and designers,Corporation,1,1
Ontario                                                                    ,Global Talent Stream,BCLOUD TECHNOLOGY INC.,"Brampton, ON L6W 3J1",21223-Database analysts and data administrators,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,BDO Canada LLP,"Toronto, ON M5E 1C5",21220-Cybersecurity specialists,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,BDO Canada LLP,"Toronto, ON M5E 1C5",21231-Software engineers and designers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,BenchSci,"TORONTO, ON M6G 1A9",20012-Computer and information systems managers,Corporation,1,1
Ontario                                                                    ,Global Talent Stream,BluWave Inc.,"Ottawa, ON K2K 2A9",21234-Web developers and programmers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Boson AI ULC,"York, ON M6B 1G1",21211-Data scientists,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Bounteous,"Toronto, ON M5A 0L6",21223-Database analysts and data administrators,Corporation,1,1
Ontario                                                                    ,Global Talent Stream,Bounteous,"Toronto, ON M5A 0L6",21231-Software engineers and designers,Corporation,1,1
Ontario                                                                    ,Global Talent Stream,Boxfish Infrastructure Group Inc.,"Ottawa, ON K1R 6P1","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario                                                                    ,Global Talent Stream,BrightR Limited,"VAUGHAN, ON L4L 4Y7",21221-Business system specialists,Corporation,1,1
Ontario                                                                    ,Global Talent Stream,BTA Design Services Inc.,"Kanata, ON K2K 3G3",21311-Computer engineers (except software engineers and designers),Corporation,1,1
Ontario                                                                    ,Global Talent Stream,Burlington Hydro Inc.,"Burlington, ON L7R 3Z7",21220-Cybersecurity specialists,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Byteager Solutions Corp.,"NORTH YORK, ON M4N 2N1",21221-Business system specialists,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,CAE Inc,"mississauga, ON L5S 1Z9",21232-Software developers and programmers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Caleres,"Perth, ON K7H 1P7",21232-Software developers and programmers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Canadian Tire,"Toronto, ON M4P 2V8",21230-Computer systems developers and programmers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Capgemini Canada,"Mississauga, ON L4W  5S",21211-Data scientists,Corporation,2,2
Ontario                                                                    ,Global Talent Stream,Capgemini Canada,"Mississauga, ON L4W  5S",21222-Information systems specialists,Corporation,1,1
Ontario                                                                    ,Global Talent Stream,CapIntel Inc.,"Toronto, ON M5C 1X6",21232-Software developers and programmers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Caseware International Inc.,"Toronto, ON M5A 2W4",21223-Database analysts and data administrators,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,CentML,"Toronto, ON M5G 1Z8",21231-Software engineers and designers,Corporation,1,1
Ontario                                                                    ,Global Talent Stream,Cerebras Systems,"Toronto, ON M5H  1J",21231-Software engineers and designers,Corporation,2,2
Ontario                                                                    ,Global Talent Stream,CGI Information Systems & Management Consultants Inc.,"Toronto, ON M5B 2L7",21222-Information systems specialists,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Chemtrade Logistics Inc,"Toronto, ON M2H 3N5",20012-Computer and information systems managers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Ciena Corp,"Ottawa, ON K2K 0L1",21222-Information systems specialists,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Clearco,"Toronto, ON M5E 1G4",21221-Business system specialists,Corporation,1,1
Ontario                                                                    ,Global Talent Stream,Clearco,"Toronto, ON M5E 1G4",21231-Software engineers and designers,Corporation,1,1
Ontario                                                                    ,Global Talent Stream,Clientserver Tech Systems Inc.,"Mississauga, ON L4W 4Y9",21223-Database analysts and data administrators,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Cloudware Connections Inc,"Mississauga, ON L4W 5K4",21232-Software developers and programmers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,CM INC.,"Markham, ON L3R 0E2",21221-Business system specialists,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,CONGERO TECHNOLOGY CANADA LTD,"Mississauga, ON L4W 5K4",21222-Information systems specialists,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,CRESTA AI CANADA INC.,"Oshawa, ON L1K 0G8",21231-Software engineers and designers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,CS2TECHNOLOGIES INC.,"Kitchener, ON N2P 0G7",21232-Software developers and programmers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,CT Maple Leaf Technology Services Limited,"Kitchener, ON N2G 2L3",21230-Computer systems developers and programmers,Corporation,1,1
